
11 Tydlighet och flexibilitet Förslag:;En//DT|UTR|SIN|IND//det//4 ny//JJ|POS|UTR|SIN|IND|NOM//amod//4 och//KN//cc//3 moderniserad//PC|PRF|UTR|SIN|IND|NOM//conj//1 lag//NN|UTR|SIN|IND|NOM//nsubj//5 ersätter//VB|PRS|AKT//ROOT//5 den//DT|UTR|SIN|DEF//det//8 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 lagen//NN|UTR|SIN|DEF|NOM//obj//5 .//MAD//punct//5
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Ett//DT|NEU|SIN|IND//det//2 tydligt//JJ|POS|NEU|SIN|IND|NOM//amod//2 regelverk//NN|NEU|SIN|IND|NOM//nsubj//3 ger//VB|PRS|AKT//ROOT//3 rättssäkerhet//NN|UTR|SIN|IND|NOM//obj//3 och//KN//cc//7 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//7 risk//NN|UTR|SIN|IND|NOM//conj//4 att//SN//mark//12 en//DT|UTR|SIN|IND//det//10 biståndssökande//NN|UTR|SIN|IND|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 utlämnad//PC|PRF|UTR|SIN|IND|NOM//acl//7 till//PP//case//14 godtycke//NN|NEU|SIN|IND|NOM//obl//12 .//MAD//punct//3
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Men//KN//cc//22 med//PP//case//21 en//DT|UTR|SIN|IND//det//21 alltför//AB//advmod//20 detaljerad//PC|PRF|UTR|SIN|IND|NOM//amod//21 lagstiftning//NN|UTR|SIN|IND|NOM//obl//22 minskar//VB|PRS|AKT//conj//3 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//22 till//PP//case//25 flexibilitet//NN|UTR|SIN|IND|NOM//obl//22 .//MAD//punct//22
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Utlandsmyndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//28 får//VB|PRS|AKT//parataxis//22 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 utrymme//NN|NEU|SIN|IND|NOM//obj//28 att//IE//mark//32 ta//VB|INF|AKT//acl//30 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 hänsyn//NN|UTR|PLU|IND|NOM//obj//32 och//KN//cc//36 anpassa//VB|INF|AKT//conj//32 biståndet//NN|NEU|SIN|DEF|NOM//obj//36 efter//PP//case//40 de//DT|UTR/NEU|PLU|DEF//det//40 förhållanden//NN|NEU|PLU|IND|NOM//obl//36 som//HP|-|-|-//nsubj//42 gäller//VB|PRS|AKT//acl:relcl//40 i//PP//case//46 varje//DT|UTR/NEU|SIN|IND//det//46 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//46 land//NN|NEU|SIN|IND|NOM//obl//42 och//KN//cc//51 i//PP//case//51 varje//DT|UTR/NEU|SIN|IND//det//51 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//51 ärende//NN|NEU|SIN|IND|NOM//conj//46 .//MAD//punct//3
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Från//PP//case//1 utlandsmyndigheterna//NN|UTR|PLU|DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 önskemål//NN|NEU|PLU|IND|NOM//nsubj//2 både//KN//cc//7 om//PP//case//7 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 regler//NN|UTR|PLU|IND|NOM//obl//2 och//KN//cc//11 om//PP//case//11 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 flexibilitet//NN|UTR|SIN|IND|NOM//conj//7 och//KN//cc//14 mera//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//14 självständighet//NN|UTR|SIN|IND|NOM//conj//11 för//PP//case//16 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//14 att//IE//mark//18 göra//VB|INF|AKT//acl//14 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//18 som//HP|-|-|-//nsubj//22 är//VB|PRS|AKT//cop//22 bäst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//acl:relcl//19 i//PP//case//26 varje//DT|UTR/NEU|SIN|IND//det//26 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//26 ärende//NN|NEU|SIN|IND|NOM//obl//22 .//MAD//punct//2
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//29 betonar//VB|PRS|AKT//parataxis//2 att//SN//mark//36 inget//DT|NEU|SIN|IND//det//32 ärende//NN|NEU|SIN|IND|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 det//DT|NEU|SIN|DEF//expl//36 andra//RO|NOM//nsubj//36 likt//JJ|POS|NEU|SIN|IND|NOM//ccomp//29 och//KN//cc//42 att//SN//mark//42 alltför//AB//advmod//40 stelbenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 regler//NN|UTR|PLU|IND|NOM//nsubj//42 hindrar//VB|PRS|AKT//conj//2 förnuftiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 lösningar//NN|UTR|PLU|IND|NOM//obj//42 .//MAD//punct//2
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Samtidigt//AB//advmod//47 efterlyser//VB|PRS|AKT//parataxis//2 man//PN|UTR|SIN|IND|SUB//nsubj//47 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 stöd//NN|NEU|SIN|IND|NOM//obj//47 i//PP//case//52 lagstiftning//NN|UTR|SIN|IND|NOM//obl//47 och//KN//cc//54 Rättshandbok//NN|UTR|SIN|IND|NOM//conj//52 I//PP//compound:prt//47 för//PP//mark//59 att//IE//mark//59 kunna//VB|INF|AKT//aux//59 avgöra//VB|INF|AKT//advcl//47 t.ex.//AB|AN//advmod//64 när//HA//mark//64 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj:pass//64 ska//VB|PRS|AKT//aux//64 betraktas//VB|INF|SFO//ccomp//59 som//KN//mark//67 ”//PAD//punct//67 nödställd//JJ|POS|UTR|SIN|IND|NOM//xcomp//64 ”//PAD//punct//67 i//PP//case//71 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//71 mening//NN|UTR|SIN|IND|NOM//obl//67 eller//KN//cc//73 vad//HP|NEU|SIN|IND//conj//67 som//HP|-|-|-//nsubj:pass//76 bör//VB|PRS|AKT//aux//76 betraktas//VB|INF|SFO//acl:relcl//73 som//KN//mark//78 självförvållat//PC|PRF|NEU|SIN|IND|NOM//xcomp//76 .//MAD//punct//2
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Länderna//NN|NEU|PLU|DEF|NOM//nsubj//5 inom//PP//case//2 EU//PM|NOM//nmod//0 och//KN//cc//4 Norden//PM|NOM//conj//2 har//VB|PRS|AKT//aux//20 löst//VB|SUP|AKT//advmod//5 dilemmat//NN|NEU|SIN|DEF|NOM//obj//5 med//PP//case//9 kravet//NN|NEU|SIN|DEF|NOM//obl//5 på//PP//case//11 tydlighet//NN|UTR|SIN|IND|NOM//nmod//9 och//KN//cc//13 flexibilitet//NN|UTR|SIN|IND|NOM//conj//11 på//PP//case//16 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 sätt//NN|NEU|PLU|IND|NOM//nmod//13 .//MAD//punct//5
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Inom//PP//case//19 Norden//PM|NOM//obl//20 representerar//VB|PRS|AKT//ROOT//20 Finland//PM|NOM//obj//20 och//KN//cc//23 Danmark//PM|NOM//conj//21 helt//AB|POS//advmod//25 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 synsätt//NN|NEU|PLU|IND|NOM//obj//20 .//MAD//punct//20
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Danmark//PM|NOM//nsubj//30  //_SP////28 har//VB|PRS|AKT//parataxis//20 ingen//DT|UTR|SIN|IND//det//32 lagstiftning//NN|UTR|SIN|IND|NOM//obj//30 alls//AB//advmod//30 om//PP//case//36 konsulärt//JJ|POS|NEU|SIN|IND|NOM//amod//36 bistånd//NN|NEU|SIN|IND|NOM//obl//30 medan//SN//case//38 Finland//PM|NOM//nsubj//42  //_SP////38 nyligen//AB//advmod//42 har//VB|PRS|AKT//aux//42 antagit//VB|SUP|AKT//advcl//30 en//DT|UTR|SIN|IND//det//45 detaljerad//PC|PRF|UTR|SIN|IND|NOM//amod//45 lag//NN|UTR|SIN|IND|NOM//obj//42 om//PP//case//48 konsulära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 tjänster//NN|UTR|PLU|IND|NOM//nmod//45 .//MID//punct//30
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 länder//NN|NEU|PLU|IND|NOM//nsubj//54 inom//PP//case//53 EU//PM|NOM//nmod//51 kombinerar//VB|PRS|AKT//conj//20 lagstiftning//NN|UTR|SIN|IND|NOM//obj//54 med//PP//case//57 cirkulär//NN|UTR|SIN|IND|NOM//obl//54 ,//MID//punct//59 handböcker//NN|UTR|PLU|IND|NOM//conj//57 och//KN//cc//61 instruktioner//NN|UTR|PLU|IND|NOM//conj//57 .//MAD//punct//20
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Storbritannien//PM|NOM//nsubj//65  //_SP////63 har//VB|PRS|AKT//parataxis//20 ingen//DT|UTR|SIN|IND//det//67 lag//NN|UTR|SIN|IND|NOM//nsubj//75 om//PP//case//70 konsulärt//JJ|POS|NEU|SIN|IND|NOM//amod//70 bistånd//NN|NEU|SIN|IND|NOM//nmod//67 men//KN//cc//72 målen//NN|NEU|PLU|DEF|NOM//conj//70 för//PP//case//74 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//72 finns//VB|PRS|SFO//ccomp//65 i//PP//case//78 en//DT|UTR|SIN|IND//det//78 plan//NN|UTR|SIN|IND|NOM//obl//75 ,//MID//punct//78 som//HP|-|-|-//nsubj:pass//82 regelbundet//AB//advmod//82 uppdateras//VB|PRS|SFO//acl:relcl//78 och//KN//cc//85 utrikesministeriet//NN|NEU|SIN|DEF|NOM//nsubj//85 satsar//VB|PRS|AKT//conj//82 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//85 på//PP//case//88 information//NN|UTR|SIN|IND|NOM//obl//85 till//PP//case//90 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//88 och//KN//cc//92 idéutbyte//NN|NEU|SIN|IND|NOM//conj//90 och//KN//cc//94 problemdiskussioner//NN|UTR|PLU|IND|NOM//conj//90 mellan//PP//case//96 utlandsmyndigheterna//NN|UTR|PLU|DEF|NOM//nmod//94 i//PP//case//99 konsulära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 frågor//NN|UTR|PLU|IND|NOM//nmod//96 .//MAD//punct//20
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Lagstiftning//NN|UTR|SIN|IND|NOM//nsubj//11 som//HP|-|-|-//nsubj//2 reglerar//VB|PRS|AKT//acl:relcl//0 stöd//NN|NEU|SIN|IND|NOM//obj//2 till//PP//case//6 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 personer//NN|UTR|PLU|IND|NOM//obl//2 i//PP//case//9 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 situationer//NN|UTR|PLU|IND|NOM//nmod//6 har//VB|PRS|AKT//aux//11 alltmera//AB//advmod//12 fått//VB|SUP|AKT//ROOT//12 karaktären//NN|UTR|SIN|DEF|NOM//obj//12 av//PP//case//15 ramlagar//NN|UTR|PLU|IND|NOM//nmod//13 som//HP|-|-|-//nsubj//17 ger//VB|PRS|AKT//acl:relcl//15 möjligheter//NN|UTR|PLU|IND|NOM//obj//17 till//PP//case//21 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 lösningar//NN|UTR|PLU|IND|NOM//nmod//18 .//MAD//punct//12
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Även//AB//mark//26 om//SN//fixed//23 rättssäkerheten//NN|UTR|SIN|DEF|NOM//nsubj//26 minskar//VB|PRS|AKT//advcl//12 kan//VB|PRS|AKT//aux//33 ramlagstiftning//NN|UTR|SIN|IND|NOM//nsubj//33 ibland//AB//advmod//33 vara//VB|INF|AKT//cop//33 det//DT|NEU|SIN|DEF//det//33 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 sättet//NN|NEU|SIN|DEF|NOM//obj//26 att//IE//mark//35 ge//VB|INF|AKT//acl//33 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//35 som//HP|-|-|-//nsubj//39 ska//VB|PRS|AKT//aux//39 tillämpa//VB|INF|AKT//acl:relcl//36 den//DT|UTR|SIN|DEF//det//41 möjligheten//NN|UTR|SIN|DEF|NOM//obj//39 att//IE//mark//43 uppfylla//VB|INF|AKT//acl//41 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//45 syfte//NN|NEU|SIN|IND|NOM//obj//43 .//MAD//punct//12
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;I//PP//case//2 kap.//NN|AN//nmod//2 5//RG|NOM//obl//22 ,//MID//punct//2 där//HA//advmod//10 omfattningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 av//PP//case//9 det//DT|NEU|SIN|DEF//det//9 konsulära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 biståndet//NN|NEU|SIN|DEF|NOM//nmod//5 redovisas//VB|PRS|SFO//acl:relcl//2 utifrån//PP//case//13 utlandsmyndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 svar//NN|NEU|SIN|IND|NOM//obl//10 på//PP//case//16 den//DT|UTR|SIN|DEF//det//16 enkät//NN|UTR|SIN|IND|NOM//obl//10 som//HP|-|-|-//obj//19 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//19 skickat//VB|SUP|AKT//acl:relcl//16 ut//PL//compound:prt//19 ,//MID//punct//22 finns//VB|PRS|SFO//ROOT//22 synpunkter//NN|UTR|PLU|IND|NOM//nsubj//22 på//PP//case//26 såväl//KN//amod//26 behov//NN|NEU|SIN|IND|NOM//obl//22 av//PP//case//29 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 regler//NN|UTR|PLU|IND|NOM//nmod//26 som//KN//mark//32 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 möjligheter//NN|UTR|PLU|IND|NOM//nmod//26 till//PP//case//34 flexibilitet//NN|UTR|SIN|IND|NOM//nmod//32 .//MAD//punct//22
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Bland//PP//case//41 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//38 framförs//VB|PRS|SFO//fixed//36 synpunkter//NN|UTR|PLU|IND|NOM//nsubj:pass//38 på//PP//case//41 tolkningen//NN|UTR|SIN|DEF|NOM//obl//60 av//PP//case//43 bosättningsbegreppet//NN|NEU|SIN|DEF|NOM//nmod//41 ,//MID//punct//43 begreppet//NN|NEU|SIN|DEF|NOM//nmod//47 ”//PAD//punct//47 nödställd//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//41 ”//PAD//punct//47 och//KN//cc//51 på//PP//case//51 storleken//NN|UTR|SIN|DEF|NOM//conj//47 på//PP//case//55 det//DT|NEU|SIN|DEF//det//55 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 bemyndigandet//NN|NEU|SIN|DEF|NOM//nmod//51 .//MAD//punct//41
11.2 Hur bör lagen om ekonomiskt bistånd till svenska medborgare i utlandet vara utformad?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 har//VB|PRS|AKT//aux//60 också//AB//advmod//60 framförts//VB|SUP|SFO//parataxis//22 önskemål//NN|NEU|PLU|IND|NOM//nsubj:pass//60 om//PP//case//64 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 självständighet//NN|UTR|SIN|IND|NOM//nmod//61 för//PP//case//66 utlandsmyndigheterna//NN|UTR|PLU|DEF|NOM//nmod//64 när//HA//mark//71 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//67 gäller//VB|PRS|AKT//fixed//67 att//IE//mark//71 avgöra//VB|INF|AKT//advcl//60 ärendena//NN|NEU|PLU|DEF|NOM//obj//71 .//MAD//punct//22


11.3.1 Bosättningsbegreppet;Att//IE//mark//1 avgöra//VB|INF|AKT//csubj//6 var//HA//cop//4 en//DT|UTR|SIN|IND//det//4 biståndssökande//NN|UTR|SIN|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 bosatt//JJ|POS|UTR|SIN|IND|NOM//ROOT//6 kan//VB|PRS|AKT//aux//8 innebära//VB|INF|AKT//xcomp//6 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 problem//NN|NEU|PLU|IND|NOM//obj//8 .//MAD//punct//6
11.3.1 Bosättningsbegreppet;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//13 utlandsmyndigheter//NN|UTR|PLU|IND|NOM//nsubj//14 har//VB|PRS|AKT//aux//20 i//PP//case//17 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//17 svar//NN|NEU|PLU|IND|NOM//obl//20 på//PP//case//19 enkäten//NN|UTR|SIN|DEF|NOM//nmod//17 pekat//VB|SUP|AKT//conj//6 på//PP//mark//25 att//SN//mark//25 begreppet//NN|NEU|SIN|DEF|NOM//nsubj//25 är//VB|PRS|AKT//cop//25 svårt//JJ|POS|NEU|SIN|IND|NOM//ccomp//20 att//IE//mark//27 tolka//VB|INF|AKT//advcl//25 .//MAD//punct//6
