Socialdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 6//RO|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//1 1997//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//xcomp//1 en//DT|UTR|SIN|IND//det//9 kommitté//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//11 uppdrag//NN|NEU|SIN|IND|NOM//nmod//9 att//IE//mark//13 bedöma//VB|INF|AKT//acl//9 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 ,//MID//punct//16 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 ,//MID//punct//18 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 och//KN//cc//20 djurs//NN|NEU|PLU|IND|GEN//conj//14 kyddsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 aspekter//NN|UTR|PLU|IND|NOM//obj//13 av//PP//case//24 överföring//NN|UTR|SIN|IND|NOM//nmod//22 av//PP//case//26 organ//NN|NEU|SIN|IND|NOM//nmod//24 ,//MID//punct//28 vävnad//NN|UTR|SIN|IND|NOM//conj//26 eller//KN//cc//30 celler//NN|UTR|PLU|IND|NOM//conj//26 från//PP//case//32 djur//NN|NEU|PLU|IND|NOM//nmod//30 till//PP//case//34 människa//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//1
Socialdepartementet;Nils//PM|NOM//nmod//3 H//PM|NOM//flat:name//0 Persson//PM|NOM//flat:name//1 4.1//RG|NOM//nmod//5 Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 förhållanden//NN|NEU|PLU|IND|NOM//ROOT//5 för//PP//case//8 transplantations5.3//AB|AN//amod//8 Åtgärder//NN|UTR|PLU|IND|NOM//nmod//5 för//PP//mark//11 att//IE//mark//11 öka//VB|INF|AKT//acl//5 tillgången//NN|UTR|SIN|DEF|NOM//obj//11 på//PP//case//14 organ//NN|NEU|PLU|IND|NOM//nmod//12 från//PP//case//16 6.1//RG|NOM//nmod//19 Den//DT|UTR|SIN|DEF//det//19 immunologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 reaktionen//NN|UTR|SIN|DEF|NOM//obl//11 vid//PP//case//22 xenotrans6.1.2//RG|NOM//nmod//22 Betydelsen//NN|UTR|SIN|DEF|NOM//nmod//19 av//PP//case//25 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 donator6.1.5//NN|NEU|PLU|IND|NOM//nmod//22 Senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 faser//NN|UTR|PLU|IND|NOM//obj//11 av//PP//case//29 avstötningen//NN|UTR|SIN|DEF|NOM//nmod//27 efter//PP//case//32 6.1.7//RG|NOM//nummod//32 Immunreaktionen//PM|NOM//nmod//29 vid//PP//case//36 transplantation//NN|UTR|SIN|IND|NOM//obl//35 6.1.8//RG|NOM//amod//36 Hämning//NN|UTR|SIN|IND|NOM//obl//11 av//PP//case//38 avstötning//NN|UTR|SIN|IND|NOM//nmod//36 vid//PP//case//43 cellulär//JJ|POS|UTR|SIN|IND|NOM//amod//41 6.2//RG|NOM//nmod:poss//43 Fysiologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 särdrag//NN|NEU|PLU|IND|NOM//nmod//38 hos//PP//case//45 gris//NN|UTR|SIN|IND|NOM//nmod//43 som//HP|-|-|-//nsubj//48 kan//VB|PRS|AKT//aux//48 ha//VB|INF|AKT//acl:relcl//38 betydelse//NN|UTR|SIN|IND|NOM//obj//48

14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet;20.1//RG|NOM//nmod//3 En//DT|UTR|SIN|IND//det//3 central//JJ|POS|UTR|SIN|IND|NOM//amod//3 beslutsinstans//NN|UTR|SIN|IND|NOM//ROOT//3 för//PP//case//5 prövning//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//9 21.1//RG|NOM//nummod//9 Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 insatser//NN|UTR|PLU|IND|NOM//nmod//5 för//PP//case//11 inhämtande//NN|NEU|SIN|IND|NOM//nmod//9 av//PP//case//13 informerat//VB|SUP|AKT//nmod//11


14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / Författningsförslag;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 1 § (1);Med//PP//case//1 xenotransplantation//NN|UTR|SIN|IND|NOM//obl//3  //_SP////1 menas//VB|PRS|SFO//ROOT//3 i//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 lag//NN|UTR|SIN|IND|NOM//obl//3 en//DT|UTR|SIN|IND//det//9 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//9 åtgärd//NN|UTR|SIN|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj//11 innefattar//VB|PRS|AKT//acl:relcl//9 överföring//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//16 levande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 biologiskt//JJ|POS|NEU|SIN|IND|NOM//amod//16 material//NN|NEU|SIN|IND|NOM//nmod//12 från//PP//case//18 djur//NN|NEU|PLU|IND|NOM//nmod//16 till//PP//case//20 människa//NN|UTR|SIN|IND|NOM//nmod//12 .//MAD//punct//3
14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 1 § (1);Därmed//AB//advmod//23 likställs//VB|PRS|SFO//parataxis//3 ett//DT|NEU|SIN|IND//det//26 medicinskt//JJ|POS|NEU|SIN|IND|NOM//amod//26 förfarande//NN|NEU|SIN|IND|NOM//nsubj:pass//23 som//HP|-|-|-//nsubj//28 innebär//VB|PRS|AKT//acl:relcl//26 att//SN//mark//36 blod//NN|NEU|SIN|IND|NOM//nsubj//36 eller//KN//cc//33 annan//JJ|POS|UTR|SIN|IND|NOM//amod//33 kroppsvätska//NN|UTR|SIN|IND|NOM//conj//30 från//PP//case//35 människa//NN|UTR|SIN|IND|NOM//nmod//33 kommer//VB|PRS|AKT//ccomp//28 i//PP//compound:prt//36 kontakt//NN|UTR|SIN|IND|NOM//fixed//37 med//PP//case//41 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//41 material//NN|NEU|SIN|IND|NOM//obl//36 utanför//PP//case//43 kroppen//NN|UTR|SIN|DEF|NOM//nmod//41 och//KN//cc//46 sedan//AB//advmod//46 återförs//VB|PRS|SFO//conj//36 till//PP//case//48 denna//PN|UTR|SIN|DEF|SUB/OBJ//obl//46 .//MAD//punct//3
14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 1 § (1);Med//PP//case//2 biologiskt//JJ|POS|NEU|SIN|IND|NOM//amod//2 material//NN|NEU|SIN|IND|NOM//obl//3 avses//VB|PRS|SFO//ROOT//3 organ//NN|NEU|SIN|IND|NOM//nsubj:pass//3 ,//MID//punct//4 vävnad//NN|UTR|SIN|IND|NOM//conj//4 ,//MID//punct//8 celler//NN|UTR|PLU|IND|NOM//conj//4 eller//KN//cc//10 delar//NN|UTR|PLU|IND|NOM//conj//4 därav//AB//advmod//3 som//HP|-|-|-//nsubj//14 är//VB|PRS|AKT//cop//14 avsett//PC|PRF|NEU|SIN|IND|NOM//advcl//3 för//PP//case//16 transplantation//NN|UTR|SIN|IND|NOM//obl//14 eller//KN//cc//21 annat//JJ|POS|NEU|SIN|IND|NOM//amod//21 jämförbart//JJ|POS|NEU|SIN|IND|NOM//amod//21 medicinskt//JJ|POS|NEU|SIN|IND|NOM//amod//21 ändamål//NN|NEU|SIN|IND|NOM//conj//16 .//MAD//punct//3

14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 2 § (1);Ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//9 om//PP//case//3 kliniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 försök//NN|NEU|PLU|IND|NOM//nmod//0 med//PP//case//5 xenotransplantation//NN|UTR|SIN|IND|NOM//nmod//3 till//PP//case//7 människa//NN|UTR|SIN|IND|NOM//nmod//5 skall//VB|PRS|AKT//aux//9 prövas//VB|INF|SFO//ROOT//9 i//PP//case//12 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//12 ordning//NN|UTR|SIN|IND|NOM//obl//9 enligt//PP//case//14 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//12 i//PP//case//17 denna//DT|UTR|SIN|DEF//det//17 lag//NN|UTR|SIN|IND|NOM//nmod//14 eller//KN//cc//20 med//PP//case//20 stöd//NN|NEU|SIN|IND|NOM//conj//17 av//PP//case//22 föreskrifter//NN|UTR|PLU|IND|NOM//nmod//20 som//HP|-|-|-//nsubj:pass//24 meddelats//VB|SUP|SFO//acl:relcl//22 med//PP//case//26 stöd//NN|NEU|SIN|IND|NOM//obl//24 av//PP//case//29 denna//DT|UTR|SIN|DEF//det//29 lag//NN|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//9
14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 2 § (1);Xenotransplantation//NN|UTR|SIN|IND|NOM//nsubj:pass//3 får//VB|PRS|AKT//aux//3 inte//AB//advmod//3 utföras//VB|INF|SFO//ROOT//3 annat//PN|NEU|SIN|IND|SUB/OBJ//advmod//3 än//KN//mark//11 i//PP//case//11 samband//NN|NEU|SIN|IND|NOM//fixed//6 med//PP//fixed//6 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//11 kliniskt//JJ|POS|NEU|SIN|IND|NOM//amod//11 försök//NN|NEU|SIN|IND|NOM//obl//3 .//MAD//punct//3

14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 3 § (1);Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//13 till//PP//case//4 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//4 kliniskt//JJ|POS|NEU|SIN|IND|NOM//amod//4 försök//NN|NEU|SIN|IND|NOM//obl//0 som//HP|-|-|-//nsubj:pass//6 avses//VB|PRS|SFO//acl:relcl//4 i//PP//case//9 2//RG|NOM//nummod//9 §//NN|AN//obl//6 första//RO|NOM//amod//11 stycket//NN|NEU|SIN|DEF|NOM//nmod//9 skall//VB|PRS|AKT//aux//13 ges//VB|INF|SFO//ROOT//13 av//PP//case//17 en//DT|UTR|SIN|IND//det//17 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//17 nämnd//NN|UTR|SIN|IND|NOM//obl:agent//13 (//PAD//punct//17 Xenotransplantationsnämnden//NN|UTR|SIN|DEF|NOM//appos//17 )//PAD//punct//17 innan//SN//mark//24 försöket//NN|NEU|SIN|DEF|NOM//nsubj:pass//24 får//VB|PRS|AKT//aux//24 påbörjas//VB|INF|SFO//advcl//13 .//MAD//punct//13

14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 4 § (1);Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 ge//VB|INF|AKT//ROOT//2 tillstånd//NN|NEU|SIN|IND|NOM//obj//2 till//PP//case//5 försöket//NN|NEU|SIN|DEF|NOM//obl//2 endast//AB//advmod//8 under//PP//case//8 förutsättning//NN|UTR|SIN|IND|NOM//obl//2 att//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 föreligger//VB|PRS|AKT//acl//8 ett//DT|NEU|SIN|IND//det//13 godkännande//NN|NEU|SIN|IND|NOM//nsubj//11 av//PP//case//16 en//DT|UTR|SIN|IND//det//16 forskningsetikkommitté//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//2
14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 4 § (1);Med//PP//case//1 forskningsetikkommitté//NN|UTR|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 ett//DT|NEU|SIN|IND//det//6 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//6 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//6 organ//NN|NEU|SIN|IND|NOM//nsubj:pass//2 för//PP//case//8 prövning//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//11 forskningsetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 frågor//NN|UTR|PLU|IND|NOM//nmod//8 som//HP|-|-|-//nsubj//13 har//VB|PRS|AKT//acl:relcl//11 företrädare//NN|UTR|PLU|IND|NOM//obj//13 för//PP//case//18 såväl//KN//advmod//18 det//DT|NEU|SIN|DEF//det//18 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//13 som//HP|-|-|-//mark//20 forskningen//NN|UTR|SIN|DEF|NOM//nmod//18 och//KN//cc//24 som//HP|-|-|-//nsubj//24 är//VB|PRS|AKT//cop//24 knutet//PC|PRF|NEU|SIN|IND|NOM//conj//20 till//PP//case//27 ett//DT|NEU|SIN|IND//det//27 universitet//NN|NEU|SIN|IND|NOM//obl//24 eller//KN//cc//30 en//DT|UTR|SIN|IND//det//30 högskola//NN|UTR|SIN|IND|NOM//conj//27 eller//KN//cc//36 till//PP//case//36 någon//DT|UTR|SIN|IND//det//36 annan//JJ|POS|UTR|SIN|IND|NOM//amod//36 jämförbar//JJ|POS|UTR|SIN|IND|NOM//amod//36 instans//NN|UTR|SIN|IND|NOM//conj//27 som//HP|-|-|-//nsubj//42 i//PP//case//41 mera//AB|KOM//advmod//40 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 omfattning//NN|UTR|SIN|IND|NOM//obl//42 finansierar//VB|PRS|AKT//acl:relcl//36 forskning//NN|UTR|SIN|IND|NOM//obj//42 .//MAD//punct//2

14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 5 § (1);Av//PP//case//3 21//RG|NOM//nummod//2 §//NN|AN//nmod//3 djurskyddslagen//NN|UTR|SIN|DEF|NOM//obl//7 (//PAD//punct//3 1988:534//RG|NOM//appos//3 )//PAD//punct//3 framgår//VB|PRS|AKT//ROOT//7 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 krävs//VB|PRS|SFO//ccomp//7 godkännande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//10 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 djurförsöksetisk//JJ|POS|UTR|SIN|IND|NOM//amod//15 nämnd//NN|UTR|SIN|IND|NOM//nmod//11 innan//SN//mark//19 försöket//NN|NEU|SIN|DEF|NOM//nsubj:pass//19 får//VB|PRS|AKT//aux//19 påbörjas//VB|INF|SFO//advcl//10 .//MAD//punct//7
14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 5 § (1);Om//SN//mark//5 det//DT|NEU|SIN|DEF//det//3 biologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 materialet//NN|NEU|SIN|DEF|NOM//nsubj:pass//5 har//VB|PRS|AKT//aux//5 importerats//VB|SUP|SFO//advcl//10 skall//VB|PRS|AKT//aux//10 en//DT|UTR|SIN|IND//det//9 djurförsöksetisk//JJ|POS|UTR|SIN|IND|NOM//amod//9 nämnd//NN|UTR|SIN|IND|NOM//nsubj//10 yttra//VB|INF|AKT//ROOT//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//10 angående//PP//case//13 frågan//NN|UTR|SIN|DEF|NOM//obl//10 om//PP//case//16 uppf//NN|UTR|SIN|IND|NOM//amod//16 ödningen//NN|UTR|SIN|DEF|NOM//nmod//13 av//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 djur//NN|NEU|PLU|IND|NOM//nmod//16 från//PP//mark//23 vilka//HP|UTR/NEU|PLU|IND//det//22 materialet//NN|NEU|SIN|DEF|NOM//nsubj//23 härrör//VB|PRS|AKT//advcl//10 och//KN//cc//26 om//PP//case//26 förfarandet//NN|NEU|SIN|DEF|NOM//conj//23 när//HA//mark//29 materialet//NN|NEU|SIN|DEF|NOM//nsubj:pass//29 togs//VB|PRT|SFO//acl//26 ut//PL//compound:prt//29 ,//MID//punct//10 står//VB|PRS|AKT//conj//10 i//PP//case//34 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//32 med//PP//case//36 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//34 i//PP//case//38 djurskyddslagen//NN|UTR|SIN|DEF|NOM//nmod//36 .//MAD//punct//10

14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 6 § (1);Vid//PP//case//1 tillståndsprövningen//NN|UTR|SIN|DEF|NOM//obl//4 skall//VB|PRS|AKT//aux//4 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//4 granska//VB|INF|AKT//ROOT//4 försöket//NN|NEU|SIN|DEF|NOM//obj//4 från//PP//case//14 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 ,//MID//punct//9 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 ,//MID//punct//11 djurskyddsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 och//KN//cc//13 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//4 .//MAD//punct//4
14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 6 § (1);Därvid//AB//advmod//20 skall//VB|PRS|AKT//aux//20 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//20 tas//VB|INF|SFO//parataxis//4 till//PP//case//22 1//RG|NOM//obl//20 .//MAD//punct//20
14 Kommitténs undersökning: Transplantation från djur till människa - inställning hos allmänhet / 6 § (1);värdet//NN|NEU|SIN|DEF|NOM//parataxis//20 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 kunskap//NN|UTR|SIN|IND|NOM//nmod//24 ,//MID//punct//24 grundad//PC|PRF|UTR|SIN|IND|NOM//acl//24 på//PP//case//31 vetenskap//NN|UTR|SIN|IND|NOM//obl//29 och//KN//cc//34 beprövad//PC|PRF|UTR|SIN|IND|NOM//amod//34 erfarenhet//NN|UTR|SIN|IND|NOM//conj//31 ,//MID//punct//34 som//HP|-|-|-//obl//39 försöket//NN|NEU|SIN|DEF|NOM//nsubj//39 kan//VB|PRS|AKT//aux//39 väntas//VB|INF|SFO//acl:relcl//34 ge//VB|INF|AKT//xcomp//39 ,//MID//punct//24 2//RG|NOM//nummod//24 .//MID//punct//4
