Sammanfattning;Enligt//PP//case//2 vår//PS|UTR|SIN|DEF//nmod:poss//2 uppfattning//NN|UTR|SIN|IND|NOM//obl//3 uppfyller//VB|PRS|AKT//ROOT//3 förbudsregeln//NN|UTR|SIN|DEF|NOM//obj//3 i//PP//case//6 lagen//NN|UTR|SIN|DEF|NOM//obl//3 om//PP//case//8 likabehandling//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//10 studenter//NN|UTR|PLU|IND|NOM//nmod//8 i//PP//case//12 högskolan//NN|UTR|SIN|DEF|NOM//nmod//10 de//DT|UTR/NEU|PLU|DEF//det//14 krav//NN|NEU|PLU|IND|NOM//obj//3 på//PP//case//16 skydd//NN|NEU|SIN|IND|NOM//nmod//14 mot//PP//case//18 repressalier//NN|UTR|PLU|IND|NOM//nmod//14 som//HP|-|-|-//obj//21 direktiven//NN|NEU|PLU|DEF|NOM//nsubj//21 ställer//VB|PRS|AKT//acl:relcl//18 .//MAD//punct//3
12.3 Hur förbudet skall utformas;Dessutom//AB//advmod//121 är//VB|PRS|AKT//cop//121 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//121 förenat//PC|PRF|NEU|SIN|IND|NOM//parataxis//2 med//PP//case//123 svårigheter//NN|UTR|PLU|IND|NOM//obl//121 att//IE//mark//125 hävda//VB|INF|AKT//acl//123 ett//DT|NEU|SIN|IND//det//127 skadeståndsanspråk//NN|NEU|SIN|IND|NOM//obj//125 enbart//AB//advmod//132 på//PP//case//132 grund//NN|UTR|SIN|IND|NOM//fixed//129 av//PP//fixed//129 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//125 .//MAD//punct//121
12.3 Hur förbudet skall utformas;Om//SN//mark//139 ett//DT|NEU|SIN|IND//det//136 skydd//NN|NEU|SIN|IND|NOM//nsubj//139 skall//VB|PRS|AKT//aux//139 vara//VB|INF|AKT//cop//139 effektivt//JJ|POS|NEU|SIN|IND|NOM//advmod//144 bör//VB|PRS|AKT//aux//144 därför//AB//advmod//144 reglerna//NN|UTR|PLU|DEF|NOM//nsubj//144 vara//VB|INF|AKT//cop//144 utformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//121 så//AB//mark//148 att//SN//fixed//145 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//148 träffar//VB|PRS|AKT//advcl//144 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//150 situationer//NN|UTR|PLU|IND|NOM//obj//148 och//KN//cc//152 medför//VB|PRS|AKT//conj//148 rätt//NN|UTR|SIN|IND|NOM//advmod//152 till//PP//case//155 skadestånd//NN|NEU|SIN|IND|NOM//obl//152 i//PP//case//159 det//DT|NEU|SIN|DEF//det//159 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//159 fallet//NN|NEU|SIN|DEF|NOM//obl//152 .//MAD//punct//2
12.3 Hur förbudet skall utformas;Om//SN//case//1 sanktioner//NN|UTR|PLU|IND|NOM//nsubj//8 i//PP//case//5 form//NN|UTR|SIN|IND|NOM//fixed//2 av//PP//fixed//2 skadestånd//NN|NEU|SIN|IND|NOM//nmod//1 skall//VB|PRS|AKT//aux//8 vara//VB|INF|AKT//cop//8 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//8 är//VB|PRS|AKT//cop//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 ett//DT|NEU|SIN|IND//det//12 krav//NN|NEU|SIN|IND|NOM//nsubj//8 att//SN//mark//16 skyddsreglerna//NN|UTR|PLU|DEF|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//12 för//PP//case//19 den//DT|UTR|SIN|DEF//det//19 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//16 .//MAD//punct//12
12.3 Hur förbudet skall utformas;Ur//PP//case//23 både//KN//cc//23 bevis-//NN|UTR|-|-|SMS//obl//29 och//KN//cc//25 utredningssynpunkt//NN|UTR|SIN|IND|NOM//conj//23 bör//VB|PRS|AKT//aux//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 klart//AB|POS//advmod//29 framgå//VB|INF|AKT//conj//8 vilket//HD|NEU|SIN|IND//det//31 agerande//NN|NEU|SIN|IND|NOM//xcomp//29 som//HP|-|-|-//nsubj//33 förpliktar//VB|PRS|AKT//acl:relcl//31 till//PP//case//35 skadestånd//NN|NEU|SIN|IND|NOM//obl//33 .//MAD//punct//8
12.3 Hur förbudet skall utformas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//40 har//VB|PRS|AKT//aux//40 ovan//AB//advmod//40 angett//VB|SUP|AKT//parataxis//8 att//SN//mark//45 straffrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 regler//NN|UTR|PLU|IND|NOM//nsubj//45 inte//AB//advmod//45 uppfyller//VB|PRS|AKT//ccomp//40 direktivens//NN|NEU|PLU|DEF|GEN//nmod:poss//47 krav//NN|NEU|PLU|IND|NOM//obj//45 på//PP//case//51 ett//DT|NEU|SIN|IND//det//51 adekvat//JJ|POS|NEU|SIN|IND|NOM//amod//51 skydd//NN|NEU|SIN|IND|NOM//obl//45 .//MAD//punct//40
12.3 Hur förbudet skall utformas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//54 anser//VB|PRS|AKT//conj//40 i//PP//advmod//54 stället//NN|NEU|SIN|DEF|NOM//fixed//55 att//SN//mark//66 en//DT|UTR|SIN|IND//det//60 civilrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//60 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//66 med//PP//case//64 ett//DT|NEU|SIN|IND//det//64 uttryckligt//JJ|POS|NEU|SIN|IND|NOM//amod//64 förbud//NN|NEU|SIN|IND|NOM//nmod//60 skall//VB|PRS|AKT//aux//66 användas//VB|INF|SFO//ccomp//54 .//MAD//punct//54
12.3 Hur förbudet skall utformas;På//PP//case//70 så//AB//amod//70 sätt//NN|NEU|SIN|IND|NOM//obl//71 knyter//VB|PRS|AKT//conj//54 vi//PN|UTR|PLU|DEF|SUB//nsubj//71 an//PL//compound:prt//71 till//PP//case//76 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 bestämmelser//NN|UTR|PLU|IND|NOM//obl//71 i//PP//case//80 1999//RG|NOM//nummod//79 års//NN|NEU|SIN|IND|GEN//nmod:poss//80 lagar//NN|UTR|PLU|IND|NOM//nmod//76 och//KN//cc//82 lagen//NN|UTR|SIN|DEF|NOM//conj//80 om//PP//case//84 likabehandling//NN|UTR|SIN|IND|NOM//nmod//82 av//PP//case//86 studenter//NN|UTR|PLU|IND|NOM//nmod//84 i//PP//case//88 högskolan//NN|UTR|SIN|DEF|NOM//nmod//86 .//MID//punct//54
12.3 Hur förbudet skall utformas;Härmed//AB//advmod//91 uppnås//VB|PRS|SFO//conj//54 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//91 som//HP|-|-|-//nsubj:pass//96 i//PP//case//95 direktiven//NN|NEU|PLU|DEF|NOM//obl//96 kallas//VB|PRS|SFO//acl:relcl//92 ”//PAD//punct//96 ett//DT|NEU|SIN|IND//det//101 lämpligt//JJ|POS|NEU|SIN|IND|NOM//advmod//100 rättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//101 skydd//NN|NEU|SIN|IND|NOM//obj//96 mot//PP//case//103 repressalier//NN|UTR|PLU|IND|NOM//obl//96 ”//RG|NOM//punct//91 .//MAD//punct//54
12.3 Hur förbudet skall utformas;I//PP//case//109 en//DT|UTR|SIN|IND//det//109 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//109 förbudsregel//NN|UTR|SIN|IND|NOM//obl//113 bör//VB|PRS|AKT//aux//113 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//113 klart//AB|POS//advmod//113 anges//VB|INF|SFO//conj//54 vem//HP|UTR|SIN|IND//dislocated//116 som//HP|-|-|-//nsubj//116 träffas//VB|PRS|SFO//ccomp//113 av//PP//case//118 förbudet//NN|NEU|SIN|DEF|NOM//obl:agent//116 ,//MID//punct//120 vem//HP|UTR|SIN|IND//nsubj//130 som//HP|-|-|-//nsubj:pass//122 skyddas//VB|PRS|SFO//acl:relcl//120 av//PP//case//124 det//PN|NEU|SIN|DEF|SUB/OBJ//obl:agent//122 och//KN//cc//128 i//PP//case//128 vilka//HD|UTR/NEU|PLU|IND//det//128 situationer//NN|UTR|PLU|IND|NOM//obj//130 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//130 gäller//VB|PRS|AKT//advcl//116 .//MAD//punct//40
12.3 Hur förbudet skall utformas;En//DT|UTR|SIN|IND//det//2 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 regel//NN|UTR|SIN|IND|NOM//ROOT//2
12.3 Hur förbudet skall utformas;På//PP//case//3 grund//NN|UTR|SIN|IND|NOM//fixed//0 av//PP//fixed//0 skillnaderna//NN|UTR|PLU|DEF|NOM//obl//10 i//PP//case//6 direktivens//NN|NEU|PLU|DEF|GEN//nmod:poss//6 lydelse//NN|UTR|SIN|IND|NOM//nmod//3 skulle//VB|PRT|AKT//aux//10 förbudsreglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//10 kunna//VB|INF|AKT//aux//10 formuleras//VB|INF|SFO//ROOT//10 på//PP//case//13 så//AB//amod//13 sätt//NN|NEU|SIN|IND|NOM//obl//10 att//SN//mark//17 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 kriterier//NN|NEU|PLU|IND|NOM//nsubj:pass//17 införs//VB|PRS|SFO//acl//13 för//PP//case//19 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//17 medan//SN//mark//24 områdena//NN|NEU|PLU|DEF|NOM//nsubj:pass//24 i//PP//advmod//24 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//22 behandlas//VB|PRS|SFO//advcl//17 för//PP//case//26 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//24 .//MAD//punct//10
12.3 Hur förbudet skall utformas;Inte//AB//advmod//30 minst//AB|SUV//advmod//30 gäller//VB|PRS|AKT//parataxis//10 detta//DT|NEU|SIN|DEF//nsubj//30 utbildningsområdet//NN|NEU|SIN|DEF|NOM//obj//30 med//PP//case//38 tanke//NN|UTR|SIN|IND|NOM//fixed//33 på//PP//fixed//33 de//DT|UTR/NEU|PLU|DEF//det//38 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 förhållanden//NN|NEU|PLU|IND|NOM//nmod//32 som//HP|-|-|-//nsubj//40 råder//VB|PRS|AKT//acl:relcl//38 där//AB//advmod//40 .//MAD//punct//10
12.3 Hur förbudet skall utformas;Vi//PN|UTR|PLU|DEF|SUB//nsubj//44 anser//VB|PRS|AKT//parataxis//10 dock//AB//advmod//44 att//SN//advmod//44 frågor//NN|UTR|PLU|IND|NOM//obj//44 om//PP//mark//53 vad//HP|NEU|SIN|IND//dislocated//53 som//HP|-|-|-//nsubj//53 är//VB|PRS|AKT//cop//53 ogynnsam//JJ|POS|UTR|SIN|IND|NOM//amod//53 behandling//NN|UTR|SIN|IND|NOM//nmod//47 ,//MID//punct//53 sambandet//NN|NEU|SIN|DEF|NOM//conj//53 mellan//PP//case//57 repressalieåtgärder//NN|UTR|PLU|IND|NOM//nmod//55 och//KN//cc//59 anmälan//NN|UTR|SIN|IND|NOM//conj//57 etc.//AB|AN//conj//57 bör//VB|PRS|AKT//aux//62 bedömas//VB|INF|SFO//conj//53 på//PP//case//65 samma//DT|UTR/NEU|SIN/PLU|IND//det//65 sätt//NN|NEU|SIN|IND|NOM//obl//62 oavsett//AB|POS//mark//72 på//PP//case//69 vilket//HD|NEU|SIN|IND//det//69 område//NN|NEU|SIN|IND|NOM//obl//72 repressalierna//NN|UTR|PLU|DEF|NOM//nsubj//72 har//VB|PRS|AKT//aux//72 ägt//VB|SUP|AKT//acl//65 rum//NN|NEU|SIN|IND|NOM//compound:prt//72 .//MAD//punct//47
12.3 Hur förbudet skall utformas;Med//PP//case//4 tanke//NN|UTR|SIN|IND|NOM//fixed//0 på//PP//fixed//0 den//DT|UTR|SIN|DEF//det//4 lagstiftningsmetod//NN|UTR|SIN|IND|NOM//obl//24 som//HP|-|-|-//obj//8 vi//PN|UTR|PLU|DEF|SUB//nsubj//8 har//VB|PRS|AKT//aux//8 valt//VB|SUP|AKT//acl:relcl//4 är//VB|PRS|AKT//cop//12 en//DT|UTR|SIN|IND//det//12 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//12 regel//NN|UTR|SIN|IND|NOM//obj//8 som//HP|-|-|-//nsubj//14 gäller//VB|PRS|AKT//acl:relcl//12 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//16 områden//NN|NEU|PLU|IND|NOM//obj//14 att//IE//mark//18 föredra//VB|INF|AKT//acl//16 .//MAD//punct//4
12.3 Hur förbudet skall utformas;Samma//DT|UTR/NEU|SIN/PLU|IND//det//21 förbudsregel//NN|NEU|SIN|IND|NOM//nsubj:pass//24 bör//VB|PRS|AKT//aux//24 därför//AB//advmod//24 införas//VB|INF|SFO//ROOT//24 i//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 tre//RG|NOM//nummod//29 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 lagarna//NN|UTR|PLU|DEF|NOM//obl//24 .//MAD//punct//24
12.3 Hur förbudet skall utformas;Vad//HP|NEU|SIN|IND//dislocated//3 som//HP|-|-|-//nsubj:pass//3 skall//VB|PRS|AKT//aux//3 menas//VB|INF|SFO//ROOT//3 med//PP//case//5 repressalier//NN|UTR|PLU|IND|NOM//obl//3
12.3 Hur förbudet skall utformas;När//HA//case//5 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 vilken//HD|UTR|SIN|IND//det//4 sorts//NN|UTR|SIN|IND|GEN//nmod:poss//5 handlingar//NN|UTR|PLU|IND|NOM//dislocated//10 eller//KN//cc//7 bemötande//NN|NEU|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//10 skall//VB|PRS|AKT//aux//10 ses//VB|INF|SFO//advcl//25 som//KN//mark//12 förbjudna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 repressalier//NN|UTR|PLU|IND|NOM//nsubj:pass//10 bör//VB|PRS|AKT//aux//25 alla//DT|UTR/NEU|PLU|IND/DEF//det//16 former//NN|UTR|PLU|IND|NOM//nsubj:pass//25 av//PP//case//19 otillbörligt//JJ|POS|NEU|SIN|IND|NOM//amod//19 handlande//NN|NEU|SIN|IND|NOM//nmod//16 som//HP|-|-|-//nsubj:pass//25 inte//AB//advmod//25 är//VB|PRS|AKT//cop//24 alltför//AB//advmod//24 obetydligt//JJ|POS|NEU|SIN|IND|NOM//advmod//25 förbjudas//VB|INF|SFO//ROOT//25 .//MAD//punct//25
12.3 Hur förbudet skall utformas;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 kan//VB|PRS|AKT//aux//29 handla//VB|INF|AKT//parataxis//25 om//PP//case//32 rena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 trakasserier//NN|NEU|PLU|IND|NOM//obl//29 i//PP//case//37 form//NN|UTR|SIN|IND|NOM//fixed//33 av//PP//fixed//33 straffrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 gärningar//NN|UTR|PLU|IND|NOM//nmod//32 som//KN//mark//39 ofredande//NN|NEU|SIN|IND|NOM//appos//37 m.m.//AB|AN//punct//29 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 kan//VB|PRS|AKT//aux//46 emellertid//AB//advmod//46 också//AB//advmod//46 vara//VB|INF|AKT//cop//46 fråga//NN|UTR|SIN|IND|NOM//conj//29 om//PP//case//48 annat//PN|NEU|SIN|IND|SUB/OBJ//obl//46 .//MAD//punct//29
12.3 Hur förbudet skall utformas;En//DT|UTR|SIN|IND//det//51 myndighets//NN|UTR|SIN|IND|GEN//nmod:poss//52 beslut//NN|NEU|SIN|IND|NOM//nsubj//60 om//PP//case//54 avstängning//NN|UTR|SIN|IND|NOM//nmod//52 från//PP//case//57 en//DT|UTR|SIN|IND//det//57 utbildning//NN|UTR|SIN|IND|NOM//nmod//54 kan//VB|PRS|AKT//aux//60 t.ex.//AB|AN//advmod//60 utgöra//VB|INF|AKT//parataxis//29 en//DT|UTR|SIN|IND//det//62 repressalieåtgärd//NN|UTR|SIN|IND|NOM//obj//60 om//PP//mark//67 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//67 är//VB|PRS|AKT//cop//67 en//DT|UTR|SIN|IND//det//67 reaktion//NN|UTR|SIN|IND|NOM//obl//60 på//PP//case//71 en//DT|UTR|SIN|IND//det//70 students//NN|UTR|SIN|IND|GEN//nmod:poss//71 agerande//NN|NEU|SIN|IND|NOM//nmod//67 .//MAD//punct//29
12.3 Hur förbudet skall utformas;I//PP//case//74 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//78 kan//VB|PRS|AKT//aux//78 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//78 vara//VB|INF|AKT//cop//78 fråga//NN|UTR|SIN|IND|NOM//conj//29 om//PP//mark//83 att//SN//mark//83 en//DT|UTR|SIN|IND//det//82 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//83 får//VB|PRS|AKT//advcl//78 mindre//AB|KOM//advmod//85 kvalificerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//86 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//83 eller//KN//cc//88 förvägras//VB|INF|SFO//conj//83 en//DT|UTR|SIN|IND//det//90 förmån//NN|UTR|SIN|IND|NOM//obj//88 .//MAD//punct//29
