Sammanfattning och slutsatser;Detta//DT|NEU|SIN|DEF//det//1 kapital//NN|NEU|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 försökt//VB|SUP|AKT//ROOT//3 att//IE//mark//5 beskriva//VB|INF|AKT//xcomp//3 problemen//NN|NEU|PLU|DEF|NOM//obj//5 med//PP//mark//9 att//IE//mark//9 identifiera//VB|INF|AKT//advcl//5 diskriminering//NN|UTR|SIN|IND|NOM//obj//9 med//PP//case//13 kvantitativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 metoder//NN|UTR|PLU|IND|NOM//nmod//10 .//MAD//punct//3
Sammanfattning och slutsatser;Däremot//AB//advmod//20 kan//VB|PRS|AKT//aux//20 en//DT|UTR|SIN|IND//det//19 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//19 bild//NN|UTR|SIN|IND|NOM//nsubj//20 fås//VB|PRS|SFO//parataxis//3 genom//PP//case//22 mängden//NN|UTR|SIN|DEF|NOM//obl//20 och//KN//cc//24 bredden//NN|UTR|SIN|DEF|NOM//conj//22 av//PP//case//26 forskningen//NN|UTR|SIN|DEF|NOM//nmod//24 om//PP//case//28 diskriminering//NN|UTR|SIN|IND|NOM//nmod//26 .//MID//punct//20
Sammanfattning och slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 är//VB|PRS|AKT//cop//33 därför//AB//advmod//33 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//20 att//IE//mark//35 komplettera//VB|INF|AKT//csubj//33 kvantitativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 studier//NN|UTR|PLU|IND|NOM//obj//35 med//PP//case//39 experiment//NN|NEU|PLU|IND|NOM//obl//35 och//KN//cc//42 kvalitativ//JJ|POS|UTR|SIN|IND|NOM//amod//42 forskning//NN|UTR|SIN|IND|NOM//conj//39 .//MAD//punct//33
Sammanfattning och slutsatser;Labboratorieexperiment//NN|NEU|PLU|IND|NOM//nsubj:pass//46 har//VB|PRS|AKT//aux//46 använts//VB|SUP|SFO//parataxis//33 bland//PP//advmod//46 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//47 för//PP//mark//51 att//IE//mark//51 belysa//VB|INF|AKT//advcl//46 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 former//NN|UTR|PLU|IND|NOM//obj//51 av//PP//case//56 dold//PC|PRF|UTR|SIN|IND|NOM//amod//56 diskriminering//NN|UTR|SIN|IND|NOM//nmod//53 och//KN//cc//60 kan//VB|PRS|AKT//aux//60 därför//AB//advmod//60 bidra//VB|INF|AKT//conj//51 till//PP//case//62 kunskap//NN|UTR|SIN|IND|NOM//obl//60 om//PP//mark//65 hur//HA//advmod//65 diskriminerings//NN|UTR|SIN|IND|GEN//advcl//60 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 former//NN|UTR|PLU|IND|NOM//nsubj//68 manifesterar//VB|PRS|AKT//conj//46 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//68 samt//KN//cc//71 synliggöra//VB|INF|AKT//conj//68 dessa//DT|UTR/NEU|PLU|DEF//det//73 processer//NN|UTR|PLU|IND|NOM//obj//71 .//MAD//punct//33
Sammanfattning och slutsatser;Fältexperiment//NN|NEU|PLU|IND|NOM//nsubj:pass//76 utförs//VB|PRS|SFO//parataxis//33 i//PP//case//79 realistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 miljöer//NN|UTR|PLU|IND|NOM//obl//76 och//KN//cc//81 har//VB|PRS|AKT//conj//76 fördelen//NN|UTR|SIN|DEF|NOM//obj//81 att//IE//mark//85 entydigt//AB|POS//advmod//85 bevisa//VB|INF|AKT//acl//82 förekomsten//NN|UTR|SIN|DEF|NOM//obj//85 av//PP//case//88 diskriminering//NN|UTR|SIN|IND|NOM//nmod//86 i//PP//case//91 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 delar//NN|UTR|PLU|IND|NOM//nmod//88 av//PP//case//93 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//91 .//MAD//punct//76
Sammanfattning och slutsatser;Nackdelen//NN|UTR|SIN|DEF|NOM//obl//76 med//PP//case//98 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//98 typen//NN|UTR|SIN|DEF|NOM//nmod//95 av//PP//case//100 experiment//NN|NEU|PLU|IND|NOM//nmod//98 är//VB|PRS|AKT//cop//95 att//SN//mark//105 resultaten//NN|NEU|PLU|DEF|NOM//nsubj//105 är//VB|PRS|AKT//cop//105 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//95 att//IE//mark//107 generalisera//VB|INF|AKT//advcl//105 till//PP//case//109 samhället//NN|NEU|SIN|DEF|NOM//obl//107 i//PP//advmod//76 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//110 .//MAD//punct//33
Sammanfattning och slutsatser;Upprepade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//114 experiment//NN|NEU|PLU|IND|NOM//appos//33 i//PP//case//117 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 miljöer//NN|UTR|PLU|IND|NOM//nmod//114 och//KN//cc//124 för//PP//case//121 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 tidpunkter//NN|UTR|PLU|IND|NOM//obl//124 kan//VB|PRS|AKT//aux//124 däremot//AB//advmod//124 ge//VB|INF|AKT//conj//33 en//DT|UTR|SIN|IND//det//128 mer//AB|KOM//advmod//127 nyanserad//PC|PRF|UTR|SIN|IND|NOM//amod//128 bild//NN|UTR|SIN|IND|NOM//obj//124 om//PP//case//131 diskrimineringens//NN|UTR|SIN|DEF|GEN//nmod:poss//131 omfång//NN|NEU|SIN|IND|NOM//obl//124 .//MAD//punct//33
Sammanfattning och slutsatser;Kvalitativ//JJ|POS|UTR|SIN|IND|NOM//amod//134 forskning//NN|UTR|SIN|IND|NOM//nsubj//139 kan//VB|PRS|AKT//aux//139 i//PP//advmod//139 sin//PS|UTR|SIN|DEF//fixed//136 tur//NN|UTR|SIN|IND|NOM//fixed//136 ge//VB|INF|AKT//parataxis//33 en//DT|UTR|SIN|IND//det//142 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//142 insikt//NN|UTR|SIN|IND|NOM//obj//139 om//PP//case//144 upplevelsen//NN|UTR|SIN|DEF|NOM//nmod//142 av//PP//case//146 diskriminering//NN|UTR|SIN|IND|NOM//nmod//144 och//KN//cc//149 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//149 konsekvenser//NN|UTR|PLU|IND|NOM//conj//146 för//PP//case//152 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//152 personer//NN|UTR|PLU|IND|NOM//nmod//149 .//MAD//punct//33
Sammanfattning och slutsatser;Kvalitativ//JJ|POS|UTR|SIN|IND|NOM//amod//155 forskning//NN|UTR|SIN|IND|NOM//nsubj//158 kan//VB|PRS|AKT//aux//158 dessutom//AB//advmod//158 belysa//VB|INF|AKT//parataxis//33 mekanismerna//NN|UTR|PLU|DEF|NOM//obj//158 bakom//PP//case//161 diskriminering//NN|UTR|SIN|IND|NOM//obl//158 .//MAD//punct//33
Sammanfattning och slutsatser;Tillsammans//AB//advmod//167 kan//VB|PRS|AKT//aux//167 dessa//DT|UTR/NEU|PLU|DEF//det//166 forskningsmetoder//NN|UTR|PLU|IND|NOM//nsubj//167 ge//VB|INF|AKT//parataxis//33 en//DT|UTR|SIN|IND//det//170 övertygande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//170 bild//NN|UTR|SIN|IND|NOM//obj//167 om//PP//mark//179 vilka//HD|UTR/NEU|PLU|IND//det//173 former//NN|UTR|PLU|IND|NOM//nsubj//179 och//KN//cc//179 i//PP//case//177 vilken//HD|UTR|SIN|IND//det//177 utsträckning//NN|UTR|SIN|IND|NOM//obl//179 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//179 förekommer//VB|PRS|AKT//advcl//167 .//MAD//punct//33

Referenser;Ahmed//PM|NOM//nsubj//14 ,//MID//punct//0 Ali//PM|NOM//conj//0 &//KN|AN//cc//4 Ekberg//PM|NOM//conj//2 ,//MID//punct//6 Jan//PM|NOM//conj//0 (//PAD//punct//6 2005//RG|NOM//nummod//6 )//PAD//punct//6 ”//RG|NOM//punct//0 Kan//VB|PRS|AKT//aux//14 kvinnliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 personalchefer//NN|UTR|PLU|IND|NOM//nsubj//14 motverka//VB|INF|AKT//ROOT//14 diskriminering//NN|UTR|SIN|IND|NOM//obj//14 av//PP//case//17 invandrare//NN|UTR|PLU|IND|NOM//nmod//15 ?//MID//punct//14 ”//PM|NOM//punct//14
Referenser;Ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//21 Debatt//NN|UTR|SIN|IND|NOM//nmod//22 2005:8//RG|NOM//obl//14 .//MAD//punct//14
Referenser;Arai//PM|NOM//nsubj//18 ,//MID//punct//0 Mahmood//PM|NOM//conj//0 ,//MID//punct//4 Regnér//PM|NOM//conj//0 ,//MID//punct//6 Håkan//PM|NOM//conj//0 &//KN|AN//punct//6 Schröder//PM|NOM//conj//0 ,//MID//punct//10 Lena//PM|NOM//conj//0 (//PAD//punct//10 1999//RG|NOM//nummod//10 )//PAD//punct//10 ,//MID//punct//0 ”//PM|NOM//punct//0 Är//VB|PRS|AKT//cop//18 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nsubj//18 öppen//JJ|POS|UTR|SIN|IND|NOM//ROOT//18 för//PP//case//20 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//18 ?//MID//punct//18 ”//RG|NOM//punct//18
Referenser;bilaga//NN|UTR|SIN|IND|NOM//nmod//24 6//RG|NOM//conj//18 till//PP//case//26 Långtidsutredningen//NN|UTR|SIN|DEF|NOM//obl//24 1999//RG|NOM//nummod//26 ,//MID//punct//29 Finansdepartementet//NN|NEU|SIN|DEF|NOM//obl//24 .//MAD//punct//18
Referenser;Arai//PM|NOM//nsubj//15 ,//MID//punct//0 Mahmood//PM|NOM//conj//0 ,//MID//punct//4 Regnér//PM|NOM//conj//0 ,//MID//punct//6 Håkan//PM|NOM//conj//0 &//KN|AN//punct//6 Schröder//PM|NOM//conj//0 ,//MID//punct//10 Lena//PM|NOM//conj//0 (//PAD//punct//10 2000a//RG|NOM//nmod//10 )//PAD//punct//12 ”//RG|NOM//punct//15 Invandrare//NN|UTR|PLU|IND|NOM//ROOT//15 på//PP//case//19 den//DT|UTR|SIN|DEF//det//19 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//15 ”//PAD//punct//15
Referenser;Ds//PM|NOM//case//23 2000:69//RG|NOM//obl//15 .//MAD//punct//15
Referenser;Arai//PM|NOM//ROOT//0 ,//MID//punct//0 Mahmood//PM|NOM//conj//0 ,//MID//punct//4 Schröder//PM|NOM//conj//0 ,//MID//punct//6 Lena//PM|NOM//conj//0 &//KN|AN//punct//6 Vilhelmsson//PM|NOM//conj//0 ,//MID//punct//10 Roger//PM|NOM//conj//0 (//PAD//punct//10 2000b//RG|NOM//conj//0 )//PAD//punct//12 ”//PAD//punct//17 En//DT|UTR|SIN|IND//det//17 svartvit//JJ|POS|UTR|SIN|IND|NOM//amod//17 arbetsmarknad//NN|UTR|SIN|IND|NOM//appos//0 ”//PAD//punct//19 Rapport//NN|UTR|SIN|IND|NOM//nmod//17 till//PP//case//21 Expertgruppen//NN|UTR|SIN|DEF|NOM//nmod//19 för//PP//case//23 studier//NN|UTR|PLU|IND|NOM//nmod//19 i//PP//case//26 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//26 ekonomi//NN|UTR|SIN|IND|NOM//nmod//23 (//PAD//punct//28 ESO//PM|NOM//appos//26 )//PAD//punct//28 ,//MID//punct//26 Ds//PM|NOM//conj//19 2000:47//RG|NOM//conj//19 .//MAD//punct//17
Referenser;Behtoui//PM|NOM//ROOT//0 ,//MID//punct//0 Alireza//PM|NOM//conj//0 (//PAD//punct//2 2005//RG|NOM//nummod//2 )//PAD//punct//0 ”//PAD//punct//0 Om//SN//mark//9 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//9 hade//VB|PRT|AKT//advcl//0 på//PP//case//13 ’//PM|NOM//punct//13 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//13 plats//NN|UTR|SIN|IND|NOM//nmod//16 ’//PM|GEN//punct//16 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 föräldrar//NN|UTR|PLU|IND|NOM//obj//9 ”//PM|NOM//punct//0 ,//MID//punct//19 Linköping//PM|GEN//conj//0 universitet//NN|NEU|SIN|IND|NOM//obj//19 .//MAD//punct//0
Referenser;Dahlstedt//PM|NOM//nsubj//8 ,//MID//punct//0 Magnus//PM|NOM//conj//0 &//KN|AN//flat//2 Hertzberg//PM|NOM//flat:name//2 ,//MID//punct//6 Fredrik//PM|NOM//conj//0 (//PAD//punct//6 red//UO//ROOT//8 .//MAD//punct//8 )//PAD//punct//8
Referenser;(//PAD//punct//8 2005//RG|NOM//nummod//8 )//PAD//punct//8 Demokrati//NN|UTR|SIN|IND|NOM//obj//8 på//PP//case//16 svenska//NN|UTR|SIN|IND|NOM//nmod//14 ?//MID//punct//8
Referenser;Om//SN//case//26 strukturell//JJ|POS|UTR|SIN|IND|NOM//amod//20 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//25 och//KN//cc//23 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 deltagande//NN|NEU|SIN|IND|NOM//conj//20 .//MAD//punct//20
Referenser;SOU//PM|NOM//nmod//26 2005:112//RG|NOM//obl//8 .//MID//punct//8
Referenser;de//DT|UTR/NEU|PLU|DEF//det//30 los//PM|NOM//amod//30 Reyes//PM|NOM//nsubj//38 ,//MID//punct//32 Paulina//PM|NOM//conj//30 &//KN|AN//cc//34 Kamali//PM|NOM//conj//30 ,//MID//punct//36 Masoud//PM|NOM//conj//30 (//PAD//punct//36 red//UO//parataxis//8 .//MAD//punct//38 )//PAD//punct//38
Referenser;(//PAD//punct//38 2005//RG|NOM//nummod//38 )//PAD//punct//38 ”//PAD//punct//45 Bortom//PP//conj//8 vi//PN|UTR|PLU|DEF|SUB//obj//45 och//KN//cc//48 dom//DT|UTR/NEU|PLU|DEF//conj//46 –//RG|NOM//punct//45 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 reflektioner//NN|UTR|PLU|IND|NOM//conj//45 om//PP//case//53 makt//NN|UTR|SIN|IND|NOM//nmod//51 ,//MID//punct//55 integration//NN|UTR|SIN|IND|NOM//conj//53 och//KN//cc//58 strukturell//JJ|POS|UTR|SIN|IND|NOM//amod//58 diskriminering//NN|UTR|SIN|IND|NOM//conj//53 ”//PAD//punct//45 .//MID//punct//45
Referenser;SOU//PM|NOM//conj//45 2005:41//RG|NOM//nmod//61 .//MID//punct//45
