Personuppgiftsbehandling för forskningsändamål;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Forskningsdatautredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Helene Hellmark Knutsson;Som//KN//mark//1 experter//NN|UTR|PLU|IND|NOM//obl//5 att//IE//mark//3 biträda//VB|INF|AKT//acl//1 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 förordnades//VB|PRT|SFO//ROOT//5 den//DT|UTR|SIN|DEF//det//8 10//RG|NOM//nummod//8 november//NN|UTR|SIN|IND|NOM//nsubj:pass//5 2016//RG|NOM//punct//8 professor//NN|UTR|SIN|IND|NOM//nmod//11 Johan//PM|NOM//appos//8 Askling//PM|NOM//flat//11 ,//MID//punct//11 enhetschef//NN|UTR|SIN|IND|NOM//parataxis//5 Anna//PM|NOM//nsubj//14 Bennet//PM|NOM//flat:name//15 Bark//PM|NOM//flat:name//15 ,//MID//punct//20 jurist//NN|UTR|SIN|IND|NOM//nmod//20 Ulrika//PM|NOM//conj//14 Harnesk//PM|NOM//flat:name//20 ,//MID//punct//20 professor//NN|UTR|SIN|IND|NOM//nmod//24 Peter//PM|NOM//conj//14 Höglund//PM|NOM//flat:name//24 ,//MID//punct//24 chefsjurist//NN|UTR|SIN|IND|NOM//nmod//28 Anna//PM|NOM//appos//24 Hörnlund//PM|NOM//flat:name//28 ,//MID//punct//31 verksjurist//NN|UTR|SIN|IND|NOM//conj//14 Jonas//PM|NOM//nsubj//31 Jeppson//PM|NOM//flat:name//32 ,//MID//punct//32 avdelningschef//NN|UTR|SIN|IND|NOM//nmod//36 Petra//PM|NOM//conj//14 Otterblad//PM|NOM//flat:name//36 .//MAD//punct//5
Till statsrådet Helene Hellmark Knutsson;Den//DT|UTR|SIN|DEF//det//41 15//RG|NOM//nummod//41 november//NN|UTR|SIN|IND|NOM//nsubj:pass//43 2016//RG|NOM//nummod//41 förordnades//VB|PRT|SFO//parataxis//5 även//AB//advmod//43 professor//NN|UTR|SIN|IND|NOM//nmod//46 Robert//PM|NOM//nsubj:pass//43 Erikson//PM|NOM//flat:name//46 som//KN//mark//49 expert//NN|UTR|SIN|IND|NOM//xcomp//43 .//MAD//punct//5
Till statsrådet Helene Hellmark Knutsson;Som//KN//case//1 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 10//RG|NOM//nummod//7 november//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2016//RG|NOM//punct//7 kansliråden//NN|UTR|SIN|DEF|NOM//conj//7 Olle//PM|NOM//dep//4 Sundberg//PM|NOM//flat:name//10 ,//MID//punct//13 Maria//PM|NOM//appos//10 Wästfelt//PM|NOM//flat:name//13 och//KN//cc//16 Tyri//PM|NOM//conj//10 Öhman//PM|NOM//flat:name//16 .//MAD//punct//4
Till statsrådet Helene Hellmark Knutsson;Maria//PM|NOM//nsubj:pass//21 Wästfelt//PM|NOM//flat:name//19 entledigades//VB|PRT|SFO//parataxis//4 från//PP//case//23 uppdraget//NN|NEU|SIN|DEF|NOM//obl//21 den//DT|UTR|SIN|DEF//det//26 28//RG|NOM//nummod//26 februari//NN|UTR|SIN|IND|NOM//obl//21 2017//RG|NOM//nummod//26 och//KN//cc//29 förordnades//VB|PRT|SFO//conj//21 samma//DT|UTR/NEU|SIN/PLU|IND//det//31 dag//NN|UTR|SIN|IND|NOM//obl//29 som//KN//mark//33 expert//NN|UTR|SIN|IND|NOM//acl//31 i//PP//case//35 utredningen//NN|UTR|SIN|DEF|NOM//obl//29 .//MAD//punct//21
Till statsrådet Helene Hellmark Knutsson;Den//DT|UTR|SIN|DEF//det//39 23//RG|NOM//nummod//39 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//41 2017//RG|NOM//nummod//39 förordnades//VB|PRT|SFO//parataxis//21 även//AB//advmod//44 departementssekreterare//NN|UTR|SIN|IND|NOM//nmod//44 Thomas//PM|NOM//dep//41 Neidenmark//PM|NOM//flat:name//44 som//KN//mark//47 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//41 i//PP//case//49 utredningen//NN|UTR|SIN|DEF|NOM//nmod//47 .//MAD//punct//4
Till statsrådet Helene Hellmark Knutsson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//9 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 tagit//VB|SUP|AKT//acl:relcl//0 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//4 namnet//NN|NEU|SIN|DEF|NOM//nmod//7 Forskningsdatautredningen//NN|UTR|SIN|DEF|NOM//obj//4 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//9 härmed//AB//advmod//9 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//9 Personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//obj//9 för//PP//case//14 forskningsändamål//NN|NEU|PLU|IND|NOM//nmod//12  //_SP////14 (//PAD//punct//12 SOU//PM|NOM//appos//12 2017:50//RG|NOM//nummod//17 )//PAD//punct//12 .//MAD//punct//9
Till statsrådet Helene Hellmark Knutsson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 2017//RG|NOM//nummod//2
Till statsrådet Helene Hellmark Knutsson;Cecilia//PM|NOM//ROOT//0 Magnusson//PM|NOM//flat:name//0 Sjöberg//PM|NOM//flat:name//1 /Linda//RG|NOM//advmod//4 Stridsberg//PM|NOM//conj//0
Till statsrådet Helene Hellmark Knutsson;Staffan//PM|NOM//ROOT//0 Malmgren//PM|NOM//flat:name//0
Till statsrådet Helene Hellmark Knutsson;Magnus//PM|NOM//ROOT//0 Stenbeck//PM|NOM//flat:name//0


1.1 Förslag till forskningsdatalag Inledande bestämmelser;1//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Syftet//NN|NEU|SIN|DEF|NOM//nsubj//87 med//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 lag//NN|UTR|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//3 att//IE//mark//9 möjliggöra//VB|INF|AKT//csubj//3 personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//obj//9 för//PP//case//12 forskningsändamål//NN|NEU|PLU|IND|NOM//obl//9 samtidigt//AB//mark//17 som//HA//fixed//13 den//DT|UTR|SIN|DEF//det//16 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//17 fri-//JJ|POS|UTR|-|-|SMS//obl//9 och//KN//cc//19 rättigheter//NN|UTR|PLU|IND|NOM//conj//17 skyddas//VB|PRS|SFO//conj//9 .//MAD//punct//3
1.1 Förslag till forskningsdatalag Inledande bestämmelser;2//RG|NOM//nummod//23 §//NN|AN//appos//3  //_SP////23 Denna//DT|UTR|SIN|DEF//det//26 lag//NN|UTR|SIN|IND|NOM//nsubj//27 kompletterar//VB|PRS|AKT//acl:relcl//3 Europaparlamentet//NN|NEU|SIN|DEF|NOM//obj//27 och//KN//cc//31 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//31 förordning//NN|UTR|SIN|IND|NOM//conj//28 (//PAD//punct//28 EU//PM|NOM//conj//28 )//PAD//punct//35 2016/679//RG|NOM//conj//28 av//PP//case//39 den//DT|UTR|SIN|DEF//det//39 27//RG|NOM//nummod//39 april//NN|UTR|SIN|IND|NOM//nmod//35 2016//RG|NOM//nummod//39 om//PP//case//42 skydd//NN|NEU|SIN|IND|NOM//nmod//35 för//PP//case//45 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 personer//NN|UTR|PLU|IND|NOM//nmod//42 med//PP//case//49 avseende//NN|NEU|SIN|IND|NOM//fixed//46 på//PP//fixed//46 behandling//NN|UTR|SIN|IND|NOM//nmod//45 av//PP//case//51 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//49 och//KN//cc//56 om//PP//case//56 det//DT|NEU|SIN|DEF//det//56 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 flödet//NN|NEU|SIN|DEF|NOM//conj//49 av//PP//case//59 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//59 uppgifter//NN|UTR|PLU|IND|NOM//nmod//56 och//KN//cc//62 om//PP//mark//62 upphävande//NN|NEU|SIN|IND|NOM//conj//49 av//PP//case//65 direktiv//NN|NEU|PLU|IND|NOM//amod//65 95/46//RG|NOM//nmod//62 ///MID//cc//67 EG//PM|NOM//conj//65 (//PAD//punct//70 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//70 dataskyddsförordning//NN|UTR|SIN|IND|NOM//appos//62 )//PAD//punct//70 ,//MID//punct//75 nedan//AB//advmod//75 kallad//PC|PRF|UTR|SIN|IND|NOM//amod//75 dataskyddsförordningen//NN|UTR|SIN|DEF|NOM//conj//28 .//MAD//punct//27
1.1 Förslag till forskningsdatalag Inledande bestämmelser;3//RG|NOM//nummod//78 §//NN|AN//nmod//3  //_SP////78 Om//SN//mark//83 inte//AB//advmod//83 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//83 följer//VB|PRS|AKT//advcl//87 av//PP//case//86 denna//DT|UTR|SIN|DEF//det//86 lag//NN|UTR|SIN|IND|NOM//obl//83 gäller//VB|PRS|AKT//ROOT//87 lagen//NN|UTR|SIN|DEF|NOM//obj//87 (//PAD//punct//88 2018//RG|NOM//conj//88 ://MID//punct//92
1.1 Förslag till forskningsdatalag Inledande bestämmelser;XX//RG|NOM//nmod//88 )//PAD//punct//92 med//PP//case//96 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//96 bestämmelser//NN|UTR|PLU|IND|NOM//obl//87 till//PP//case//98 EU//PM|NOM//nmod//96 ://MID//punct//96 s//NN|NEU|SIN|IND|GEN//case//101 dataskyddsförordning//NN|UTR|SIN|IND|NOM//appos//96 (//PAD//punct//101 dataskyddslagen//NN|UTR|SIN|DEF|NOM//conj//101 )//PAD//punct//101 .//MAD//punct//87
1.1 Förslag till forskningsdatalag Inledande bestämmelser;Om//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 i//PP//case//5 en//DT|UTR|SIN|IND//det//5 annan//JJ|POS|UTR|SIN|IND|NOM//amod//5 lag//NN|UTR|SIN|IND|NOM//obl//10 eller//KN//cc//9 i//PP//case//9 en//DT|UTR|SIN|IND//det//9 förordning//NN|UTR|SIN|IND|NOM//conj//5 finns//VB|PRS|SFO//advcl//26 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//10 om//PP//case//13 behandling//NN|UTR|SIN|IND|NOM//nmod//11 av//PP//case//15 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//13 för//PP//case//17 forskningsändamål//NN|NEU|PLU|IND|NOM//nmod//15 som//HP|-|-|-//nsubj//19 avviker//VB|PRS|AKT//acl:relcl//17 från//PP//case//22 denna//DT|UTR|SIN|DEF//det//22 lag//NN|UTR|SIN|IND|NOM//obl//19 ska//VB|PRS|AKT//aux//26 de//PN|UTR/NEU|PLU|DEF|SUB//det//25 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//26 gälla//VB|INF|AKT//ROOT//26 .//MAD//punct//26
1.1 Förslag till forskningsdatalag Inledande bestämmelser;Lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 tillämpningsområde//NN|NEU|SIN|IND|NOM//nsubj:pass//7 4//RG|NOM//nummod//3 §//NN|AN//nmod//1  //_SP////3 Denna//DT|UTR|SIN|DEF//det//6 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//7 tillämpas//VB|PRS|SFO//ROOT//7 vid//PP//case//9 behandling//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//11 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//9 för//PP//case//13 forskningsändamål//NN|NEU|PLU|IND|NOM//nmod//11 .//MAD//punct//7

1.1 Förslag till forskningsdatalag Inledande bestämmelser / Behandling av personuppgifter för forskningsändamål;Rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//1 grund//NN|UTR|SIN|IND|NOM//nmod//2 5//RG|NOM//nummod//3 §//NN|AN//nsubj//7  //_SP////3 Av//PP//case//6 dataskyddsförordningen//NN|UTR|SIN|DEF|NOM//nmod//3 framgår//VB|PRS|AKT//ROOT//7 att//SN//mark//11 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//11 får//VB|PRS|AKT//aux//11 behandlas//VB|INF|SFO//ccomp//7 endast//AB//advmod//11 om//SN//mark//27 minst//AB|SUV//advmod//15 ett//PN|NEU|SIN|IND|SUB/OBJ//nsubj//27 av//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 villkor//NN|NEU|PLU|IND|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//20 anges//VB|PRS|SFO//acl:relcl//18 i//PP//case//23 artikel//NN|UTR|SIN|IND|NOM//nmod//23 6.1//RG|NOM//obl//20 i//PP//case//25 förordningen//NN|UTR|SIN|DEF|NOM//nmod//23 är//VB|PRS|AKT//cop//27 uppfyllt//PC|PRF|NEU|SIN|IND|NOM//advcl//11 .//MAD//punct//7
1.1 Förslag till forskningsdatalag Inledande bestämmelser / Behandling av personuppgifter för forskningsändamål;6//RG|NOM//nummod//30 §//NN|AN//nsubj//33  //_SP////30 Personuppgifter//NN|UTR|PLU|IND|NOM//conj//30 får//VB|PRS|AKT//aux//42 med//PP//case//35 stöd//NN|NEU|SIN|IND|NOM//obl//33 av//PP//case//38 artikel//NN|UTR|SIN|IND|NOM//nmod//38 6.1//RG|NOM//obl//33 e//NN|NEU|SIN|IND|NOM//nummod//38 i//PP//case//41 dataskyddsförordningen//NN|UTR|SIN|DEF|NOM//obl//33 behandlas//VB|PRS|SFO//parataxis//7 för//PP//case//44 forskningsändamål//NN|NEU|PLU|IND|NOM//obl//42 om//PP//case//46 behandlingen//NN|UTR|SIN|DEF|NOM//nmod//44 är//VB|PRS|AKT//cop//48 nödvändig//JJ|POS|UTR|SIN|IND|NOM//conj//7 och//KN//cc//50 proportionerlig//JJ|POS|UTR|SIN|IND|NOM//conj//48 för//PP//mark//53 att//IE//mark//53 utföra//VB|INF|AKT//advcl//48 forskning//NN|UTR|SIN|IND|NOM//obj//53 av//PP//case//57 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//57 intresse//NN|NEU|SIN|IND|NOM//nmod//54 .//MAD//punct//7
1.1 Förslag till forskningsdatalag Inledande bestämmelser / Behandling av personuppgifter för forskningsändamål;Forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//64 av//PP//case//62 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//62 intresse//NN|NEU|SIN|IND|NOM//nmod//59 får//VB|PRS|AKT//aux//64 utföras//VB|INF|SFO//parataxis//7 av//PP//case//67 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//64 ,//MID//punct//69 kommuner//NN|UTR|PLU|IND|NOM//conj//67 och//KN//cc//71 landsting//NN|NEU|PLU|IND|NOM//conj//67 ,//MID//punct//75 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 personer//NN|UTR|PLU|IND|NOM//conj//67 och//KN//cc//78 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 näringsidkare//NN|UTR|PLU|IND|NOM//conj//67 .//MAD//punct//7
1.1 Förslag till forskningsdatalag Inledande bestämmelser / Behandling av personuppgifter för forskningsändamål;Generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 skyddsåtgärder//NN|UTR|PLU|IND|NOM//nsubj//20 7//RG|NOM//nummod//3 §//NN|AN//nmod//1  //_SP////3 Vid//PP//case//6 personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//nmod//1 för//PP//case//8 forskningsändamål//NN|NEU|PLU|IND|NOM//nmod//6 med//PP//case//10 stöd//NN|NEU|SIN|IND|NOM//nmod//8 av//PP//case//12 något//PN|NEU|SIN|IND|SUB/OBJ//nmod//8 av//PP//case//14 villkoren//NN|NEU|PLU|DEF|NOM//nmod//12 i//PP//case//17 artikel//NN|UTR|SIN|IND|NOM//nmod//17 6.1//RG|NOM//nmod//14 i//PP//case//19 dataskyddsförordningen//NN|UTR|SIN|DEF|NOM//nmod//17 gäller//VB|PRS|AKT//advcl//38 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//20 i//PP//case//25 8–10//NN|UTR|SIN|IND|NOM//det//24 §//NN|AN//nmod//25 §//NN|AN//nmod//27 denna//DT|UTR|SIN|DEF//det//27 lag//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//27
1.1 Förslag till forskningsdatalag Inledande bestämmelser / Behandling av personuppgifter för forskningsändamål;8//RG|NOM//nummod//30 §//NN|AN//appos//27  //_SP////30 Vid//PP//case//33 personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//nmod//30 för//PP//case//35 forskningsändamål//NN|NEU|PLU|IND|NOM//nmod//33 ska//VB|PRS|AKT//aux//38 personuppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//38 pseudonymiseras//VB|INF|SFO//ROOT//38 eller//KN//cc//41 vara//VB|INF|AKT//cop//41 skyddade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//38 på//PP//case//44 likvärdigt//JJ|POS|NEU|SIN|IND|NOM//amod//44 sätt//NN|NEU|SIN|IND|NOM//obl//38 ,//MID//punct//38 om//SN//mark//49 ändamålet//NN|NEU|SIN|DEF|NOM//nsubj:pass//49 kan//VB|PRS|AKT//aux//49 uppfyllas//VB|INF|SFO//advcl//38 på//PP//case//52 det//DT|NEU|SIN|DEF//det//52 viset//NN|NEU|SIN|DEF|NOM//obl//49 .//MAD//punct//38
1.1 Förslag till forskningsdatalag Inledande bestämmelser / Behandling av personuppgifter för forskningsändamål;9//RG|NOM//nummod//55 §//NN|AN//nsubj:pass//60  //_SP////55 Personuppgifter//NN|UTR|PLU|IND|NOM//conj//55 får//VB|PRS|AKT//aux//60 inte//AB//advmod//60 behandlas//VB|INF|SFO//parataxis//38 för//PP//case//62 forskningsändamål//NN|NEU|PLU|IND|NOM//obl//60 om//PP//mark//66 den//DT|UTR|SIN|DEF//det//65 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//66 motsätter//VB|PRS|AKT//advcl//60 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//66 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//69 behandling//NN|UTR|SIN|IND|NOM//obj//66 .//MAD//punct//38
1.1 Förslag till forskningsdatalag Inledande bestämmelser / Behandling av personuppgifter för forskningsändamål;Om//SN//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//2 visar//VB|PRS|AKT//advcl//29 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 vara//VB|INF|AKT//cop//5 omöjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//2 eller//KN//cc//7 medföra//VB|INF|AKT//conj//2 en//DT|UTR|SIN|IND//det//10 oproportionerlig//JJ|POS|UTR|SIN|IND|NOM//amod//10 ansträngning//NN|UTR|SIN|IND|NOM//obj//7 att//IE//mark//12 tillhandahålla//VB|INF|AKT//acl//10 den//DT|UTR|SIN|DEF//det//15 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//15 möjligheten//NN|UTR|SIN|DEF|NOM//obj//12 att//IE//mark//17 motsätta//VB|INF|AKT//acl//15 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//17 behandlingen//NN|UTR|SIN|DEF|NOM//obj//17 ,//MID//punct//27 eller//KN//cc//27 om//SN//case//23 ändamålet//NN|NEU|SIN|DEF|NOM//nsubj:pass//27 annars//AB//advmod//27 inte//AB//advmod//27 kan//VB|PRS|AKT//aux//27 uppfyllas//VB|INF|SFO//conj//2 ,//MID//punct//2 får//VB|PRS|AKT//aux//32 personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//nsubj:pass//32 ändå//AB//advmod//32 utföras//VB|PRS|SFO//ROOT//32 .//MAD//punct//32
