Polisens behov av stöd i samband med terrorismbekämpning;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Stödutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Justitiedepartementet;Chefssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//10 Joan//PM|NOM//nsubj//18 Clements//PM|NOM//flat:name//10 (//PAD//punct//10 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 kriminaltekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 laboratorium//NN|NEU|SIN|IND|NOM//appos//10 )//PAD//punct//10 har//VB|PRS|AKT//aux//18 arbetat//VB|SUP|AKT//parataxis//5 som//KN//mark//20 assistent//NN|UTR|SIN|IND|NOM//obl//18 åt//PP//case//22 utredningen//NN|UTR|SIN|DEF|NOM//obl//18 .//MAD//punct//5
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//27 får//VB|PRS|AKT//aux//27 härmed//AB//advmod//27 överlämna//VB|INF|AKT//parataxis//5 betänkandet//NN|NEU|SIN|DEF|NOM//obj//27 Polisens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 behov//NN|NEU|SIN|IND|NOM//obj//27 av//PP//case//32 stöd//NN|NEU|SIN|IND|NOM//nmod//30 i//PP//case//36 samband//NN|NEU|SIN|IND|NOM//fixed//33 med//PP//fixed//33 terrorismbekämpning//NN|UTR|SIN|IND|NOM//nmod//30 (//PAD//punct//30 SOU//PM|NOM//appos//30 2005:70//RG|NOM//nummod//38 )//PAD//punct//27 .//MAD//punct//5
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 härmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Linköping//PM|NOM//ROOT//0 i//PP//case//2 augusti//NN|UTR|SIN|IND|NOM//nmod//0 2005//RG|NOM//nummod//0
Till statsrådet och chefen för Justitiedepartementet;Olof//PM|NOM//ROOT//0 Egerstedt//PM|NOM//flat:name//0 /Katarina//RG|NOM//cc//3 Adolfson//PM|NOM//conj//0

Författningsförslag;1//RG|NOM//nummod//1 Förslag//NN|NEU|PLU|IND|NOM//ROOT//1 till//PP//case//1

lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;Inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 bestämmelse//NN|UTR|SIN|IND|NOM//ROOT//1
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;1//RG|NOM//nummod//1 §//NN|AN//nmod//3 Denna//DT|UTR|SIN|DEF//det//3 lag//NN|UTR|SIN|IND|NOM//nsubj//4 innehåller//VB|PRS|AKT//ROOT//4 bestämmelser//NN|UTR|PLU|IND|NOM//obj//4 om//PP//case//7 stöd//NN|NEU|SIN|IND|NOM//nmod//5 till//PP//case//9 Polisen//NN|UTR|SIN|DEF|NOM//nmod//7 från//PP//case//11 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//7 och//KN//cc//15 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 myndigheter//NN|UTR|PLU|IND|NOM//conj//11 under//PP//case//17 regeringen//NN|UTR|SIN|DEF|NOM//nmod//15 i//PP//case//21 samband//NN|NEU|SIN|IND|NOM//fixed//18 med//PP//fixed//18 bekämpning//NN|UTR|SIN|IND|NOM//nmod//17 av//PP//case//23 terrorism//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//28 annan//JJ|POS|UTR|SIN|IND|NOM//amod//28 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 svår//JJ|POS|UTR|SIN|IND|NOM//amod//28 brottslighet//NN|UTR|SIN|IND|NOM//conj//23 .//MAD//punct//4
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;Förutsättningarna//NN|UTR|PLU|DEF|NOM//ROOT//0 för//PP//case//2 stöd//NN|NEU|SIN|IND|NOM//nmod//0
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;2//RG|NOM//nummod//1 §//NN|AN//nmod//2 Polisen//NN|UTR|SIN|DEF|NOM//nsubj//3 får//VB|PRS|AKT//aux//6 vid//PP//case//5 behov//NN|NEU|SIN|IND|NOM//obl//6 begära//VB|INF|AKT//ROOT//6 stöd//NN|NEU|SIN|IND|NOM//obj//6 enligt//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 lag//NN|UTR|SIN|IND|NOM//obl//6 i//PP//case//12 arbetet//NN|NEU|SIN|DEF|NOM//nmod//10 med//PP//mark//15 att//IE//mark//15 förebygga//VB|INF|AKT//advcl//6 ,//MID//punct//17 förhindra//VB|INF|AKT//conj//15 ,//MID//punct//19 utreda//VB|INF|AKT//conj//15 eller//KN//cc//23 på//PP//case//23 annat//JJ|POS|NEU|SIN|IND|NOM//amod//23 sätt//NN|NEU|SIN|IND|NOM//conj//15 ingripa//VB|INF|AKT//xcomp//6 mot//PP//case//27 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//27 brott//NN|NEU|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj//30 kan//VB|PRS|AKT//aux//30 utgöra//VB|INF|AKT//acl:relcl//27 brott//NN|NEU|SIN|IND|NOM//obj//30 enligt//PP//case//33 lagen//NN|UTR|SIN|DEF|NOM//obl//30 (//PAD//punct//35 2003:148//RG|NOM//appos//33 )//PAD//punct//35 om//PP//case//38 straff//NN|NEU|SIN|IND|NOM//obl//30 för//PP//case//40 terroristbrott//NN|NEU|PLU|IND|NOM//nmod//38 och//KN//cc//45 som//HP|-|-|-//nsubj//45 är//VB|PRS|AKT//cop//45 särskilt//AB//advmod//45 svårbemästrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//6 eller//KN//cc//47 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//45 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//51 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 brottsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 angrepp//NN|NEU|PLU|IND|NOM//obj//45 på//PP//case//53 samhället//NN|NEU|SIN|DEF|NOM//obl//45 .//MAD//punct//6
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;3//RG|NOM//nummod//1 §//NN|AN//nmod//2 Stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//7 enligt//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//7 kan//VB|PRS|AKT//aux//7 lämnas//VB|INF|SFO//ROOT//7 som//KN//mark//11 bland//PP//case//11 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//11 underrättelser//NN|UTR|PLU|IND|NOM//obl//7 och//KN//cc//14 annan//JJ|POS|UTR|SIN|IND|NOM//amod//14 information//NN|UTR|SIN|IND|NOM//conj//11 samt//KN//cc//19 i//PP//case//19 form//NN|UTR|SIN|IND|NOM//fixed//16 av//PP//fixed//16 utrustning//NN|UTR|SIN|IND|NOM//conj//11 ,//MID//punct//21 transporter//NN|UTR|PLU|IND|NOM//conj//19 och//KN//cc//23 personal//NN|UTR|SIN|IND|NOM//conj//19 .//MAD//punct//7
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;4//RG|NOM//nummod//1 §//NN|AN//nmod//3 En//DT|UTR|SIN|IND//det//3 myndighet//NN|UTR|SIN|IND|NOM//nsubj//5 skall//VB|PRS|AKT//aux//5 lämna//VB|INF|AKT//ROOT//5 stöd//NN|NEU|SIN|IND|NOM//obj//5 enligt//PP//case//9 denna//DT|UTR|SIN|DEF//det//9 lag//NN|UTR|SIN|IND|NOM//obl//5 om//SN//mark//12 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//12 har//VB|PRS|AKT//advcl//5 resurser//NN|UTR|PLU|IND|NOM//obj//12 som//HP|-|-|-//nsubj//16 är//VB|PRS|AKT//cop//16 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//13 för//PP//case//18 uppgiften//NN|UTR|SIN|DEF|NOM//obl//16 och//KN//cc//22 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 inte//AB//advmod//22 medför//VB|PRS|AKT//conj//5 synnerligt//JJ|POS|NEU|SIN|IND|NOM//amod//24 hinder//NN|NEU|SIN|IND|NOM//obj//22 i//PP//case//28 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//28 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 verksamhet//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//5
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;Ledning//NN|UTR|SIN|IND|NOM//ROOT//0
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;5//RG|NOM//nummod//1 §//NN|AN//nmod//2 Polisen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//ROOT//3 ledningsansvaret//NN|NEU|SIN|DEF|NOM//obj//3 över//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 resurser//NN|UTR|PLU|IND|NOM//nmod//4 som//HP|-|-|-//obj//11 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//11 lämnar//VB|PRS|AKT//acl:relcl//7 som//KN//mark//13 stöd//NN|NEU|SIN|IND|NOM//obj//11 enligt//PP//case//16 denna//DT|UTR|SIN|DEF//det//16 lag//NN|UTR|SIN|IND|NOM//obl//11 .//MAD//punct//3
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;Den//DT|UTR|SIN|DEF//det//19 myndighet//NN|UTR|SIN|IND|NOM//nsubj//24 som//HP|-|-|-//nsubj//21 lämnar//VB|PRS|AKT//acl:relcl//19 stöd//NN|NEU|SIN|IND|NOM//obj//21 skall//VB|PRS|AKT//aux//24 svara//VB|INF|AKT//parataxis//3 för//PP//case//28 den//DT|UTR|SIN|DEF//det//28 praktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 ledningen//NN|UTR|SIN|DEF|NOM//obl//24 av//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 resurserna//NN|UTR|PLU|DEF|NOM//nmod//28 .//MAD//punct//24
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;När//HA//mark//38 personal//NN|UTR|SIN|IND|NOM//nsubj//38 från//PP//case//37 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//35 utövar//VB|PRS|AKT//advcl//49 befogenhet//NN|UTR|SIN|IND|NOM//obj//38 enligt//PP//case//42 7//RG|NOM//nummod//42 §//NN|AN//nmod//39 första//RO|NOM//amod//44 stycket//NN|NEU|SIN|DEF|NOM//nmod//42 skall//VB|PRS|AKT//aux//49 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 dock//AB//advmod//49 alltid//AB//advmod//49 ske//VB|INF|AKT//conj//3 under//PP//case//52 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//52 ledning//NN|UTR|SIN|IND|NOM//obl//49 av//PP//case//55 ett//DT|NEU|SIN|IND//det//55 polisbefäl//NN|NEU|SIN|IND|NOM//nmod//52 .//MAD//punct//3
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;Personal//NN|UTR|SIN|IND|NOM//ROOT//0 från//PP//case//3 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 myndigheter//NN|UTR|PLU|IND|NOM//nmod//0
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;6//RG|NOM//nummod//1 §//NN|AN//nsubj//10 När//HA//mark//5 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//5 lämnar//VB|PRS|AKT//acl:relcl//1 stöd//NN|NEU|SIN|IND|NOM//obj//5 enligt//PP//case//9 denna//DT|UTR|SIN|DEF//det//9 lag//NN|UTR|SIN|IND|NOM//obl//5 får//VB|PRS|AKT//ROOT//10 endast//AB//advmod//10 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//13 personal//NN|UTR|SIN|IND|NOM//obj//10 som//HP|-|-|-//nsubj//15 har//VB|PRS|AKT//acl:relcl//13 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//17 utbildning//NN|UTR|SIN|IND|NOM//obj//15 ,//MID//punct//19 kompetens//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//21 erfarenhet//NN|UTR|SIN|IND|NOM//conj//17 för//PP//case//23 uppgiften//NN|UTR|SIN|DEF|NOM//obl//15 medverka//VB|INF|AKT//xcomp//10 .//MAD//punct//10
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;De//DT|UTR/NEU|PLU|DEF//det//28 stödjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//30 skall//VB|PRS|AKT//aux//30 se//VB|INF|AKT//parataxis//10 till//PL//compound:prt//30 att//SN//mark//36 den//DT|UTR|SIN|DEF//det//35 medverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 personalen//NN|UTR|SIN|DEF|NOM//nsubj//36 har//VB|PRS|AKT//ccomp//30 nödvändig//JJ|POS|UTR|SIN|IND|NOM//amod//38 kunskap//NN|UTR|SIN|IND|NOM//obj//36 om//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 förhållanden//NN|NEU|PLU|IND|NOM//obl//36 som//HP|-|-|-//nsubj//45 kan//VB|PRS|AKT//aux//45 gälla//VB|INF|AKT//acl:relcl//42 för//PP//case//47 uppgiften//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//10
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;7//RG|NOM//nummod//1 §//NN|AN//nmod//2 Personal//NN|UTR|SIN|IND|NOM//nsubj:pass//8 från//PP//case//4 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//2 har//VB|PRS|AKT//aux//8 när//HA//advmod//8 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//8 lämnas//VB|PRS|SFO//ROOT//8 enligt//PP//case//11 denna//DT|UTR|SIN|DEF//det//11 lag//NN|UTR|SIN|IND|NOM//obl//8 polismans//NN|UTR|SIN|DEF|GEN//nmod:poss//13 befogenhet//NN|UTR|SIN|IND|NOM//obj//8 enligt//PP//case//15 polislagen//NN|UTR|SIN|DEF|NOM//obl//8 (//PAD//punct//15 1984:387//RG|NOM//appos//15 )//PAD//punct//8 .//MID//punct//8
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//21 personal//NN|UTR|SIN|IND|NOM//nsubj//22 har//VB|PRS|AKT//aux//26 också//AB//advmod//26 när//HA//mark//26 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//26 lämnas//VB|PRS|SFO//parataxis//8 samma//DT|UTR/NEU|SIN/PLU|IND//det//28 befogenhet//NN|UTR|SIN|IND|NOM//nsubj:pass//26 som//KN//obj//31 polisman//NN|UTR|SIN|IND|NOM//nsubj//31 har//VB|PRS|AKT//acl:relcl//28 enligt//PP//case//35 24//RG|NOM//nummod//34 kap.//NN|AN//nmod//35 rättegångsbalken//NN|UTR|SIN|DEF|NOM//obl//31 att//IE//mark//37 gripa//VB|INF|AKT//xcomp//31 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//37 .//MAD//punct//8
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;Befogenhet//NN|UTR|SIN|IND|NOM//nsubj:pass//5 enligt//PP//case//3 första//RO|NOM//amod//3 stycket//NN|NEU|SIN|DEF|NOM//nmod//0 får//VB|PRS|AKT//aux//5 utövas//VB|INF|SFO//ROOT//5 endast//AB//advmod//5 av//PP//case//8 personal//NN|UTR|SIN|IND|NOM//obl//5 som//HP|-|-|-//nsubj//10 uppfyller//VB|PRS|AKT//acl:relcl//8 de//DT|UTR/NEU|PLU|DEF//det//12 krav//NN|NEU|PLU|IND|NOM//amod//13 regeringen//NN|UTR|SIN|DEF|NOM//obj//10 eller//KN//cc//16 den//DT|UTR|SIN|DEF//det//16 myndighet//NN|UTR|SIN|IND|NOM//conj//13 som//HP|-|-|-//obl//19 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//19 bestämmer//VB|PRS|AKT//acl:relcl//16 föreskriver//VB|PRS|AKT//xcomp//19 i//PP//case//22 fråga//NN|UTR|SIN|IND|NOM//obl//19 om//PP//case//24 tjänsteställning//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//26 kvalifikationer//NN|UTR|PLU|IND|NOM//conj//24 i//PP//advmod//19 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//27 .//MAD//punct//5
lag (200x:xx) om stöd till Polisen i samband med bekämpning av terrorism och annan liknande svår brottslighet;8//RG|NOM//nummod//1 §//NN|AN//nmod//2 Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//11 som//HP|-|-|-//nsubj//4 fullgör//VB|PRS|AKT//acl:relcl//2 grundutbildning//NN|UTR|SIN|IND|NOM//obj//4 eller//KN//cc//7 repetitionsutbildning//NN|UTR|SIN|IND|NOM//conj//5 med//PP//case//9 totalförsvarsplikt//NN|UTR|SIN|IND|NOM//nmod//7 är//VB|PRS|AKT//cop//11 skyldig//JJ|POS|UTR|SIN|IND|NOM//ROOT//11 att//IE//mark//13 delta//VB|INF|AKT//advcl//11 i//PP//case//15 verksamhet//NN|UTR|SIN|IND|NOM//obl//13 enligt//PP//case//18 denna//DT|UTR|SIN|DEF//det//18 lag//NN|UTR|SIN|IND|NOM//obl//13 endast//AB//advmod//21 om//SN//case//21 förutsättningarna//NN|UTR|PLU|DEF|NOM//obl//13 i//PP//case//24 5//RG|NOM//nummod//24 kap.//NN|AN//nmod//21 3//RG|NOM//nummod//26 §//NN|AN//nmod//27 lagen//NN|UTR|SIN|DEF|NOM//nmod//21 (//PAD//punct//29 1994:1809//RG|NOM//conj//21 )//PAD//punct//29 om//PP//mark//34 totalförsvarsplikt//NN|UTR|SIN|IND|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//13 .//MAD//punct//11
