Stärkt meddelarskydd för privatanställda i offentligt finansierad verksamhet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 meddelarskydd//NN|NEU|SIN|IND|NOM//nmod//2 för//PP//case//6 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//4 i//PP//case//10 offentligt//AB|POS//advmod//9 finansierad//PC|PRF|UTR|SIN|IND|NOM//amod//10 verksamhet//NN|UTR|SIN|IND|NOM//nmod//0
Till statsrådet och chefen för Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//2 12//RG|NOM//nummod//2 april//NN|UTR|SIN|IND|NOM//obl//4 2013//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 om//SN//case//8 ett//DT|NEU|SIN|IND//det//8 tilläggsdirektiv//NN|NEU|SIN|IND|NOM//obl//4 till//PP//case//10 utredningen//NN|UTR|SIN|DEF|NOM//nmod//8 (//PAD//punct//10 dir//NN|AN//appos//10 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;2013:39//RG|NOM//punct//4 )//PAD//punct//4 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 betänkandet//NN|NEU|SIN|DEF|NOM//obj//1 Stärkt//VB|SUP|AKT//amod//4 meddelarskydd//NN|NEU|SIN|IND|NOM//obj//1 för//PP//case//6 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//1 i//PP//case//10 offentligt//AB|POS//advmod//9 finansierad//PC|PRF|UTR|SIN|IND|NOM//amod//10 verksamhet//NN|UTR|SIN|IND|NOM//obl//1 (//PAD//punct//10 SOU//PM|NOM//appos//10 2013:79//RG|NOM//case//12 )//PAD//punct//10 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 härmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Göteborg//PM|NOM//ROOT//0 i//PP//case//2 november//NN|UTR|SIN|IND|NOM//nmod//0 2013//RG|NOM//nummod//0
Till statsrådet och chefen för Justitiedepartementet;Margareta//PM|NOM//nmod//6 Åberg//PM|NOM//flat:name//0 /Kristian//RG|NOM//advmod//4 Karlemon//PM|NOM//nmod//4 3.9//RG|NOM//conj//0 Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 rapporterings-//NN|UTR|-|-|SMS//nsubj//42 och//KN//cc//8 anmälningsplikter//NN|UTR|PLU|IND|NOM//conj//6 ,//MID//punct//10 lex//PM|NOM//conj//6 Maria//PM|NOM//conj//6 4.1//RG|NOM//conj//6 Kollektivavtal//NN|NEU|PLU|IND|NOM//conj//6 och//KN//cc//17 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 privaträttsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 regleringar//NN|UTR|PLU|IND|NOM//conj//13 av//PP//case//20 4.2//RG|NOM//nmod//20 Arbetsrättslig//JJ|POS|UTR|SIN|IND|NOM//nmod//17  //_SP////20 lojalitets-//NN|UTR|-|-|SMS//conj//20 ,//MID//punct//24 upplysnings-//NN|UTR|-|-|SMS//conj//22 och//KN//cc//26 tystnadsplikt//NN|UTR|SIN|IND|NOM//conj//22 7.6//RG|NOM//conj//6 Vilka//HP|UTR/NEU|PLU|IND//nsubj//32 är//VB|PRS|AKT//cop//32 de//DT|UTR/NEU|PLU|DEF//det//32 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 följderna//NN|UTR|PLU|DEF|NOM//conj//6 av//PP//case//36 ett//DT|NEU|SIN|IND//det//36 förstärkt//PC|PRF|NEU|SIN|IND|NOM//amod//36 8.3//RG|NOM//nmod//32 Vilka//HD|UTR/NEU|PLU|IND//det//39 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 verksamheter//NN|UTR|PLU|IND|NOM//nmod//36 är//VB|PRS|AKT//cop//42 att//IE//mark//42 betrakta//VB|INF|AKT//ROOT//42 som//KN//case//45 offentligt//AB|POS//amod//45 8.4//RG|NOM//obl//42 Förstärkt//PC|PRF|NEU|SIN|IND|NOM//amod//47 meddelarskydd//NN|NEU|SIN|IND|NOM//obj//42 i//PP//case//52 all//DT|UTR|SIN|IND/DEF//det//52 offentligt//AB|POS//advmod//51 finansierad//PC|PRF|UTR|SIN|IND|NOM//amod//52 8.6.2//RG|NOM//nmod//53 Arrestvakter//NN|UTR|PLU|IND|NOM//obj//42 som//HP|-|-|-//nsubj:pass//55 anlitas//VB|PRS|SFO//acl:relcl//53 av//PP//case//57 Polisen//NN|UTR|SIN|DEF|NOM//obl:agent//55 och//KN//cc//59 bevakningspersonal//NN|UTR|SIN|IND|NOM//conj//57 som//HP|-|-|-//nsubj:pass//61 anlitas//VB|PRS|SFO//acl:relcl//59 av//PP//case//64 11.1//RG|NOM//nmod//64 Förslaget//NN|NEU|SIN|DEF|NOM//obl:agent//61 till//PP//case//66 lag//NN|UTR|SIN|IND|NOM//obl//61 (//PAD//punct//42 2015:00//RG|NOM//obl//42 )//PAD//punct//71 om//PP//case//71 rätt//NN|UTR|SIN|IND|NOM//obl//42 att//IE//mark//73 meddela//VB|INF|AKT//acl//71 uppgifter//NN|UTR|PLU|IND|NOM//obj//73 för//PP//case//76 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//73 inom//PP//case//80 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 enskilt//AB|POS//amod//80 bedrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//73


1.1 Förslag till lag (2015:00) om rätt att meddela uppgifter för verksamma inom vissa enskilt bedrivna verksamheter;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1
1.1 Förslag till lag (2015:00) om rätt att meddela uppgifter för verksamma inom vissa enskilt bedrivna verksamheter;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//8 med//PP//case//2 lagen//NN|UTR|SIN|DEF|NOM//nmod//0 1//RG|NOM//nummod//4 §//NN|AN//nmod//2  //_SP////4 Denna//DT|UTR|SIN|DEF//det//7 lag//NN|UTR|SIN|IND|NOM//nsubj//8 syftar//VB|PRS|AKT//ROOT//8 till//PP//mark//11 att//IE//mark//11 skydda//VB|INF|AKT//xcomp//8 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//11 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 verksam//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//12 inom//PP//case//20 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 enskilt//AB|POS//advmod//19 bedrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 verksamheter//NN|UTR|PLU|IND|NOM//obl//15 ,//MID//punct//29 och//KN//cc//29 som//HP|-|-|-//mark//25 med//PP//case//25 stöd//NN|NEU|SIN|IND|NOM//obl//29 av//PP//case//28 denna//DT|UTR|SIN|DEF//det//28 lag//NN|UTR|SIN|IND|NOM//nmod//25 meddelat//VB|SUP|AKT//conj//8 uppgifter//NN|UTR|PLU|IND|NOM//obj//29 rörande//PP//case//32 verksamheten//NN|UTR|SIN|DEF|NOM//obl//29 ,//MID//punct//35 mot//PP//case//35 ingripanden//NN|NEU|PLU|IND|NOM//obl//29 .//MAD//punct//8
1.1 Förslag till lag (2015:00) om rätt att meddela uppgifter för verksamma inom vissa enskilt bedrivna verksamheter;Enligt//PP//case//1 tryckfrihetsförordningen//NN|UTR|SIN|DEF|NOM//ROOT//1 och//KN//cc//3 yttrandefrihetsgrundlagen//NN|UTR|SIN|DEF|NOM//conj//1 har//VB|PRS|AKT//aux//5 var//PN|UTR|SIN|IND|SUB/OBJ//nummod//1 och//KN//fixed//5 en//DT|UTR|SIN|IND//det//9 ett//DT|NEU|SIN|IND//det//9 skydd//NN|NEU|SIN|IND|NOM//conj//5 mot//PP//case//11 åtgärder//NN|UTR|PLU|IND|NOM//obl//5 från//PP//case//13 myndigheter//NN|UTR|PLU|IND|NOM//nmod//11 och//KN//cc//17 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 organ//NN|NEU|PLU|IND|NOM//conj//13 .//MAD//punct//1
1.1 Förslag till lag (2015:00) om rätt att meddela uppgifter för verksamma inom vissa enskilt bedrivna verksamheter;Tillämpningsområdet//NN|NEU|SIN|DEF|NOM//nsubj//6 2//RG|NOM//nummod//2 §//NN|AN//nmod//0  //_SP////2 Denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//nsubj//6 gäller//VB|PRS|AKT//ROOT//6 för//PP//case//11 enskild//JJ|POS|UTR|SIN|IND|NOM//advmod//10 yrkesmässigt//AB|POS//advmod//10 bedriven//PC|PRF|UTR|SIN|IND|NOM//amod//11 verksamhet//NN|UTR|SIN|IND|NOM//obl//6 som//HP|-|-|-//nsubj//18 till//PP//case//15 någon//DT|UTR|SIN|IND//det//15 del//NN|UTR|SIN|IND|NOM//obl//18 är//VB|PRS|AKT//cop//18 offentligt//AB|POS//advmod//18 finansierad//PC|PRF|UTR|SIN|IND|NOM//acl//11 och//KN//cc//20 1//RG|NOM//conj//18 .//MAD//punct//6
1.1 Förslag till lag (2015:00) om rätt att meddela uppgifter för verksamma inom vissa enskilt bedrivna verksamheter;som//HP|-|-|-//nsubj//23 tillhör//VB|PRS|AKT//conj//6 skolväsendet//NN|NEU|SIN|DEF|NOM//obj//23 ,//MID//punct//28 de//DT|UTR/NEU|PLU|DEF//det//28 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 utbildningsformerna//NN|UTR|PLU|DEF|NOM//conj//24 eller//KN//cc//32 annan//JJ|POS|UTR|SIN|IND|NOM//amod//32 pedagogisk//JJ|POS|UTR|SIN|IND|NOM//amod//32 verksamhet//NN|UTR|SIN|IND|NOM//conj//24 enligt//PP//case//35 1//RG|NOM//nummod//35 kap.//NN|AN//nmod//32 ,//MID//punct//35 24//RG|NOM//nummod//38 kap.//NN|AN//appos//35 respektive//AB//case//42 25//RG|NOM//nummod//41 kap.//NN|AN//nmod//42 skollagen//NN|UTR|SIN|DEF|NOM//nmod//38 (//PAD//punct//42 2010:800//RG|NOM//appos//42 )//PAD//punct//42 ,//MID//punct//35 2//RG|NOM//nummod//35 .//MAD//punct//23
1.1 Förslag till lag (2015:00) om rätt att meddela uppgifter för verksamma inom vissa enskilt bedrivna verksamheter;som//HP|-|-|-//nsubj//50 utgör//VB|PRS|AKT//appos//23 hälso-//NN|UTR|-|-|SMS//obj//50 och//KN//cc//53 sjukvård//NN|UTR|SIN|IND|NOM//conj//51 respektive//AB//cc//55 tandvård//NN|UTR|SIN|IND|NOM//conj//51 enligt//PP//case//57 hälso-//NN|UTR|-|-|SMS//nmod//55 och//KN//cc//59 sjukvårdslagen//NN|UTR|SIN|DEF|NOM//conj//57 (//PAD//punct//57 1982:763//RG|NOM//conj//57 )//PAD//punct//50 respektive//AB//cc//64 tandvårdslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//78 (//PAD//punct//66 1985:125//RG|NOM//appos//64 )//PAD//punct//66 ,//MID//punct//64 eller//KN//cc//70 3//RG|NOM//nummod//64 .//MAD//punct//64
1.1 Förslag till lag (2015:00) om rätt att meddela uppgifter för verksamma inom vissa enskilt bedrivna verksamheter;som//HP|-|-|-//nsubj//73 utgör//VB|PRS|AKT//acl:relcl//64 socialtjänst//NN|UTR|SIN|IND|NOM//obj//73 .//MAD//punct//64
