Till statsrådet Mats Odell;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 1//RO|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//1 2005//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 pröva//VB|INF|AKT//acl//12 om//SN//mark//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 är//VB|PRS|AKT//cop//18 lämpligt//JJ|POS|NEU|SIN|IND|NOM//advcl//1 att//SN//mark//28 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 utökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 möjligheter//NN|UTR|PLU|IND|NOM//nsubj:pass//28 till//PP//case//25 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 informationsutbyten//NN|NEU|PLU|IND|NOM//nmod//22 mellan//PP//case//27 myndigheter//NN|UTR|PLU|IND|NOM//nmod//25 införs//VB|PRS|SFO//csubj//18 .//MAD//punct//1
Till statsrådet Mats Odell;Nils//PM|NOM//nmod//6 Dexe//PM|NOM//flat:name//0 /Bodil//RG|NOM//conj//0 Svensson//PM|NOM//flat//0 2.5//RG|NOM//nummod//0 Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 åtgärder//NN|UTR|PLU|IND|NOM//ROOT//6 för//PP//mark//9 att//IE//mark//9 förhindra//VB|INF|AKT//acl//6 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 15.11.1//RG|NOM//obj//9 Socialnämndernas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 behov//NN|NEU|SIN|IND|NOM//obj//9 av//PP//case//15 uppgifter//NN|UTR|PLU|IND|NOM//nmod//13 från//PP//case//17 20.6//RG|NOM//nummod//18 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//13 till//PP//case//20 lag//NN|UTR|SIN|IND|NOM//obl//9 om//PP//case//22 ändring//NN|UTR|SIN|IND|NOM//nmod//20 i//PP//case//24 lagen//NN|UTR|SIN|DEF|NOM//nmod//22 (//PAD//punct//26 2001:181//RG|NOM//obl//9 )//PAD//punct//26 om//PP//case//29 behandling//NN|UTR|SIN|IND|NOM//obl//9 av//PP//case//31 uppgifter//NN|UTR|PLU|IND|NOM//nmod//29 i//PP//case//34 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//34 20.8//RG|NOM//nummod//35 Förslaget//NN|NEU|SIN|DEF|NOM//conj//29 till//PP//case//37 lag//NN|UTR|SIN|IND|NOM//nmod//29 om//PP//case//39 ändring//NN|UTR|SIN|IND|NOM//nmod//37 i//PP//case//41 lagen//NN|UTR|SIN|DEF|NOM//nmod//39 (//PAD//punct//43 2002:546//RG|NOM//conj//29 )//PAD//punct//43 om//PP//case//46 behandling//NN|UTR|SIN|IND|NOM//nmod//29 av//PP//case//48 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//46 i//PP//case//52 den//DT|UTR|SIN|DEF//det//51 20.9//RG|NOM//nmod//52 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//46 till//PP//case//54 lag//NN|UTR|SIN|IND|NOM//nmod//46 om//PP//case//56 ändring//NN|UTR|SIN|IND|NOM//nmod//54 i//PP//case//58 lagen//NN|UTR|SIN|DEF|NOM//nmod//56 (//PAD//punct//60 2003:763//RG|NOM//nmod//56 )//PAD//punct//60 om//PP//case//63 behandling//NN|UTR|SIN|IND|NOM//nmod//46 av//PP//case//65 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//63 inom//PP//case//67 socialförsäkringens//NN|UTR|SIN|DEF|GEN//nmod//63


1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//1 .//MAD//punct//1
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;1//RG|NOM//nummod//5 §//NN|AN//appos//1
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//nsubj//15 ,//MID//punct//3 Centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 studiestödsnämnden//NN|UTR|SIN|DEF|NOM//conj//0 ,//MID//punct//5 Försäkringskassan//NN|UTR|SIN|DEF|NOM//conj//0 ,//MID//punct//7 Kronofogdemyndigheten//PM|NOM//conj//0 ,//MID//punct//9 Migrationsverket//NN|NEU|SIN|DEF|NOM//conj//0 ,//MID//punct//11 Skatteverket//PM|NOM//conj//0 och//KN//cc//13 arbetslöshetskassorna//NN|UTR|PLU|DEF|NOM//conj//0 är//VB|PRS|AKT//cop//15 skyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//15 att//IE//mark//17 göra//VB|INF|AKT//xcomp//15 anmälan//NN|UTR|SIN|IND|NOM//obj//17 enligt//PP//case//21 denna//DT|UTR|SIN|DEF//det//21 lag//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//15
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;2//RG|NOM//nummod//24 §//NN|AN//obl//15
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;Skyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 i//PP//case//5 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 bidrag//NN|NEU|SIN|IND|NOM//obl//1 ,//MID//punct//7 förmån//NN|UTR|SIN|IND|NOM//conj//5 ,//MID//punct//9 ersättning//NN|UTR|SIN|IND|NOM//conj//5 eller//KN//cc//12 annat//JJ|POS|NEU|SIN|IND|NOM//amod//12 stöd//NN|NEU|SIN|IND|NOM//conj//5 för//PP//case//15 personligt//JJ|POS|NEU|SIN|IND|NOM//amod//15 ändamål//NN|NEU|SIN|IND|NOM//nmod//12 som//HP|-|-|-//nsubj:pass//21 enligt//PP//case//18 lag//NN|UTR|SIN|IND|NOM//obl//21 eller//KN//cc//20 förordning//NN|UTR|SIN|IND|NOM//conj//18 betalas//VB|PRS|SFO//acl:relcl//12 ut//PL//compound:prt//21 av//PP//case//24 Arbetsförmedlingen//PM|NOM//obl:agent//21 ,//MID//punct//27 Centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 studiestödsnämnden//NN|UTR|SIN|DEF|NOM//conj//24 ,//MID//punct//29 Försäkringskassan//NN|UTR|SIN|DEF|NOM//conj//24 ,//MID//punct//31 Migrationsverket//NN|NEU|SIN|DEF|NOM//conj//24 ,//MID//punct//33 kommunerna//NN|UTR|PLU|DEF|NOM//conj//24 eller//KN//cc//35 arbetslöshetskassorna//NN|UTR|PLU|DEF|NOM//conj//24 .//MAD//punct//1
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;3//RG|NOM//nummod//38 §//NN|AN//obl//1
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;Om//SN//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 finns//VB|PRS|SFO//advcl//28 anledning//NN|UTR|SIN|IND|NOM//nsubj//2 att//IE//mark//5 anta//VB|INF|AKT//csubj//2 att//SN//mark//14 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//14 som//HP|-|-|-//nsubj:pass//9 avses//VB|PRS|SFO//acl:relcl//7 i//PP//case//12 2//RG|NOM//nummod//12 §//NN|AN//obl//9 har//VB|PRS|AKT//aux//14 beviljats//VB|SUP|SFO//ccomp//5 eller//KN//cc//16 betalats//VB|SUP|SFO//conj//14 ut//PL//compound:prt//16 med//PP//case//21 för//AB//case//21 högt//JJ|POS|NEU|SIN|IND|NOM//amod//21 belopp//NN|NEU|SIN|IND|NOM//obl//16 eller//KN//cc//24 annars//AB//advmod//24 felaktigt//JJ|POS|NEU|SIN|IND|NOM//conj//14 ,//MID//punct//2 skall//VB|PRS|AKT//aux//28 anmälan//NN|UTR|SIN|IND|NOM//nsubj:pass//28 göras//VB|INF|SFO//ROOT//28 till//PP//case//30 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//28 som//HP|-|-|-//nsubj//33 har//VB|PRS|AKT//aux//33 beviljat//VB|SUP|AKT//acl:relcl//30 eller//KN//cc//35 betalat//VB|SUP|AKT//conj//33 ut//PL//compound:prt//35 stödet//NN|NEU|SIN|DEF|NOM//obj//35 .//MAD//punct//28
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;Första//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 inte//AB//advmod//2 om//PP//case//5 anmälan//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//8 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 skäl//NN|NEU|PLU|IND|NOM//nmod//5 inte//AB//advmod//10 behövs//VB|PRS|SFO//advcl//2 .//MAD//punct//2
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;I//PP//case//1 anmälan//NN|UTR|SIN|DEF|NOM//obl//3 skall//VB|PRS|AKT//aux//3 anges//VB|INF|SFO//ROOT//3 de//DT|UTR/NEU|PLU|DEF//det//5 omständigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj//7 ligger//VB|PRS|AKT//acl:relcl//5 till//PP//case//11 grund//NN|UTR|SIN|IND|NOM//fixed//8 för//PP//fixed//8 antagandet//NN|NEU|SIN|DEF|NOM//obl//7 om//PP//case//13 felaktigheten//NN|UTR|SIN|DEF|NOM//nmod//11 .//MAD//punct//3
1 Förslag till lag om anmälningsskyldighet vid felaktiga utbetalningar;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 juli//NN|UTR|SIN|IND|NOM//obl//2 2008//RG|NOM//nummod//7 .//MAD//punct//2

2 Förslag till lag om ändring i sekretesslagen (1980:100);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//case//5 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 sekretesslagen//NN|UTR|SIN|DEF|NOM//obl//1 (//PAD//punct//7 1980:100//RG|NOM//appos//5 )//PAD//punct//7 dels//KN//mark//19 att//SN//mark//19 7//RG|NOM//nummod//12 kap.//NN|AN//nmod//13 7//RG|NOM//nummod//16 och//KN//cc//13 14//RG|NOM//nummod//13 §//NN|AN//nmod//17 §//NN|AN//nsubj//19 skall//VB|PRS|AKT//aux//19 ha//VB|INF|AKT//advcl//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 lydelse//NN|UTR|SIN|IND|NOM//obj//19 ,//MID//punct//19 dels//KN//advmod//27 att//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//27 skall//VB|PRS|AKT//aux//27 införas//VB|INF|SFO//conj//19 en//DT|UTR|SIN|IND//det//30 ny//JJ|POS|UTR|SIN|IND|NOM//amod//30 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//27 ,//MID//punct//30 9//RG|NOM//nummod//33 kap.//NN|AN//nmod//34 28//RG|NOM//nmod//30 a//NN|NEU|SIN|IND|NOM//case//36 §//NN|AN//obl//27 ,//MID//punct//27 av//PP//case//40 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 lydelse//NN|UTR|SIN|IND|NOM//obl//27 .//MAD//punct//1
2 Förslag till lag om ändring i sekretesslagen (1980:100);7//RG|NOM//nummod//43 kap.//NN|AN//nmod//45 7//RG|NOM//nummod//45 §//NN|AN//obl//1 enligt//PP//case//47 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//45 som//HP|-|-|-//nsubj:pass//51 nu//AB//advmod//51 har//VB|PRS|AKT//aux//51 nämnts//VB|SUP|SFO//acl:relcl//47 .//MAD//punct//1
2 Förslag till lag om ändring i sekretesslagen (1980:100);I//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//53 om//PP//case//56 myndighet//NN|UTR|SIN|IND|NOM//obl//53 som//HP|-|-|-//nsubj:pass//58 anges//VB|PRS|SFO//acl:relcl//56 i//PP//case//61 8//RG|NOM//nummod//61 §//NN|AN//obl//58 gäller//VB|PRS|AKT//parataxis//1 dock//AB//advmod//62 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//62 där//AB//advmod//62 .//MAD//punct//1
2 Förslag till lag om ändring i sekretesslagen (1980:100);Sekretess//NN|UTR|SIN|IND|NOM//nsubj//4 enligt//PP//case//3 första//RO|NOM//amod//3 stycket//NN|NEU|SIN|DEF|NOM//nmod//0 gäller//VB|PRS|AKT//ROOT//4 också//AB//advmod//4 i//PP//case//10 förhållande//NN|NEU|SIN|IND|NOM//fixed//6 till//PP//fixed//6 en//DT|UTR|SIN|IND//det//10 vård-//NN|UTR|-|-|SMS//obl//4 eller//KN//cc//12 behandlingsbehövande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//10 själv//JJ|POS|UTR|SIN|IND|NOM//amod//10 i//PP//case//17 fråga//NN|UTR|SIN|IND|NOM//fixed//14 om//PP//fixed//14 uppgift//NN|UTR|SIN|IND|NOM//obl//4 om//PP//case//20 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//20 hälsotillstånd//NN|NEU|SIN|IND|NOM//nmod//17 ,//MID//punct//4 om//SN//mark//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 med//PP//case//27 hänsyn//NN|UTR|SIN|IND|NOM//fixed//24 till//PP//fixed//24 ändamålet//NN|NEU|SIN|DEF|NOM//obl//35 med//PP//case//29 vården//NN|UTR|SIN|DEF|NOM//nmod//27 eller//KN//cc//31 behandlingen//NN|UTR|SIN|DEF|NOM//conj//29 är//VB|PRS|AKT//cop//35 av//PP//case//35 synnerlig//JJ|POS|UTR|SIN|IND|NOM//amod//35 vikt//NN|UTR|SIN|IND|NOM//obl//4 att//SN//mark//39 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj:pass//39 inte//AB//advmod//39 lämnas//VB|INF|SFO//acl//35 till//PP//case//41 honom//PN|UTR|SIN|DEF|OBJ//obl//39 .//MAD//punct//4
2 Förslag till lag om ändring i sekretesslagen (1980:100);Sekretess//NN|UTR|SIN|IND|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 hos//PP//case//3 myndighet//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//5 avses//VB|PRS|SFO//acl:relcl//3 i//PP//case//8 första//RO|NOM//amod//8 stycket//NN|NEU|SIN|DEF|NOM//obl//5 för//PP//case//10 anmälan//NN|UTR|SIN|IND|NOM//nmod//8 eller//KN//cc//13 annan//JJ|POS|UTR|SIN|IND|NOM//amod//13 utsaga//NN|UTR|SIN|IND|NOM//conj//10 av//PP//case//15 enskild//JJ|POS|UTR|SIN|IND|NOM//nmod//13 om//PP//case//18 någons//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//18 hälsotillstånd//NN|NEU|SIN|IND|NOM//nmod//8 eller//KN//cc//22 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 förhållanden//NN|NEU|PLU|IND|NOM//conj//18 ,//MID//punct//1 om//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//27 kan//VB|PRS|AKT//aux//27 antas//VB|INF|SFO//advcl//1 att//SN//mark//29 fara//VB|INF|AKT//xcomp//27 uppkommer//VB|PRS|AKT//advmod//29 för//PP//mark//45 att//SN//mark//45 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//45 som//HP|-|-|-//nsubj//36 har//VB|PRS|AKT//aux//36 gjort//VB|SUP|AKT//acl:relcl//33 anmälan//NN|UTR|SIN|IND|NOM//obj//36 eller//KN//cc//39 avgivit//VB|SUP|AKT//conj//36 utsagan//NN|UTR|SIN|DEF|NOM//obj//39 eller//KN//cc//43 någon//DT|UTR|SIN|IND//det//43 honom//PN|UTR|SIN|DEF|OBJ//conj//40 närstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 utsätts//VB|PRS|SFO//advcl//30 för//PP//case//47 våld//NN|NEU|SIN|IND|NOM//obl//45 eller//KN//cc//49 annat//JJ|POS|NEU|SIN|IND|NOM//conj//47 allvarligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//27 men//KN//cc//53 om//SN//case//53 uppgiften//NN|UTR|SIN|DEF|NOM//conj//50 röjs//VB|PRS|SFO//nmod//53 .//MAD//punct//1
2 Förslag till lag om ändring i sekretesslagen (1980:100);Utan//PP//case//1 hinder//NN|NEU|PLU|IND|NOM//obl//6 av//PP//case//3 sekretessen//NN|UTR|SIN|DEF|NOM//nmod//1 får//VB|PRS|AKT//aux//6 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//6 lämnas//VB|INF|SFO//ROOT//6 till//PP//case//8 enskild//JJ|POS|UTR|SIN|IND|NOM//obl//6 enligt//PP//mark//12 vad//HP|NEU|SIN|IND//dislocated//12 som//HP|-|-|-//nsubj:pass//12 föreskrivs//VB|PRS|SFO//advcl//6 i//PP//case//14 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//12 om//PP//case//17 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//17 försäkring//NN|UTR|SIN|IND|NOM//obl//12 ,//MID//punct//17 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//20 pension//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//22 handikappersättning//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//24 vårdbidrag//NN|NEU|SIN|IND|NOM//conj//17 ,//MID//punct//26 sjuklön//NN|UTR|SIN|IND|NOM//conj//17 eller//KN//cc//29 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//29 sjukförsäkringsavgift//NN|UTR|SIN|IND|NOM//conj//17 .//MAD//punct//6
2 Förslag till lag om ändring i sekretesslagen (1980:100);I//PP//case//3 fråga//NN|UTR|SIN|IND|NOM//fixed//0 om//PP//case//3 uppgift//NN|UTR|SIN|IND|NOM//obl//7 i//PP//case//6 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//6 handling//NN|UTR|SIN|IND|NOM//nmod//3 gäller//VB|PRS|AKT//ROOT//7 sekretessen//NN|UTR|SIN|DEF|NOM//obj//7 i//PP//case//12 högst//AB|SUV//advmod//11 sjuttio//RG|NOM//nummod//12 år//NN|NEU|PLU|IND|NOM//obl//7 eller//KN//cc//12 ,//MID//punct//12 i//PP//case//16 fall//NN|NEU|PLU|IND|NOM//obl//7 som//HP|-|-|-//nsubj:pass//18 avses//VB|PRS|SFO//acl:relcl//16 i//PP//case//21 tredje//RO|NOM//amod//21 stycket//NN|NEU|SIN|DEF|NOM//obl//18 ,//MID//punct//18 i//PP//case//26 högst//AB|SUV//advmod//25 femtio//RG|NOM//nummod//26 år//NN|NEU|PLU|IND|NOM//obl//18 .//MAD//punct//7
2 Förslag till lag om ändring i sekretesslagen (1980:100);14//RG|NOM//nummod//29 §//NN|AN//obl//7
