Ökad säkerhet i domsto l ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 säkerhet//NN|UTR|SIN|IND|NOM//nmod//2 i//PP//case//6 domstol//NN|UTR|SIN|IND|NOM//nmod//4
Till statsrådet och chefen för Justitiedepartementet;Krister//PM|NOM//nsubj//2 Thelin//PM|NOM//flat//0 /Per//PM|NOM//nsubj//6 Olsson//PM|NOM//nmod//4 7.5//RG|NOM//obj//2 Hur//HA//advmod//6 ser//VB|PRS|AKT//ROOT//6 domstolarna//NN|UTR|PLU|DEF|NOM//nsubj//6 ,//MID//punct//13 de//DT|UTR/NEU|PLU|DEF//det//13 domstolsanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 samt//KN//cc//12 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//10 aktörer//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//15 besökare//NN|UTR|PLU|IND|NOM//conj//13 i//PP//case//17 domstolarna//NN|UTR|PLU|DEF|NOM//nmod//13 på//PP//case//19 säkerhetsfrågan//NN|UTR|SIN|DEF|NOM//nmod//13 ?//MID//punct//6 ....//MAD//punct//6
Till statsrådet och chefen för Justitiedepartementet;135//RG|NOM//nummod//6


Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;dels//KN//advmod//7  //_SP////0 att//SN//mark//7 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 3//RG|NOM//nummod//5 §//NN|AN//nsubj:pass//7 ska//VB|PRS|AKT//aux//7 betecknas//VB|INF|SFO//ROOT//7 5//RG|NOM//nummod//9 §//NN|AN//obj//7 och//KN//cc//16 att//SN//mark//16 5–10//NN|NEU|SIN|DEF|NOM//case//14 §//NN|AN//nmod//14 §//NN|AN//nsubj:pass//16 ska//VB|PRS|AKT//aux//16 betecknas//VB|INF|SFO//conj//7 6–11//VB|INF|AKT//nummod//18 §//NN|AN//obj//16 ,//MID//punct//37 dels//KN//advmod//37  //_SP////20 att//SN//mark//37 1//RG|NOM//nsubj//37 ,//MID//punct//23 2//RG|NOM//nummod//23 och//KN//cc//25 4–10//NN|UTR|SIN|IND|NOM//nummod//28 §//NN|AN//nmod//29 §//NN|AN//obl//37 samt//KN//cc//31 rubriken//NN|UTR|SIN|DEF|NOM//conj//29 närmast//AB|SUV//advmod//35 före//PP//case//35 1//RG|NOM//nummod//35 §//NN|AN//nmod//31 ska//VB|PRS|AKT//aux//37 ha//VB|INF|AKT//parataxis//7 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 lydelse//NN|UTR|SIN|IND|NOM//obj//37 ,//MID//punct//48 dels//KN//advmod//48  //_SP////41 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 i//PP//case//46 lagen//NN|UTR|SIN|DEF|NOM//obl//48 ska//VB|PRS|AKT//aux//48 införas//VB|INF|SFO//advcl//37 en//DT|UTR|SIN|IND//det//51 ny//JJ|POS|UTR|SIN|IND|NOM//amod//51 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//48 ,//MID//punct//54 3//RG|NOM//nummod//54 §//NN|AN//conj//51 ,//MID//punct//63 samt//KN//cc//63 närmast//AB|SUV//advmod//60 före//PP//case//60 3//RG|NOM//nummod//60 §//NN|AN//fixed//56 en//DT|UTR|SIN|IND//det//63 ny//JJ|POS|UTR|SIN|IND|NOM//amod//63 rubrik//NN|UTR|SIN|IND|NOM//conj//37 av//PP//case//66 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 lydelse//NN|UTR|SIN|IND|NOM//nmod//63 .//MAD//punct//37
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;relse//NN|UTR|SIN|IND|NOM//obj//37 av//PP//case//70 egendom//NN|UTR|SIN|IND|NOM//nmod//68 .//MAD//punct//7
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Särskild//PC|PRF|UTR|SIN|IND|NOM//amod//1 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nsubj:pass//3 får//VB|PRS|AKT//aux//3 genomföras//VB|INF|SFO//ROOT//3 ,//MID//punct//3 om//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 till//PP//case//11 följd//NN|UTR|SIN|IND|NOM//fixed//7 av//PP//case//11 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 omständigheter//NN|UTR|PLU|IND|NOM//obl//12 finns//VB|PRS|SFO//advcl//3 risk//NN|UTR|SIN|IND|NOM//obj//12 för//PP//mark//25 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 i//PP//case//21 samband//NN|NEU|SIN|IND|NOM//fixed//17 med//PP//case//21 en//DT|UTR|SIN|IND//det//21 domstolsförhandling//NN|UTR|SIN|IND|NOM//obl//25 kan//VB|PRS|AKT//aux//25 komma//VB|INF|AKT//aux//25 att//IE//mark//25 förövas//VB|INF|SFO//advcl//12 brott//NN|NEU|PLU|IND|NOM//obj//25 som//HP|-|-|-//nsubj:pass//28 anges//VB|PRS|SFO//acl:relcl//26 i//PP//case//31 andra//RO|NOM//amod//31 stycket//NN|NEU|SIN|DEF|NOM//obl//28 .//MAD//punct//3
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;2//RG|NOM//nummod//34 §//NN|AN//nmod//35 Allmän//JJ|POS|UTR|SIN|IND|NOM//amod//37  //_SP////35 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nsubj:pass//38 beslutas//VB|PRS|SFO//parataxis//3 av//PP//case//41 domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 chef//NN|UTR|SIN|IND|NOM//obl:agent//38 eller//KN//cc//45 annan//JJ|POS|UTR|SIN|IND|NOM//amod//45 lagfaren//JJ|POS|UTR|SIN|IND|NOM//amod//45 domare//NN|UTR|SIN|IND|NOM//conj//41 som//HP|-|-|-//obj//51 han//PN|UTR|SIN|DEF|SUB//nsubj//51 eller//KN//cc//49 hon//PN|UTR|SIN|DEF|SUB//conj//47 har//VB|PRS|AKT//aux//51 delegerat//VB|SUP|AKT//acl:relcl//45  //_SP////51 beslutanderätten//NN|UTR|SIN|DEF|NOM//obl//51 till//PP//case//53 .//MAD//punct//59
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Särskild//PC|PRF|UTR|SIN|IND|NOM//amod//58  //_SP////56 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nsubj:pass//59 beslutas//VB|PRS|SFO//parataxis//3 av//PP//case//61 rätten//NN|UTR|SIN|DEF|NOM//obl:agent//59 eller//KN//cc//69 ,//MID//punct//69 om//SN//mark//69 förhandlingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//69 ännu//AB//advmod//69 inte//AB//advmod//69 har//VB|PRS|AKT//aux//69 inletts//VB|SUP|SFO//conj//59 ,//MID//punct//72 av//PP//case//72 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//69 som//HP|-|-|-//nsubj//77 skall//VB|PRS|AKT//aux//77  //_SP////74 vara//VB|INF|AKT//cop//77 ordförande//NN|UTR|SIN|IND|NOM//acl:relcl//72 vid//PP//case//79 förhandlingen//NN|UTR|SIN|DEF|NOM//obl//77 .//MAD//punct//3
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Innan//SN//mark//2 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nsubj:pass//2 beslutas//VB|PRS|SFO//advcl//5 skall//VB|PRS|AKT//aux//5 samråd//NN|NEU|SIN|IND|NOM//nsubj//5 ske//VB|INF|AKT//ROOT//5 med//PP//case//7 polismyndigheten//NN|UTR|SIN|DEF|NOM//obl//5 och//KN//cc//14 ,//MID//punct//14 i//PP//case//14 fråga//NN|UTR|SIN|IND|NOM//fixed//10 om//PP//case//14 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//14 säkerhetskontroll//NN|UTR|SIN|IND|NOM//conj//7 i//PP//case//16 brottmål//NN|NEU|PLU|IND|NOM//nmod//14 ,//MID//punct//19 med//PP//case//19 åklagaren//NN|UTR|SIN|DEF|NOM//conj//7 .//MAD//punct//5
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Ett//DT|NEU|SIN|IND//det//1 beslut//NN|NEU|SIN|IND|NOM//nsubj//8 om//PP//case//5 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//5  //_SP////3 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nmod//1 skall//VB|PRS|AKT//aux//8  //_SP////6 avse//VB|INF|AKT//ROOT//8 viss//JJ|POS|UTR|SIN|IND|NOM//amod//10 tid//NN|UTR|SIN|IND|NOM//obj//8 och//KN//cc//14 ,//MID//punct//14 vid//PP//case//14 behov//NN|NEU|SIN|IND|NOM//conj//10 ,//MID//punct//16 innehålla//VB|INF|AKT//conj//8 uppgift//NN|UTR|SIN|IND|NOM//obj//16 om//PP//mark//23 vilka//HD|UTR/NEU|PLU|IND//det//20 lokaler//NN|UTR|PLU|IND|NOM//dislocated//23 som//HP|-|-|-//obj//23 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//23 avser//VB|PRS|AKT//acl//17 .//MAD//punct//8
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Ett//DT|NEU|SIN|IND//det//26 beslut//NN|NEU|SIN|IND|NOM//nsubj//31 om//PP//case//29 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//29 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nmod//26 skall//VB|PRS|AKT//aux//31 avse//VB|INF|AKT//parataxis//8 en//DT|UTR|SIN|IND//det//34 viss//JJ|POS|UTR|SIN|IND|NOM//amod//34 förhandling//NN|UTR|SIN|IND|NOM//obj//31 .//MAD//punct//8
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Samråd//NN|NEU|SIN|IND|NOM//ROOT//0 3//RG|NOM//nummod//2 §//NN|AN//nmod//0 5//RG|NOM//nummod//2
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//4 om//PP//case//2 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nmod//0 ska//VB|PRS|AKT//aux//4 föregås//VB|INF|SFO//ROOT//4 av//PP//case//6 samråd//NN|NEU|SIN|IND|NOM//obl//4 med//PP//case//8 polismyndigheten//NN|UTR|SIN|DEF|NOM//nmod//6 ,//MID//punct//4 om//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 inte//AB//advmod//14 är//VB|PRS|AKT//cop//14 obehövligt//JJ|POS|NEU|SIN|IND|NOM//advcl//4 .//MAD//punct//4
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Samråd//NN|NEU|SIN|IND|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 ske//VB|INF|AKT//ROOT//2 med//PP//case//4 åklagaren//NN|UTR|SIN|DEF|NOM//obl//2 ,//MID//punct//2 innan//SN//mark//8 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nsubj:pass//8 beslutas//VB|PRS|SFO//advcl//2 i//PP//case//10 samband//NN|NEU|SIN|IND|NOM//obl//8 med//PP//case//14 en//DT|UTR|SIN|IND//det//14 viss//JJ|POS|UTR|SIN|IND|NOM//amod//14 förhandling//NN|UTR|SIN|IND|NOM//obl//8 i//PP//case//16 brottmål//NN|NEU|PLU|IND|NOM//nmod//14 .//MAD//punct//2
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Ett//DT|NEU|SIN|IND//det//1 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//14 enligt//PP//case//4 4//RG|NOM//nummod//4 §//NN|AN//nmod//1 av//PP//case//6 domstolen//NN|UTR|SIN|DEF|NOM//nmod//4 att//SN//mark//10 polisman//NN|UTR|SIN|IND|NOM//nsubj//10 ska//VB|PRS|AKT//aux//10 genomföra//VB|INF|AKT//acl:relcl//1 säkerhetskontrollen//NN|UTR|SIN|DEF|NOM//obj//10 ska//VB|PRS|AKT//aux//14 alltid//AB//advmod//14 föregås//VB|INF|SFO//ROOT//14 av//PP//case//16 samråd//NN|NEU|SIN|IND|NOM//obl:agent//14 med//PP//case//18 polismyndigheten//NN|UTR|SIN|DEF|NOM//nmod//16 .//MAD//punct//14
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;4//RG|NOM//nummod//21 §//NN|AN//nmod//22 Säkerhetskontroll//NN|UTR|SIN|IND|NOM//nsubj:pass//23 genomförs//VB|PRS|SFO//parataxis//14 ,//MID//punct//23 efter//PP//case//27 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 anvisningar//NN|UTR|PLU|IND|NOM//obl//23 av//PP//case//29 polismyndigheten//NN|UTR|SIN|DEF|NOM//nmod//27 ,//MID//punct//32 av//PP//case//32 polisman//NN|UTR|SIN|IND|NOM//conj//29 .//MAD//punct//14
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Vid//PP//case//2 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//2 säkerhetskontroll//NN|UTR|SIN|IND|NOM//obl//7 får//VB|PRS|AKT//aux//7  //_SP////3 dock//AB//advmod//7 polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//7 besluta//VB|INF|AKT//ROOT//7 att//SN//mark//12  //_SP////8 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 genomföras//VB|INF|SFO//ccomp//7 av//PP//case//14 ordningsvakt//NN|UTR|SIN|IND|NOM//obl:agent//12 under//PP//case//16 ledning//NN|UTR|SIN|IND|NOM//nmod//14 av//PP//case//18 polisman//NN|UTR|SIN|IND|NOM//nmod//16 .//MAD//punct//7
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Vid//PP//case//22 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//22 säkerhetskontroll//NN|UTR|SIN|IND|NOM//obl//25 får//VB|PRS|AKT//aux//25 polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//25 besluta//VB|INF|AKT//parataxis//7 att//SN//mark//33 polisman//NN|UTR|SIN|IND|NOM//nsubj:pass//33 som//HP|-|-|-//nsubj//29 genomför//VB|PRS|AKT//acl:relcl//27 kontrollen//NN|UTR|SIN|DEF|NOM//obj//29  //_SP////30 skall//VB|PRS|AKT//aux//33 biträdas//VB|INF|SFO//ccomp//25 av//PP//case//35 ordningsvakt//NN|UTR|SIN|IND|NOM//obl:agent//33 .//MAD//punct//25
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;3//RG|NOM//nummod//38 §//NN|AN//appos//25
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Allmän//JJ|POS|UTR|SIN|IND|NOM//amod//2  //_SP////0 säkerhetskontroll//NN|UTR|SIN|IND|NOM//nsubj//3 omfattar//VB|PRS|AKT//ROOT//3 besökare//NN|UTR|PLU|IND|NOM//obj//3 till//PP//case//7 domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 lokaler//NN|UTR|PLU|IND|NOM//obl//3 .//MAD//punct//3
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Kontrollen//NN|UTR|SIN|DEF|NOM//nsubj//10 avser//VB|PRS|AKT//parataxis//3 dock//AB//advmod//10 inte//AB//advmod//10 domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 anställda//NN|UTR|PLU|IND|NOM//obj//10 eller//KN//cc//16 nämndemän//NN|UTR|PLU|IND|NOM//conj//14 och//KN//cc//18 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//14 som//HP|-|-|-//nsubj//20 infinner//VB|PRS|AKT//acl:relcl//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//20 i//PP//case//24 domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 lokaler//NN|UTR|PLU|IND|NOM//obl//20 på//PP//case//28 grund//NN|UTR|SIN|IND|NOM//fixed//25 av//PP//fixed//25 utövning//NN|UTR|SIN|IND|NOM//obl//20 av//PP//case//31 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//31 tjänst//NN|UTR|SIN|IND|NOM//nmod//28 eller//KN//cc//34 offentligt//JJ|POS|NEU|SIN|IND|NOM//amod//34 uppdrag//NN|NEU|SIN|IND|NOM//conj//31 och//KN//cc//38 inte//AB//advmod//38 heller//AB//advmod//38 advokater//NN|UTR|PLU|IND|NOM//conj//31 .//MAD//punct//3
Förslag till lag om ändring i lagen (1981:1064) om säkerhetskontroll i domstol Härigenom föreskrivs i fråga om lagen (1981:1064) om säkerhetskontroll i domstol;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//41 får//VB|PRS|AKT//parataxis//3 ,//MID//punct//41 om//SN//mark//46 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//45 skäl//NN|NEU|PLU|IND|NOM//nsubj//46 talar//VB|PRS|AKT//advcl//41 för//PP//case//48 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//46 ,//MID//punct//50 undanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//41 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 personer//NN|UTR|PLU|IND|NOM//obj//50 från//PP//case//54 kontrollen//NN|UTR|SIN|DEF|NOM//nmod//52 och//KN//cc//56 besluta//VB|INF|AKT//conj//41 att//SN//mark//65 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//65 som//HP|-|-|-//nsubj//63 annars//AB//advmod//63 skulle//VB|PRT|AKT//aux//63 vara//VB|INF|AKT//cop//63 undantagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//58 skall//VB|PRS|AKT//aux//65 omfattas//VB|INF|SFO//ccomp//56 av//PP//case//67 kontrollen//NN|UTR|SIN|DEF|NOM//obl//65 .//MAD//punct//41
