Utrikesdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 genom//PP//case//3 beslut//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//6 18//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//nmod//8 2001//RG|NOM//nummod//8 chefen//NN|UTR|SIN|DEF|NOM//obl//1 för//PP//case//10 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//nmod//8 att//IE//mark//12 tillkalla//VB|INF|AKT//acl//8 en//DT|UTR|SIN|IND//det//14 kommission//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//16 uppgift//NN|UTR|SIN|IND|NOM//obl//12 att//IE//mark//18 utreda//VB|INF|AKT//acl//16 och//KN//cc//20 värdera//VB|INF|AKT//conj//18 hur//HA//advmod//26 den//DT|UTR|SIN|DEF//det//24 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 utrikesledningen//NN|UTR|SIN|DEF|NOM//nsubj//26 har//VB|PRS|AKT//aux//26 agerat//VB|SUP|AKT//ccomp//20 i//PP//case//28 Wallenbergärendet//PM|NOM//obl//26 (//PAD//punct//28 dir//NN|AN//appos//28 .//MAD//punct//1
Denna omständighet kan ha bidragit till den svenska utrikesledningens brist på intresse för Raoul Wallenbergs säkerhet under ärendets kritiska inledningsfas. Den 17 januari 1945 underrättades det svenska sändebudet i Moskva, Staffan Söderblom, av Sovjetunionens vice utrikeskommissarie Vladimir G. Dekanozov att Wallenberg påträffats och tagits i beskydd av sovjetiska militärmyndigheter i Budapest. UD utfärdade inga instruktioner för hur Söderblom skulle handlägga frågan om den svenske diplomaten. Man utfärdade heller inga instruktioner till Raoul Wallenberg. I stället lät man omedelbart underrätta de amerikanska och brittiska beskickningarna i Stockholm om beskedet från Moskva.;Den//DT|UTR|SIN|DEF//det//2 22//RG|NOM//nummod//2 december//NN|UTR|SIN|IND|NOM//nsubj//4 1944//RG|NOM//nummod//2 hade//VB|PRT|AKT//aux//8 det//DT|NEU|SIN|DEF//det//7 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 utrikesdepartementet//NN|NEU|SIN|DEF|NOM//nsubj//8 överlämnat//VB|SUP|AKT//ROOT//8 en//DT|UTR|SIN|IND//det//10 instruktion//NN|UTR|SIN|IND|NOM//obj//8 för//PP//case//12 vidarebefordran//NN|UTR|SIN|IND|NOM//obl//8 via//PP//case//15 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 UD//PM|NOM//obl//8 till//PP//case//17 Wallenberg//PM|NOM//obl//8 i//PP//case//19 Budapest//PM|NOM//nmod//17 .//MAD//punct//8
Denna omständighet kan ha bidragit till den svenska utrikesledningens brist på intresse för Raoul Wallenbergs säkerhet under ärendets kritiska inledningsfas. Den 17 januari 1945 underrättades det svenska sändebudet i Moskva, Staffan Söderblom, av Sovjetunionens vice utrikeskommissarie Vladimir G. Dekanozov att Wallenberg påträffats och tagits i beskydd av sovjetiska militärmyndigheter i Budapest. UD utfärdade inga instruktioner för hur Söderblom skulle handlägga frågan om den svenske diplomaten. Man utfärdade heller inga instruktioner till Raoul Wallenberg. I stället lät man omedelbart underrätta de amerikanska och brittiska beskickningarna i Stockholm om beskedet från Moskva.;UD//PM|NOM//nsubj//22 hade//VB|PRT|AKT//parataxis//8 vid//PP//case//25 denna//DT|UTR|SIN|DEF//det//25 tid//NN|UTR|SIN|IND|NOM//obl//34 ,//MID//punct//25 till//PP//case//34 följd//NN|UTR|SIN|IND|NOM//fixed//27 av//PP//fixed//27 den//DT|UTR|SIN|DEF//det//33 sovjetiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 röda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 arméns//NN|UTR|SIN|DEF|GEN//nmod:poss//34 inringning//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//36 Budapest//PM|NOM//nmod//34 ,//MID//punct//39 inga//DT|UTR/NEU|PLU|IND//det//39 möjligheter//NN|UTR|PLU|IND|NOM//conj//34 till//PP//case//41 kontakt//NN|UTR|SIN|IND|NOM//nmod//39 med//PP//case//45 den//DT|UTR|SIN|DEF//det//45 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 legationen//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//8
Denna omständighet kan ha bidragit till den svenska utrikesledningens brist på intresse för Raoul Wallenbergs säkerhet under ärendets kritiska inledningsfas. Den 17 januari 1945 underrättades det svenska sändebudet i Moskva, Staffan Söderblom, av Sovjetunionens vice utrikeskommissarie Vladimir G. Dekanozov att Wallenberg påträffats och tagits i beskydd av sovjetiska militärmyndigheter i Budapest. UD utfärdade inga instruktioner för hur Söderblom skulle handlägga frågan om den svenske diplomaten. Man utfärdade heller inga instruktioner till Raoul Wallenberg. I stället lät man omedelbart underrätta de amerikanska och brittiska beskickningarna i Stockholm om beskedet från Moskva.;Instruktionen//NN|UTR|SIN|DEF|NOM//nsubj//48 blev//VB|PRT|AKT//parataxis//8 följaktligen//AB//advmod//50 liggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//48 .//MAD//punct//48
Denna omständighet kan ha bidragit till den svenska utrikesledningens brist på intresse för Raoul Wallenbergs säkerhet under ärendets kritiska inledningsfas. Den 17 januari 1945 underrättades det svenska sändebudet i Moskva, Staffan Söderblom, av Sovjetunionens vice utrikeskommissarie Vladimir G. Dekanozov att Wallenberg påträffats och tagits i beskydd av sovjetiska militärmyndigheter i Budapest. UD utfärdade inga instruktioner för hur Söderblom skulle handlägga frågan om den svenske diplomaten. Man utfärdade heller inga instruktioner till Raoul Wallenberg. I stället lät man omedelbart underrätta de amerikanska och brittiska beskickningarna i Stockholm om beskedet från Moskva.;I//PP//case//55 samband//NN|NEU|SIN|IND|NOM//fixed//52 med//PP//case//55 mottagandet//NN|NEU|SIN|DEF|NOM//obl//59 av//PP//case//58 Dekanozovs//PM|GEN//nmod:poss//58 meddelande//NN|NEU|SIN|IND|NOM//nmod//55 bad//VB|PRT|AKT//conj//48 man//PN|UTR|SIN|IND|SUB//nsubj//59 emellertid//AB//advmod//59 USA//PM|NOM//obj//59 framföra//VB|INF|AKT//xcomp//59 instruktionen//NN|UTR|SIN|DEF|NOM//obj//63 via//PP//case//67 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 beskickningen//NN|UTR|SIN|DEF|NOM//obl//63 i//PP//case//69 Moskva//PM|NOM//nmod//67 för//PP//case//71 vidarebefordran//NN|UTR|SIN|IND|NOM//obl//63 genom//PP//case//74 sovjetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 myndigheter//NN|UTR|PLU|IND|NOM//nmod//71 till//PP//case//76 Wallenberg//PM|NOM//nmod//74 .//MAD//punct//48
Denna omständighet kan ha bidragit till den svenska utrikesledningens brist på intresse för Raoul Wallenbergs säkerhet under ärendets kritiska inledningsfas. Den 17 januari 1945 underrättades det svenska sändebudet i Moskva, Staffan Söderblom, av Sovjetunionens vice utrikeskommissarie Vladimir G. Dekanozov att Wallenberg påträffats och tagits i beskydd av sovjetiska militärmyndigheter i Budapest. UD utfärdade inga instruktioner för hur Söderblom skulle handlägga frågan om den svenske diplomaten. Man utfärdade heller inga instruktioner till Raoul Wallenberg. I stället lät man omedelbart underrätta de amerikanska och brittiska beskickningarna i Stockholm om beskedet från Moskva.;Varför//HA//advmod//81 UD//PM|NOM//nsubj//81 inte//AB//advmod//81 bad//VB|PRT|AKT//conj//8 Söderblom//PM|NOM//obj//81 framföra//VB|INF|AKT//xcomp//81 denna//DT|UTR|SIN|DEF//det//85 instruktion//NN|UTR|SIN|IND|NOM//obj//83 till//PP//case//87 Wallenberg//PM|NOM//obl//83 framstår//VB|PRS|AKT//advcl//81 som//KN//mark//90 oklart//JJ|POS|NEU|SIN|IND|NOM//xcomp//88 .//MAD//punct//8
Denna omständighet kan ha bidragit till den svenska utrikesledningens brist på intresse för Raoul Wallenbergs säkerhet under ärendets kritiska inledningsfas. Den 17 januari 1945 underrättades det svenska sändebudet i Moskva, Staffan Söderblom, av Sovjetunionens vice utrikeskommissarie Vladimir G. Dekanozov att Wallenberg påträffats och tagits i beskydd av sovjetiska militärmyndigheter i Budapest. UD utfärdade inga instruktioner för hur Söderblom skulle handlägga frågan om den svenske diplomaten. Man utfärdade heller inga instruktioner till Raoul Wallenberg. I stället lät man omedelbart underrätta de amerikanska och brittiska beskickningarna i Stockholm om beskedet från Moskva.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//95 skall//VB|PRS|AKT//aux//95 möjligtvis//AB//advmod//95 ses//VB|INF|SFO//parataxis//8 i//PP//case//97 ljuset//NN|NEU|SIN|DEF|NOM//obl//95 av//PP//mark//101 att//SN//mark//101 man//PN|UTR|SIN|IND|SUB//nsubj//101 såg//VB|PRT|AKT//advcl//95 Wallenberg//PM|NOM//obj//101 som//KN//mark//107 främst//AB|SUV//advmod//107 en//DT|UTR|SIN|IND//det//107 amerikansk//JJ|POS|UTR|SIN|IND|NOM//amod//107 angelägenhet//NN|UTR|SIN|IND|NOM//xcomp//101 .//MAD//punct//8

Desorientering våren 1945;Först//AB//advmod//5 den//DT|UTR|SIN|DEF//det//3 8//RO|NOM//nummod//3 mars//NN|UTR|SIN|IND|NOM//obl//5 1945//RG|NOM//nummod//3 instruerades//VB|PRT|SFO//advcl//31 Söderblom//PM|NOM//nsubj:pass//5 av//PP//case//8 UD//PM|NOM//obl:agent//5 att//IE//mark//13 hos//PP//case//12 sovjetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 myndigheter//NN|UTR|PLU|IND|NOM//obl//13 försöka//VB|INF|AKT//advcl//5 ta//VB|INF|AKT//xcomp//13 reda//PL//compound:prt//14 på//PP//mark//20 vad//HP|NEU|SIN|IND//dislocated//20 som//HP|-|-|-//nsubj//20 egentligen//AB//advmod//20 hänt//VB|SUP|AKT//ccomp//14 Wallenberg//PM|NOM//obj//20 .//MAD//punct//5
Desorientering våren 1945;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 gjorde//VB|PRT|AKT//parataxis//5 dock//AB//advmod//24 inte//AB//advmod//24 Söderblom//PM|NOM//obj//24 .//MAD//punct//24
Desorientering våren 1945;I//PP//advmod//31 stället//NN|NEU|SIN|DEF|NOM//fixed//29 vidarebefordrade//VB|PRT|AKT//ROOT//31 han//PN|UTR|SIN|DEF|SUB//nsubj//31 denna//DT|UTR|SIN|DEF//det//34 instruktion//NN|UTR|SIN|IND|NOM//obj//31 till//PP//case//38 den//DT|UTR|SIN|DEF//det//38 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 beskickningen//NN|UTR|SIN|DEF|NOM//obl//31 i//PP//case//40 Bukarest//PM|NOM//nmod//38 .//MAD//punct//31
Desorientering våren 1945;Den//DT|UTR|SIN|DEF//det//44 12//RG|NOM//nummod//44 mars//NN|UTR|SIN|IND|NOM//obj//45 underrättade//VB|PRT|AKT//parataxis//31 han//PN|UTR|SIN|DEF|SUB//nsubj//45 UD//PM|NOM//obj//45 att//SN//mark//53 förfrågan//NN|UTR|SIN|DEF|NOM//nsubj//53 rörande//PP//case//51 Wallenberg//PM|NOM//nmod//49 nu//AB//advmod//53 låg//VB|PRT|AKT//ccomp//45 hos//PP//case//55 beskickningschefen//NN|UTR|SIN|DEF|NOM//obl//53 i//PP//case//57 Bukarest//PM|NOM//nmod//55 Patrik//PM|NOM//flat//57 Reuterswärd//PM|NOM//flat//58 .//MAD//punct//31
Desorientering våren 1945;Moskvasändebudet//NN|NEU|SIN|DEF|NOM//nsubj//1 hade//VB|PRT|AKT//aux//7 i//PP//case//3 början//NN|UTR|SIN|DEF|NOM//obl//7 av//PP//case//5 mars//NN|UTR|SIN|IND|NOM//nmod//3 1945//RG|NOM//nummod//5 nåtts//VB|SUP|SFO//ROOT//7 av//PP//case//9 information//NN|UTR|SIN|IND|NOM//obl:agent//7 från//PP//case//13 den//DT|UTR|SIN|DEF//det//13 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 legationen//NN|UTR|SIN|DEF|NOM//nmod//9 i//PP//case//15 Bukarest//PM|NOM//nmod//13 som//HP|-|-|-//nsubj//17 gjorde//VB|PRT|AKT//acl:relcl//9 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//21 att//SN//mark//21 Wallenberg//PM|NOM//nsubj//21 försvunnit//VB|SUP|AKT//xcomp//17 i//PP//case//23 bil//NN|UTR|SIN|IND|NOM//obl//21 mot//PP//case//26 okänd//JJ|POS|UTR|SIN|IND|NOM//amod//26 destination//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//7
Desorientering våren 1945;Han//PN|UTR|SIN|DEF|SUB//nsubj//29 såg//VB|PRT|AKT//parataxis//7 härefter//AB//advmod//29 ärendet//NN|NEU|SIN|DEF|NOM//obj//29 som//KN//case//34 en//DT|UTR|SIN|IND//det//34 angelägenhet//NN|UTR|SIN|IND|NOM//obl//29 främst//AB|SUV//advmod//37 för//PP//case//37 Bukarestbeskickningen//PM|NOM//nmod//34 .//MAD//punct//29
Desorientering våren 1945;Söderbloms//PM|GEN//nmod:poss//1 obenägenhet//NN|UTR|SIN|IND|NOM//nsubj:pass//8 att//IE//mark//3 driva//VB|INF|AKT//acl//1 ärendet//NN|NEU|SIN|DEF|NOM//obj//3 i//PP//case//6 Moskva//PM|NOM//obl//3 måste//VB|PRS|AKT//aux//8 ses//VB|INF|SFO//ROOT//8 i//PP//case//10 ljuset//NN|NEU|SIN|DEF|NOM//obl//8 av//PP//mark//17 att//SN//mark//17 han//PN|UTR|SIN|DEF|SUB//nsubj//17 under//PP//case//15 december//NN|UTR|SIN|IND|NOM//obl//17 1944//RG|NOM//nummod//15 rönt//VB|SUP|AKT//advcl//8 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 bakslag//NN|NEU|PLU|IND|NOM//obj//17 i//PP//case//22 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//22 kontakter//NN|UTR|PLU|IND|NOM//obl//17 med//PP//case//24 företrädare//NN|UTR|PLU|IND|NOM//nmod//22 för//PP//case//28 det//DT|NEU|SIN|DEF//det//28 sovjetiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 utrikeskommissariatet//NN|NEU|SIN|DEF|NOM//nmod//24 .//MAD//punct//8
Desorientering våren 1945;Bland//PP//case//31 annat//PN|NEU|SIN|IND|SUB/OBJ//obl//38 hade//VB|PRT|AKT//aux//38 man//PN|UTR|SIN|IND|SUB//nsubj//38 från//PP//case//36 sovjetisk//JJ|POS|UTR|SIN|IND|NOM//amod//36 sida//NN|UTR|SIN|IND|NOM//obl//37 bryskt//AB|POS//advmod//38 hänvisat//VB|SUP|AKT//parataxis//8 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//40 förfrågningar//NN|UTR|PLU|IND|NOM//obj//38 om//PP//case//42 skydd//NN|NEU|SIN|IND|NOM//nmod//40 åt//PP//case//45 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 intressen//NN|NEU|PLU|IND|NOM//nmod//42 i//PP//case//49 de//DT|UTR/NEU|PLU|DEF//det//49 östeuropeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 stridszonerna//NN|UTR|PLU|DEF|NOM//nmod//45 till//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//53 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//53 staternas//NN|UTR|PLU|DEF|GEN//nmod:poss//54 regeringar//NN|UTR|PLU|IND|NOM//nmod//49 .//MAD//punct//8
Desorientering våren 1945;Han//PN|UTR|SIN|DEF|SUB//nsubj//57 fann//VB|PRT|AKT//parataxis//8 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//57 härefter//AB//advmod//57 meningslöst//JJ|POS|NEU|SIN|IND|NOM//xcomp//57 och//KN//cc//63 direkt//AB|POS//advmod//63 riskabelt//JJ|POS|NEU|SIN|IND|NOM//conj//60 att//IE//mark//67 i//PP//case//66 Moskva//PM|NOM//obl//67 driva//VB|INF|AKT//acl//63 ärenden//NN|NEU|PLU|IND|NOM//obj//67 som//HP|-|-|-//nsubj//70 rörde//VB|PRT|AKT//acl:relcl//68 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 intressen//NN|NEU|PLU|IND|NOM//obj//70 i//PP//case//75 de//DT|UTR/NEU|PLU|DEF//det//75 stater//NN|UTR|PLU|IND|NOM//obl//70 som//HP|-|-|-//nsubj:pass//77 kontrollerades//VB|PRT|SFO//acl:relcl//75 av//PP//case//80 sovjetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 trupper//NN|UTR|PLU|IND|NOM//obl:agent//77 .//MAD//punct//57
Desorientering våren 1945;Wallenberg-ärendet//NN|NEU|SIN|DEF|NOM//nsubj//85 var//VB|PRT|AKT//cop//85 endast//AB//advmod//85 ett//RG|NEU|SIN|IND|NOM//parataxis//57 i//PP//case//89 en//DT|UTR|SIN|IND//det//89 hel//JJ|POS|UTR|SIN|IND|NOM//amod//89 serie//NN|UTR|SIN|IND|NOM//nmod//85 av//PP//case//91 ärenden//NN|NEU|PLU|IND|NOM//nmod//89 som//KN//obl//97 Söderblom//PM|NOM//nsubj//97 i//PP//advmod//97 enlighet//NN|UTR|SIN|IND|NOM//fixed//94 härmed//AB//fixed//94 försökte//VB|PRT|AKT//acl:relcl//91 avvisa//VB|INF|AKT//xcomp//97 från//PP//case//101 Moskva-legationens//NN|UTR|SIN|DEF|GEN//nmod:poss//101 jurisdiktion//NN|UTR|SIN|IND|NOM//obl//98 .//MAD//punct//57
