Översyn och internationell utblick;Expertgruppsrapport//NN|UTR|SIN|IND|NOM//ROOT//0
1 Expertgruppens uppdrag m.m.;Inom//PP//case//4 ramen//NN|UTR|SIN|DEF|NOM//fixed//0 för//PP//fixed//0 Grundlagsutredningens//PM|GEN//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//obl//14 att//IE//mark//6 göra//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//9 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//9 översyn//NN|UTR|SIN|IND|NOM//obj//6 av//PP//case//11 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//9 har//VB|PRS|AKT//aux//14 utredningen//NN|UTR|SIN|DEF|NOM//obj//12 tillsatt//VB|SUP|AKT//ROOT//14 Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj:pass//14 för//PP//case//17 översyn//NN|UTR|SIN|IND|NOM//nmod//15 av//PP//case//21 13//RG|NOM//nummod//20 kap.//NN|AN//nmod//21 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//17 .//MAD//punct//14
1 Expertgruppens uppdrag m.m.;Gruppen//NN|UTR|SIN|DEF|NOM//nsubj//25 har//VB|PRS|AKT//aux//25 fått//VB|SUP|AKT//parataxis//14 i//PP//compound:prt//25 uppdrag//NN|NEU|SIN|IND|NOM//fixed//26 att//IE//mark//29 göra//VB|INF|AKT//acl//27 en//DT|UTR|SIN|IND//det//32 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//32 översyn//NN|UTR|SIN|IND|NOM//obj//29 av//PP//case//34 reglerna//NN|UTR|PLU|DEF|NOM//obl//29 i//PP//case//38 13//RG|NOM//nummod//37 kap.//NN|AN//nmod//38 RF//PM|NOM//nmod//34 om//PP//case//40 krig//NN|NEU|SIN|IND|NOM//obl//29 och//KN//cc//42 krigsfara//NN|UTR|SIN|IND|NOM//conj//40 och//KN//cc//45 därvid//AB//advmod//45 presentera//VB|INF|AKT//conj//29 ett//DT|NEU|SIN|IND//det//47 underlag//NN|NEU|SIN|IND|NOM//obj//45 för//PP//case//51 Grundlagsutredningens//PM|GEN//nmod:poss//51 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//51 arbete//NN|NEU|SIN|IND|NOM//nmod//47 .//MAD//punct//25
1 Expertgruppens uppdrag m.m.;En//DT|UTR|SIN|IND//det//55 central//JJ|POS|UTR|SIN|IND|NOM//amod//55 fråga//NN|UTR|SIN|IND|NOM//conj//25 är//VB|PRS|AKT//cop//55 om//SN//compound:prt//25 nu//AB//advmod//60 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 regler//NN|UTR|PLU|IND|NOM//obj//25 om//PP//case//62 krig//NN|NEU|SIN|IND|NOM//nmod//60 och//KN//cc//64 krigsfara//NN|UTR|SIN|IND|NOM//conj//62 är//VB|PRS|AKT//aux:pass//66 anpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//25 till//PP//case//70 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//70 säkerhetspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//70 situation//NN|UTR|SIN|IND|NOM//obl//66 och//KN//cc//73 det//DT|NEU|SIN|DEF//det//73 faktum//NN|NEU|SIN|IND|NOM//conj//25 att//SN//mark//76 Sverige//PM|NOM//nsubj//76 deltar//VB|PRS|AKT//acl//73 med//PP//case//78 trupper//NN|UTR|PLU|IND|NOM//obl//76 i//PP//case//81 fredsbevarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 styrkor//NN|UTR|PLU|IND|NOM//nmod//78 och//KN//cc//85 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 uppdrag//NN|NEU|PLU|IND|NOM//conj//81 .//MAD//punct//25
1 Expertgruppens uppdrag m.m.;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//89 har//VB|PRS|AKT//aux//89 funnit//VB|SUP|AKT//conj//25 anledning//NN|UTR|SIN|IND|NOM//obj//89 att//IE//mark//97 i//PP//case//95 samband//NN|NEU|SIN|IND|NOM//fixed//92 med//PP//fixed//92 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//97 även//AB//advmod//97 behandla//VB|INF|AKT//advcl//89 dels//KN//advmod//99 10//RG|NOM//nummod//100 kap.//NN|AN//nmod//103 9//RG|NOM//nummod//102 §//NN|AN//nmod//103 RF//PM|NOM//obj//97 om//PP//case//106 bl.a.//AB|AN//advmod//106 befogenheten//NN|UTR|SIN|DEF|NOM//obl//97 att//IE//mark//108 sätta//VB|INF|AKT//acl//106 in//PL//compound:prt//108 rikets//NN|NEU|SIN|DEF|GEN//nmod:poss//111 försvarsmakt//NN|UTR|SIN|IND|NOM//obj//108 ,//MID//punct//89 dels//KN//advmod//114 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//120 om//PP//case//116 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//114 i//PP//case//118 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//120 bör//VB|PRS|AKT//aux//120 införas//VB|INF|SFO//conj//25 regler//NN|UTR|PLU|IND|NOM//obj//120 som//HP|-|-|-//nsubj//123 ger//VB|PRS|AKT//acl:relcl//121 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//125 handlingsutrymme//NN|NEU|SIN|IND|NOM//obj//123 för//PP//case//127 statsmakterna//NN|UTR|PLU|DEF|NOM//nmod//125 i//PP//case//129 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//123 (//PAD//punct//123 fredstida//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//123 )//PAD//punct//131 kriser//NN|UTR|PLU|IND|NOM//obj//123 .//MAD//punct//25

2 Uppdragets fullgörande;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 hållit//VB|SUP|AKT//ROOT//2 sju//RG|NOM//nummod//4 sammanträden//NN|NEU|PLU|IND|NOM//obj//2 .//MAD//punct//2
2 Uppdragets fullgörande;Gruppen//NN|UTR|SIN|DEF|NOM//nsubj//8 har//VB|PRS|AKT//aux//8 studerat//VB|SUP|AKT//parataxis//2 innebörden//NN|UTR|SIN|DEF|NOM//obj//8 av//PP//case//14 nu//AB//advmod//14 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 regler//NN|UTR|PLU|IND|NOM//nmod//9 och//KN//cc//16 framväxten//NN|UTR|SIN|DEF|NOM//conj//14 av//PP//case//18 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//16 .//MAD//punct//2
2 Uppdragets fullgörande;Gruppen//NN|UTR|SIN|DEF|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 också//AB//advmod//23 tagit//VB|SUP|AKT//conj//2 del//NN|UTR|SIN|IND|NOM//obj//23 av//PP//case//26 material//NN|NEU|SIN|IND|NOM//nmod//24 rörande//PP//case//29 Sveriges//PM|GEN//nmod:poss//29 försvarspolitik//NN|UTR|SIN|IND|NOM//obl//23 och//KN//cc//32 säkerhetspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 läge//NN|NEU|SIN|IND|NOM//conj//29 över//PP//case//34 tiden//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//23
2 Uppdragets fullgörande;I//PP//case//40 fråga//NN|UTR|SIN|IND|NOM//fixed//36 om//PP//case//40 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 kriser//NN|UTR|PLU|IND|NOM//obl//44 har//VB|PRS|AKT//aux//44 expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//44 också//AB//advmod//44 studerat//VB|SUP|AKT//conj//23 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 utrednings-//NN|UTR|-|-|SMS//obj//44 och//KN//cc//48 lagstiftningsarbete//NN|NEU|SIN|IND|NOM//conj//46 och//KN//cc//51 uppkomna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//51 krissituationer//NN|UTR|PLU|IND|NOM//conj//23 där//HA//advmod//60 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 om//PP//case//55 grundlagsregler//NN|UTR|PLU|IND|NOM//nmod//53 för//PP//case//58 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 kriser//NN|UTR|PLU|IND|NOM//nmod//55 har//VB|PRS|AKT//aux//60 aktualiserats//VB|SUP|SFO//acl:relcl//51 .//MAD//punct//2
2 Uppdragets fullgörande;Expertgruppen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 ansett//VB|SUP|AKT//ROOT//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 vara//VB|INF|AKT//cop//5 viktigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//2 att//IE//mark//15 som//KN//case//9 en//DT|UTR|SIN|IND//det//9 del//NN|UTR|SIN|IND|NOM//nsubj//15 av//PP//case//11 underlaget//NN|NEU|SIN|DEF|NOM//nmod//9 för//PP//case//14 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//14 överväganden//NN|NEU|PLU|IND|NOM//nmod//11 studera//VB|INF|AKT//csubj//5 förhållandena//NN|NEU|PLU|DEF|NOM//obj//15 i//PP//case//20 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 jämförbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 länder//NN|NEU|PLU|IND|NOM//obl//15 .//MAD//punct//2
2 Uppdragets fullgörande;På//PP//case//23 förslag//NN|NEU|SIN|IND|NOM//obl//29 av//PP//case//25 gruppen//NN|UTR|SIN|DEF|NOM//nmod//23 har//VB|PRS|AKT//aux//29 Grundlagsutredningen//NN|UTR|SIN|DEF|NOM//nsubj//29 därför//AB//advmod//29 uppdragit//VB|SUP|AKT//parataxis//2 åt//PP//case//31 fil//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//29
2 Uppdragets fullgörande;dr//NN|AN//nmod//35 .//MAD//punct//33
2 Uppdragets fullgörande;Anna//PM|NOM//nmod//97 Khakee//PM|NOM//flat:name//35 att//IE//mark//38 göra//VB|INF|AKT//acl//35 dels//KN//advmod//41 en//DT|UTR|SIN|IND//det//41 översikt//NN|UTR|SIN|IND|NOM//obj//38 över//PP//case//43 EU//PM|NOM//nmod//41 ://MID//punct//41 s//JJ|AN//case//46 medlemsländers//NN|UTR|PLU|IND|GEN//conj//35 samt//KN//cc//48 Norges//PM|GEN//conj//46 och//KN//cc//50 Schweiz//PM|NOM//conj//46 konstitutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 regler//NN|UTR|PLU|IND|NOM//conj//46 rörande//PP//case//54 krig//NN|NEU|PLU|IND|NOM//nmod//52 ,//MID//punct//56 krissituationer//NN|UTR|PLU|IND|NOM//conj//54 ,//MID//punct//58 undantagstillstånd//NN|NEU|SIN|IND|NOM//conj//54 ,//MID//punct//60 terroristangrepp//NN|NEU|PLU|IND|NOM//conj//54 ,//MID//punct//62 naturkatastrofer//NN|UTR|PLU|IND|NOM//conj//54 och//KN//cc//66 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 extraordinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 förhållanden//NN|NEU|PLU|IND|NOM//conj//54 ,//MID//punct//70 dels//KN//advmod//70 en//DT|UTR|SIN|IND//det//70 studie//NN|UTR|SIN|IND|NOM//conj//35 av//PP//case//72 systemet//NN|NEU|SIN|DEF|NOM//nmod//70 för//PP//case//74 krishantering//NN|UTR|SIN|IND|NOM//nmod//72 på//PP//case//77 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//77 ledningsnivå//NN|UTR|SIN|IND|NOM//nmod//74 i//PP//case//79 Danmark//PM|NOM//nmod//77 ,//MID//punct//81 Finland//PM|NOM//conj//79 ,//MID//punct//83 Norge//PM|NOM//conj//79 ,//MID//punct//85 Frankrike//PM|NOM//conj//79 ,//MID//punct//87 Italien//PM|NOM//conj//79 ,//MID//punct//89 Storbritannien//PM|NOM//conj//79 ,//MID//punct//91 Schweiz//PM|NOM//conj//79 ,//MID//punct//93 Spanien//PM|NOM//conj//79 och//KN//cc//95 Tyskland//PM|NOM//conj//79 .//MAD//punct//35
2 Uppdragets fullgörande;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//100 har//VB|PRS|AKT//aux//100 också//AB//advmod//100 omfattat//VB|SUP|AKT//parataxis//29 att//IE//mark//102 klarlägga//VB|INF|AKT//xcomp//100 om//PP//case//104 Venedigkommissionen//NN|UTR|SIN|DEF|NOM//obl//102 inom//PP//case//106 Europarådet//PM|NOM//nmod//104 har//VB|PRS|AKT//advcl//100 några//DT|UTR/NEU|PLU|IND//det//110 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 rekommendationer//NN|UTR|PLU|IND|NOM//obj//107 på//PP//case//114 de//DT|UTR/NEU|PLU|DEF//det//114 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 områdena//NN|NEU|PLU|DEF|NOM//obl//107 .//MAD//punct//100
2 Uppdragets fullgörande;Anna//PM|NOM//nmod:poss//118 Khakees//PM|GEN//flat//116 studie//NN|UTR|SIN|IND|NOM//nsubj:pass//119 sammanfattas//VB|PRS|SFO//parataxis//100 i//PP//case//122 kapitel//NN|NEU|SIN|IND|NOM//nmod//122 6//RG|NOM//obl//119 i//PP//case//125 expertgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//125 rapport//NN|UTR|SIN|IND|NOM//nmod//122 och//KN//cc//127 fogas//VB|PRS|SFO//conj//100 i//PP//case//130 sin//PS|UTR|SIN|DEF//nmod:poss//130 helhet//NN|UTR|SIN|IND|NOM//obl//127 som//KN//case//132 bilaga//NN|UTR|SIN|IND|NOM//obl//127 till//PP//case//134 rapporten//NN|UTR|SIN|DEF|NOM//obl//127 .//MAD//punct//2

