Sammanfattning;Av//PP//case//2 ovanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 sammanfattning//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//4 rapporten//NN|UTR|SIN|DEF|NOM//nmod//2 framgår//VB|PRS|AKT//ROOT//5 att//SN//mark//35 tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj//35 av//PP//case//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 former//NN|UTR|PLU|IND|NOM//nmod//7 av//PP//case//13 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 skattesatser//NN|UTR|PLU|IND|NOM//nmod//10 ,//MID//punct//16 både//KN//cc//16 permanenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//10 enligt//PP//case//19 bilaga//NN|UTR|SIN|IND|NOM//nmod//19 H//NN|NEU|SIN|IND|NOM//nmod//16 i//PP//case//22 sjätte//RO|NOM//amod//22 direktivet//NN|NEU|SIN|DEF|NOM//obl//16 och//KN//cc//25 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 former//NN|UTR|PLU|IND|NOM//conj//16 av//PP//case//27 övergångsbestämmelser//NN|UTR|PLU|IND|NOM//nmod//25 för//PP//case//32 något//PN|NEU|SIN|IND|SUB/OBJ//det//32 eller//KN//cc//31 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//29 länder//NN|NEU|PLU|IND|NOM//nmod//27 ,//MID//punct//10 är//VB|PRS|AKT//cop//35 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//5 .//MAD//punct//35
4.4.3 Mervärdesskattesatser i övriga världen;81//RG|NOM//nummod//12 procent//NN|UTR|PLU|IND|NOM//nsubj//19 av//PP//case//15 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//15 länder//NN|NEU|PLU|IND|NOM//nmod//12 som//HP|-|-|-//nsubj//17 tillämpar//VB|PRS|AKT//acl:relcl//15 moms//NN|UTR|SIN|IND|NOM//obj//17 tillämpar//VB|PRS|AKT//parataxis//6 högst//AB|SUV//advmod//21 två//RG|NOM//nummod//22 skattesatser//NN|UTR|PLU|IND|NOM//obj//19 .//MAD//punct//6
4.4.3 Mervärdesskattesatser i övriga världen;Fördelningen//NN|UTR|SIN|DEF|NOM//nsubj//33 mellan//PP//case//27 en//DT|UTR|SIN|IND//det//27 skattesats//NN|UTR|SIN|IND|NOM//nmod//24 och//KN//cc//30 två//RG|NOM//nummod//30 skattesatser//NN|UTR|PLU|IND|NOM//conj//27 är//VB|PRS|AKT//cop//33 51//RG|NOM//nummod//33 procent//NN|UTR|PLU|IND|NOM//parataxis//6 respektive//AB//cc//36 30//RG|NOM//nummod//36 procent//NN|UTR|PLU|IND|NOM//conj//33 .//MAD//punct//33
4.4.3 Mervärdesskattesatser i övriga världen;Över//PP//advmod//39 hälften//NN|UTR|SIN|DEF|NOM//appos//33 av//PP//case//42 alla//DT|UTR/NEU|PLU|IND/DEF//det//42 länder//NN|NEU|PLU|IND|NOM//nmod//39 i//PP//case//44 världen//NN|UTR|SIN|DEF|NOM//nmod//42 som//HP|-|-|-//nsubj//46 tillämpar//VB|PRS|AKT//acl:relcl//42 mervärdesskatt//NN|UTR|SIN|IND|NOM//obj//46 tillämpar//VB|PRS|AKT//xcomp//6 således//AB//advmod//48 en//DT|UTR|SIN|IND//det//52 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//52 skattesats//NN|UTR|SIN|IND|NOM//obj//48 .//MID//punct//6
4.4.3 Mervärdesskattesatser i övriga världen;Tre//RG|NOM//nummod//55 skattesatser//NN|UTR|PLU|IND|NOM//nsubj:pass//56 tillämpas//VB|PRS|SFO//parataxis//6 av//PP//case//59 13//RG|NOM//nummod//59 procent//NN|UTR|PLU|IND|NOM//obl:agent//56 av//PP//case//61 länderna//NN|NEU|PLU|DEF|NOM//nmod//59 medan//SN//mark//69 fyra//RG|NOM//nummod//68 ,//MID//punct//63 fem//RG|NOM//nummod//68 och//KN//cc//67 sex//RG|NOM//conj//65 skattesatser//NN|UTR|PLU|IND|NOM//nsubj:pass//69 tillämpas//VB|PRS|SFO//advcl//56 av//PP//case//71 5//RG|NOM//nummod//77 ,//MID//punct//71 1//RG|NOM//nummod//71 ,//MID//punct//71 respektive//AB//cc//77 0//RG|NOM//nummod//77 procent//NN|UTR|PLU|IND|NOM//obl//69 av//PP//case//79 länderna//NN|NEU|PLU|DEF|NOM//nmod//77 .//MAD//punct//6
4.4.3 Mervärdesskattesatser i övriga världen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 framgår//VB|PRS|AKT//ROOT//1 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 är//VB|PRS|AKT//cop//5 strukturen//NN|UTR|SIN|DEF|NOM//nsubj//6 skiljer//VB|PRS|AKT//csubj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//6 åt//PL//compound:prt//6 mellan//PP//case//10 delar//NN|UTR|PLU|IND|NOM//obl//6 av//PP//case//12 världen//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//6
4.4.3 Mervärdesskattesatser i övriga världen;I//PP//case//15 genomsnitt//NN|NEU|SIN|IND|NOM//obl//16 tas//VB|PRS|SFO//conj//6 den//DT|UTR|SIN|DEF//det//19 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//19 mervärdesskatten//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 ut//AB//advmod//16 i//PP//case//22 Västeuropa//PM|NOM//obl//16 och//KN//cc//25 är//VB|PRS|AKT//cop//25 lägst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//conj//16 i//PP//case//27 Asien//PM|NOM//nmod//25 och//KN//cc//29 Stilla//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//27 havsområdet//NN|NEU|SIN|DEF|NOM//conj//27 .//MAD//punct//16
4.4.3 Mervärdesskattesatser i övriga världen;Länder//NN|NEU|PLU|IND|NOM//nsubj//39 i//PP//case//34 Västeuropa//PM|NOM//nmod//32 ,//MID//punct//36 Nordafrika//PM|NOM//conj//34 och//KN//cc//38 mellanöstern//NN|UTR|SIN|DEF|NOM//conj//34 tillämpar//VB|PRS|AKT//conj//6 flest//JJ|SUV|UTR/NEU|PLU|IND|NOM//amod//41 skattesatser//NN|UTR|PLU|IND|NOM//obj//39 .//MAD//punct//1

4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;I//PP//case//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 ingår//VB|PRS|AKT//ROOT//3 att//IE//mark//5 analysera//VB|INF|AKT//xcomp//3 skattesatsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//7 struktur//NN|UTR|SIN|IND|NOM//obj//5 utifrån//PP//case//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 aspekter//NN|UTR|PLU|IND|NOM//obl//5 .//MAD//punct//3
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;I//PP//case//14 det//DT|NEU|SIN|DEF//det//14 arbetet//NN|NEU|SIN|DEF|NOM//obl//17 var//VB|PRT|AKT//cop//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 naturligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//3 för//PP//case//19 utredningen//NN|UTR|SIN|DEF|NOM//obl//17 att//IE//mark//21 fundera//VB|INF|AKT//acl//19 på//PP//compound:prt//21 om//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 fanns//VB|PRT|SFO//amod//26 länder//NN|NEU|PLU|IND|NOM//nsubj//3 som//HP|-|-|-//nsubj//28 tillämpade//VB|PRT|AKT//acl:relcl//26 mervärdesskattesystem//NN|NEU|PLU|IND|NOM//obj//28 som//HP|-|-|-//dislocated//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 gick//VB|PRT|AKT//acl:relcl//29 att//IE//mark//34 dra//VB|INF|AKT//csubj//32 lärdom//NN|UTR|SIN|IND|NOM//obj//34 av//PP//case//34 .//MAD//punct//26
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;I//PP//case//40 det//DT|NEU|SIN|DEF//det//40 arbetet//NN|NEU|SIN|DEF|NOM//obl//43 har//VB|PRS|AKT//aux//43 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//43 valt//VB|SUP|AKT//acl:relcl//26 att//IE//mark//46 närmare//AB|KOM//advmod//46 studera//VB|INF|AKT//advcl//43 två//RG|NOM//nummod//48 länder//NN|NEU|PLU|IND|NOM//obj//46 ,//MID//punct//48 Danmark//PM|NOM//appos//48 och//KN//cc//52 Slovakien//PM|NOM//conj//50 .//MAD//punct//3
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//56 har//VB|PRS|AKT//aux//56 tagit//VB|SUP|AKT//parataxis//3 del//NN|UTR|SIN|IND|NOM//obj//56 av//PP//case//60 skriftligt//JJ|POS|NEU|SIN|IND|NOM//amod//60 material//NN|NEU|SIN|IND|NOM//nmod//57 samt//KN//cc//63 har//VB|PRS|AKT//aux//63 kompletterat//VB|SUP|AKT//conj//56 dessa//DT|UTR/NEU|PLU|DEF//det//65 uppgifter//NN|UTR|PLU|IND|NOM//obj//63 med//PP//case//67 besök//NN|NEU|PLU|IND|NOM//nmod//65 i//PP//case//70 vartdera//RO|NOM//amod//70 landet//NN|NEU|SIN|DEF|NOM//nmod//67 .//MAD//punct//56
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 som//HP|-|-|-//nsubj//2 medförde//VB|PRT|AKT//acl:relcl//0 att//SN//mark//5 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 valde//VB|PRT|AKT//ccomp//2 dessa//DT|UTR/NEU|PLU|DEF//det//8 två//RG|NOM//nummod//8 länder//NN|NEU|PLU|IND|NOM//obj//5 var//VB|PRT|AKT//ROOT//9 att//SN//mark//16 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//12 länderna//NN|NEU|PLU|DEF|NOM//nsubj//16 i//PP//case//14 princip//NN|UTR|SIN|IND|NOM//nmod//12 enbart//AB//advmod//16 tillämpar//VB|PRS|AKT//ccomp//9 en//DT|UTR|SIN|IND//det//18 mervärdesskatteskattesats//NN|UTR|SIN|IND|NOM//obj//16 .//MAD//punct//9
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;Att//IE//mark//21 titta//VB|INF|AKT//ccomp//9 närmare//AB|KOM//advmod//21 på//PP//case//25 något//DT|NEU|SIN|IND//det//25 land//NN|NEU|SIN|IND|NOM//obl//21 som//HP|-|-|-//mark//29 liksom//PP//mark//29 Sverige//PM|NOM//nsubj//29 tillämpar//VB|PRS|AKT//acl:relcl//25 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//31 skattesatser//NN|UTR|PLU|IND|NOM//obj//29 har//VB|PRS|AKT//aux//34 inte//AB//advmod//34 ansetts//VB|SUP|SFO//conj//9 ändamålsenligt//JJ|POS|NEU|SIN|IND|NOM//advmod//34 i//PP//case//38 detta//DT|NEU|SIN|DEF//det//38 skede//NN|NEU|SIN|IND|NOM//obl//34 .//MAD//punct//9
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;Länder//NN|NEU|PLU|IND|NOM//nsubj//49 som//HP|-|-|-//nsubj//42 tillämpar//VB|PRS|AKT//acl:relcl//40 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//44 skattesatser//NN|UTR|PLU|IND|NOM//obj//42 har//VB|PRS|AKT//aux//49 i//PP//case//47 princip//NN|UTR|SIN|IND|NOM//obl//49 samma//DT|UTR/NEU|SIN/PLU|IND//det//49 situation//NN|UTR|SIN|IND|NOM//parataxis//9 som//KN//mark//51 Sverige//PM|NOM//xcomp//49 .//MAD//punct//49
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;I//PP//case//54 likhet//NN|UTR|SIN|IND|NOM//obl//57 med//PP//case//56 Sverige//PM|NOM//nmod//54 förekommer//VB|PRS|AKT//advcl//9 gränsdragningsproblem//NN|NEU|PLU|IND|NOM//nsubj//57 och//KN//cc//60 bakgrunden//NN|UTR|SIN|DEF|NOM//conj//58 till//PP//case//62 nedsättningarna//NN|UTR|PLU|DEF|NOM//nmod//60 är//VB|PRS|AKT//cop//65 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 beslut//NN|NEU|PLU|IND|NOM//nsubj//57 som//HP|-|-|-//nsubj//68 ofta//AB|POS//advmod//68 haft//VB|SUP|AKT//acl:relcl//65 som//KN//mark//70 avsikt//NN|UTR|SIN|IND|NOM//xcomp//68 att//IE//mark//74 genom//PP//case//73 momssystemet//NN|NEU|SIN|DEF|NOM//obl//74 styra//VB|INF|AKT//advcl//68 konsumtion//NN|UTR|SIN|IND|NOM//obj//74 eller//KN//cc//77 produktion//NN|UTR|SIN|IND|NOM//conj//75 i//PP//case//80 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 avseenden//NN|NEU|PLU|IND|NOM//obl//74 .//MAD//punct//9
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;För//PP//case//4 det//DT|NEU|SIN|DEF//fixed//0 fall//NN|NEU|SIN|IND|NOM//fixed//0 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 inriktning//NN|UTR|SIN|IND|NOM//obl//20 i//PP//case//6 slutbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 är//VB|PRS|AKT//cop//4 att//IE//mark//9 åstadkomma//VB|INF|AKT//csubj//4 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 gränsdragningar//NN|UTR|PLU|IND|NOM//obj//9 än//KN//mark//13 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//11 genom//PP//case//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//16 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 justeringar//NN|UTR|PLU|IND|NOM//obl//9 kan//VB|PRS|AKT//aux//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 finnas//VB|INF|SFO//ROOT//20 intresse//NN|NEU|SIN|IND|NOM//obj//20 att//IE//mark//23 se//VB|INF|AKT//acl//21 hur//HA//advmod//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 länder//NN|NEU|PLU|IND|NOM//nsubj//32 som//HP|-|-|-//nsubj//28 tillämpar//VB|PRS|AKT//acl:relcl//26 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 skattesatser//NN|UTR|PLU|IND|NOM//obj//28 har//VB|PRS|AKT//aux//32 hanterat//VB|SUP|AKT//ccomp//23 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 situationer//NN|UTR|PLU|IND|NOM//obj//32 för//PP//mark//41 att//IE//mark//41 på//PP//case//40 detta//DT|NEU|SIN|DEF//det//40 sätt//NN|NEU|SIN|IND|NOM//obl//41 få//VB|INF|AKT//advcl//32 idéer//NN|UTR|PLU|IND|NOM//obj//41 till//PP//case//45 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 regler//NN|UTR|PLU|IND|NOM//obl//41 .//MAD//punct//20
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;Det//DT|NEU|SIN|DEF//det//1 länder//NN|NEU|SIN|IND|NOM//nsubj//8 som//HP|-|-|-//obl//5 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 tittat//VB|SUP|AKT//acl:relcl//1 närmare//AB|KOM//advmod//5 på//PP//case//2 skiljer//VB|PRS|AKT//ROOT//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 åt//PL//compound:prt//8 i//PP//case//14 ett//DT|NEU|SIN|IND//det//14 väsentligt//JJ|POS|NEU|SIN|IND|NOM//amod//14 avseende//NN|NEU|SIN|IND|NOM//obl//8 .//MAD//punct//8
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;Danmark//PM|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 under//PP//case//21 mycket//AB|POS//advmod//20 lång//JJ|POS|UTR|SIN|IND|NOM//amod//21 tid//NN|UTR|SIN|IND|NOM//obl//23 enbart//AB//advmod//23 tillämpat//VB|SUP|AKT//parataxis//8 en//DT|UTR|SIN|IND//det//25 skattesats//NN|UTR|SIN|IND|NOM//obj//23 .//MAD//punct//23
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;Den//DT|UTR|SIN|DEF//det//28 information//NN|UTR|SIN|IND|NOM//nsubj//49 som//HP|-|-|-//obl//35 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//35 i//PP//advmod//35 första//RO|NOM//fixed//31 hand//NN|UTR|SIN|IND|NOM//fixed//31 varit//VB|SUP|AKT//cop//35 intresserad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//28 av//PP//mark//38 att//IE//mark//38 få//VB|INF|AKT//acl//35 del//NN|UTR|SIN|IND|NOM//obj//38 av//PP//compound:prt//38 genom//PP//mark//43 att//IE//mark//43 studera//VB|INF|AKT//advcl//38 Danmark//PM|NOM//obj//43 är//VB|PRS|AKT//cop//49 hur//HA//advmod//49 man//PN|UTR|SIN|IND|SUB//nsubj//49 har//VB|PRS|AKT//aux//49 resonerat//VB|SUP|AKT//parataxis//23 när//HA//mark//53 man//PN|UTR|SIN|IND|SUB//nsubj//53 enbart//AB//advmod//53 tillämpat//VB|SUP|AKT//advcl//49 en//DT|UTR|SIN|IND//det//55 skattesats//NN|UTR|SIN|IND|NOM//obj//53 under//PP//case//59 så//AB//advmod//58 lång//JJ|POS|UTR|SIN|IND|NOM//amod//59 tid//NN|UTR|SIN|IND|NOM//obl//53 trots//PP//mark//63 att//SN//mark//63 situationen//NN|UTR|SIN|DEF|NOM//nsubj//63 sett//VB|SUP|AKT//advcl//53 helt//AB|POS//advmod//65 annorlunda//AB//xcomp//63 ut//PL//compound:prt//63 i//PP//case//69 närliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 länder//NN|NEU|PLU|IND|NOM//obl//63 .//MAD//punct//23
4.5 Erfarenheter från länder inom EU som inte tillämpar reducerade skattesatser;En//DT|UTR|SIN|IND//det//73 intressant//JJ|POS|UTR|SIN|IND|NOM//amod//73 fråga//NN|UTR|SIN|IND|NOM//appos//23 är//VB|PRS|AKT//cop//73 i//PP//case//76 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//74 om//SN//mark//79 Danmark//PM|NOM//nsubj//79 valt//VB|SUP|AKT//advcl//73 en//DT|UTR|SIN|IND//det//82 annan//JJ|POS|UTR|SIN|IND|NOM//amod//82 väg//NN|UTR|SIN|IND|NOM//obj//79 att//IE//mark//84 stödja//VB|INF|AKT//acl//82 de//DT|UTR/NEU|PLU|DEF//det//86 sektorer//NN|UTR|PLU|IND|NOM//obj//84 som//HP|-|-|-//obj//90 Sverige//PM|NOM//nsubj//90 nu//AB//advmod//90 gynnar//VB|PRS|AKT//acl:relcl//86 genom//PP//case//92 momssystemet//NN|NEU|SIN|DEF|NOM//obl//90 .//MAD//punct//23
