Vårt uppdrag;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 huvuduppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//IE//mark//4 se//VB|INF|AKT//ccomp//2 över//PL//case//8 den//DT|UTR|SIN|DEF//det//8 s.k.//AB|AN//amod//8 registerlagstiftningen//NN|UTR|SIN|DEF|NOM//obl//4 och//KN//cc//10 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//8 därmed//AB//advmod//4 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 frågor//NN|UTR|PLU|IND|NOM//obj//4 .//MAD//punct//2
Frågan om en grundlagsändring;Med//PP//case//21 överskottsinformation//NN|UTR|SIN|IND|NOM//obl//22 avses//VB|PRS|SFO//parataxis//4 i//PP//case//25 detta//DT|NEU|SIN|DEF//det//25 sammanhang//NN|NEU|SIN|IND|NOM//obl//22 externt//AB|POS//advmod//27 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//amod//28 information//NN|UTR|SIN|IND|NOM//obl//22 som//KN//case//32 en//DT|UTR|SIN|IND//det//32 mottagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 myndighet//NN|UTR|SIN|IND|NOM//nmod//28 (//PAD//punct//34 mottagarmyndighet//NN|UTR|SIN|IND|NOM//appos//32 )//PAD//punct//34 vid//PP//case//37 direktåtkomst//NN|UTR|SIN|IND|NOM//advmod//22 eller//KN//cc//41 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 tillgång//NN|UTR|SIN|IND|NOM//conj//37 till//PP//case//45 en//DT|UTR|SIN|IND//det//45 annan//JJ|POS|UTR|SIN|IND|NOM//amod//45 myndighets//NN|UTR|SIN|IND|GEN//obl//22 (//PAD//punct//45 värdmyndighet//NN|UTR|SIN|IND|NOM//appos//45 )//PAD//punct//45 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 informationssamling//NN|UTR|SIN|IND|NOM//nsubj//53 tekniskt//AB|POS//advmod//52 sett//PC|PRF|NEU|SIN|IND|NOM//acl//50 har//VB|PRS|AKT//conj//22 tillgång//NN|UTR|SIN|IND|NOM//obj//53 till//PP//case//58 men//KN//fixed//55 som//KN//fixed//55 mottagarmyndigheten//NN|UTR|SIN|DEF|NOM//obl//53 ,//MID//punct//58 av//PP//case//61 hänsyn//NN|UTR|SIN|IND|NOM//nmod//58 till//PP//case//63 värnandet//NN|NEU|SIN|DEF|NOM//nmod//61 om//PP//case//66 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 registrerades//VB|PRT|SFO//nmod//61 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 integritet//NN|UTR|SIN|IND|NOM//conj//58 ,//MID//punct//72 inte//AB//advmod//72 får//VB|PRS|AKT//aux//72 använda//VB|INF|AKT//advcl//53 i//PP//case//76 ett//DT|NEU|SIN|IND//det//76 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//76 fall//NN|NEU|SIN|IND|NOM//obl//72 eller//KN//cc//78 ta//VB|INF|AKT//conj//72 del//NN|UTR|SIN|IND|NOM//obj//78 av//PP//compound:prt//78 utan//PP//mark//87 att//SN//mark//87 t.ex.//AB|AN//advmod//85 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//87 är//VB|PRS|AKT//cop//87 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//78 .//MAD//punct//72
Frågan om en grundlagsändring;Med//PP//case//90 överskottsinformation//NN|UTR|SIN|IND|NOM//obl//91 avses//VB|PRS|SFO//conj//22 också//AB//advmod//91 information//NN|UTR|SIN|IND|NOM//nsubj:pass//91 som//HP|-|-|-//obj//97 mottagarmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//97 visserligen//AB//advmod//97 får//VB|PRS|AKT//acl:relcl//93 men//KN//cc//102 ännu//AB//advmod//102 inte//AB//advmod//102 har//VB|PRS|AKT//aux//102 använt//VB|SUP|AKT//conj//97 i//PP//case//105 sin//PS|UTR|SIN|DEF//nmod:poss//105 verksamhet//NN|UTR|SIN|IND|NOM//obl//102 .//MAD//punct//22
Frågan om en grundlagsändring;Överskottsinformation//NN|UTR|SIN|IND|NOM//nsubj//108 uppstår//VB|PRS|AKT//parataxis//22 därför//AB//advmod//108 att//SN//fixed//109 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//115 när//HA//mark//115 en//DT|UTR|SIN|IND//det//114 direktåtkomst//NN|UTR|SIN|IND|NOM//nsubj:pass//115 etableras//VB|PRS|SFO//advcl//108 inte//AB//advmod//115 går//VB|PRS|AKT//conj//108 att//IE//mark//121 på//PP//advmod//121 förhand//NN|UTR|SIN|IND|NOM//fixed//119 avgöra//VB|INF|AKT//advcl//117 exakt//AB|POS//advmod//121 vilka//HD|UTR/NEU|PLU|IND//det//125 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 uppgifter//NN|UTR|PLU|IND|NOM//obj//121 i//PP//case//129 en//DT|UTR|SIN|IND//det//128 värdmyndighets//NN|UTR|SIN|IND|GEN//nmod:poss//129 informationssamling//NN|UTR|SIN|IND|NOM//obl//121 som//KN//mark//132 en//DT|UTR|SIN|IND//det//132 mottagarmyndighet//NN|UTR|SIN|IND|NOM//acl//129 i//PP//case//135 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//135 fall//NN|NEU|PLU|IND|NOM//nmod//132 vid//PP//case//137 ärendehandläggning//NN|UTR|SIN|IND|NOM//nmod//135 m.m.//AB|AN//conj//129 kommer//VB|PRS|AKT//aux//141 att//IE//mark//141 behöva//VB|INF|AKT//advcl//108 ta//VB|INF|AKT//xcomp//141 del//NN|UTR|SIN|IND|NOM//obj//142 av//PP//compound:prt//142 .//MAD//punct//108
Frågan om en grundlagsändring;En//DT|UTR|SIN|IND//det//147 mottagarmyndighet//NN|UTR|SIN|IND|NOM//nsubj//151 kan//VB|PRS|AKT//aux//151 alltså//AB//advmod//151 ofta//AB|POS//advmod//151 ha//VB|INF|AKT//conj//108 direktåtkomst//NN|UTR|SIN|IND|NOM//obj//151 till//PP//case//154 uppgifter//NN|UTR|PLU|IND|NOM//obl//151 om//PP//case//156 personer//NN|UTR|PLU|IND|NOM//obl//151 som//HP|-|-|-//nsubj//158 visar//VB|PRS|AKT//acl:relcl//156 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//158 aldrig//AB//advmod//161 bli//VB|INF|AKT//xcomp//158 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//161 i//PP//case//165 mottagarmyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//165 verksamhet//NN|UTR|SIN|IND|NOM//obl//161 .//MAD//punct//22
Frågan om en grundlagsändring;Enligt//PP//case//2 tryckfrihetsförordningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 definition//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//6 begreppet//NN|NEU|SIN|DEF|NOM//nmod//6 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//6 handling//NN|UTR|SIN|IND|NOM//nmod//2 spelar//VB|PRS|AKT//ROOT//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 ingen//DT|UTR|SIN|IND//det//10 roll//NN|UTR|SIN|IND|NOM//obj//7 om//SN//case//12 mottagarmyndigheten//NN|UTR|SIN|DEF|NOM//nmod//10 i//PP//case//16 ett//DT|NEU|SIN|IND//det//16 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//16 fall//NN|NEU|SIN|IND|NOM//nmod//12 utnyttjar//VB|PRS|AKT//conj//7 sin//PS|UTR|SIN|DEF//nmod:poss//20 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 möjlighet//NN|UTR|SIN|IND|NOM//obj//17 att//IE//mark//22 ta//VB|INF|AKT//acl//20 fram//PL//compound:prt//22 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 uppgifter//NN|UTR|PLU|IND|NOM//obj//22 för//PP//case//28 t.ex.//AB|AN//advmod//28 läsning//NN|UTR|SIN|IND|NOM//obl//22 eller//KN//cc//31 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//31 lagring//NN|UTR|SIN|IND|NOM//conj//28 i//PP//case//35 det//DT|NEU|SIN|DEF//det//35 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 informationssystemet//NN|NEU|SIN|DEF|NOM//nmod//31 .//MID//punct//7
Frågan om en grundlagsändring;Redan//AB//advmod//38 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//42 att//IE//mark//40 göra//VB|INF|AKT//acl//38 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//40 medför//VB|PRS|AKT//parataxis//7 att//SN//mark//45 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//45 anses//VB|PRS|SFO//ccomp//42 vara//VB|INF|AKT//cop//49 inkommen//PC|PRF|UTR|SIN|IND|NOM//nmod:poss//49 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//49 handling//NN|UTR|SIN|IND|NOM//xcomp//45 .//MAD//punct//7
Frågan om en grundlagsändring;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//2 kan//VB|PRS|AKT//aux//2 få//VB|INF|AKT//ROOT//2 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 konsekvenser//NN|UTR|PLU|IND|NOM//obj//2 för//PP//case//8 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//nmod:poss//8 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 integritet//NN|UTR|SIN|IND|NOM//obl//2 att//SN//mark//14 överskottsinformation//NN|UTR|SIN|IND|NOM//nsubj//14 på//PP//case//13 detta//DT|NEU|SIN|DEF//det//13 sätt//NN|NEU|SIN|IND|NOM//nmod//10 blir//VB|PRS|AKT//advcl//2 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//16 handling//NN|UTR|SIN|IND|NOM//xcomp//14 hos//PP//case//18 mottagarmyndigeter//NN|UTR|PLU|IND|NOM//obl//14 redan//AB//advmod//14 då//HA//advmod//14 den//DT|UTR|SIN|DEF//det//23 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 möjligheten//NN|UTR|SIN|DEF|NOM//xcomp//14 att//IE//mark//25 ta//VB|INF|AKT//acl//23 fram//PL//compound:prt//25 och//KN//cc//28 ta//VB|INF|AKT//conj//25 del//NN|UTR|SIN|IND|NOM//obj//28 av//PP//case//31 informationen//NN|UTR|SIN|DEF|NOM//nmod//29 uppstår//VB|PRS|AKT//conj//2 .//MAD//punct//2
Frågan om en grundlagsändring;Problemet//NN|NEU|SIN|DEF|NOM//nsubj//35 ligger//VB|PRS|AKT//parataxis//2 främst//AB|SUV//advmod//35 i//PP//case//41 den//DT|UTR|SIN|DEF//det//41 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//41 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 tillgängligheten//NN|UTR|SIN|DEF|NOM//obl//35 av//PP//case//43 information//NN|UTR|SIN|IND|NOM//nmod//41 om//PP//case//45 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//43 som//KN//case//47 vidarespridning//NN|UTR|SIN|IND|NOM//nmod//43 över//PP//case//49 myndighetsgränser//NN|UTR|PLU|IND|NOM//nmod//47 av//PP//case//53 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 mängder//NN|UTR|PLU|IND|NOM//nmod//53 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//49 innebär//VB|PRS|AKT//conj//35 .//MAD//punct//35
Frågan om en grundlagsändring;Vidare//AB|KOM//advmod//35 är//VB|PRS|AKT//cop//62 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 knappast//AB|SUV//advmod//62 en//DT|UTR|SIN|IND//det//62 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 ordning//NN|UTR|SIN|IND|NOM//conj//2 att//SN//mark//67 en//DT|UTR|SIN|IND//det//65 mottagarmyndighet//NN|UTR|SIN|IND|NOM//nsubj//67 är//VB|PRS|AKT//cop//67 skyldig//JJ|POS|UTR|SIN|IND|NOM//csubj//62 enligt//PP//case//69 tryckfrihetsförordningen//NN|UTR|SIN|DEF|NOM//obl//67 att//IE//mark//71 söka//VB|INF|AKT//acl//69 fram//PL//compound:prt//71 ,//MID//punct//74 sekretesspröva//VB|INF|AKT//conj//71 och//KN//cc//77 kanske//AB//advmod//77 lämna//VB|INF|AKT//conj//71 ut//PL//compound:prt//77 överskottsinformation//NN|UTR|SIN|IND|NOM//obj//77 trots//PP//mark//85 att//SN//mark//85 mottagarmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//85 själv//JJ|POS|UTR|SIN|IND|NOM//nmod//82 inte//AB//advmod//85 har//VB|PRS|AKT//advcl//77 eller//KN//cc//88 har//VB|PRS|AKT//aux//88 haft//VB|SUP|AKT//conj//85 något//DT|NEU|SIN|IND//det//90 intresse//NN|NEU|SIN|IND|NOM//obj//88 av//PP//case//92 informationen//NN|UTR|SIN|DEF|NOM//nmod//90 i//PP//case//95 sin//PS|UTR|SIN|DEF//nmod:poss//95 verksamhet//NN|UTR|SIN|IND|NOM//nmod//92 och//KN//cc//101 kanske//AB//advmod//101 inte//AB//advmod//101 heller//AB//advmod//101 ens//AB//advmod//101 har//VB|PRS|AKT//conj//2 laglig//JJ|POS|UTR|SIN|IND|NOM//amod//103 rätt//NN|UTR|SIN|IND|NOM//obj//101 att//IE//mark//108 för//PP//case//107 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//107 del//NN|UTR|SIN|IND|NOM//obl//108 ta//VB|INF|AKT//acl//103 del//NN|UTR|SIN|IND|NOM//obj//108 av//PP//case//111 den//DT|UTR|SIN|DEF//nmod//109 i//PP//case//114 sin//PS|UTR|SIN|DEF//nmod:poss//114 verksamhet//NN|UTR|SIN|IND|NOM//obl//108 .//MAD//punct//2
Frågan om en grundlagsändring;Enligt//PP//case//2 vår//PS|UTR|SIN|DEF//nmod:poss//2 mening//NN|UTR|SIN|IND|NOM//obl//3 talar//VB|PRS|AKT//ROOT//3 principiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 skäl//NN|NEU|PLU|IND|NOM//obj//3 för//PP//mark//12 att//SN//mark//12 överskottsinformation//NN|UTR|SIN|IND|NOM//nsubj:pass//12 vid//PP//case//10 direktåtkomst//NN|UTR|SIN|IND|NOM//nmod//8 borde//VB|PRT|AKT//aux//12 undantas//VB|INF|SFO//advcl//3 från//PP//mark//17 att//IE//mark//17 vara//VB|INF|AKT//cop//17 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//17 handling//NN|UTR|SIN|IND|NOM//obl//12 hos//PP//case//19 mottagarmyndigheter//NN|UTR|PLU|IND|NOM//nmod//17 .//MAD//punct//3
Frågan om en grundlagsändring;Vi//PN|UTR|PLU|DEF|SUB//nsubj//25 har//VB|PRS|AKT//aux//25 därför//AB//advmod//25 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//25 övervägt//PC|PRF|NEU|SIN|IND|NOM//parataxis//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 sätt//NN|NEU|PLU|IND|NOM//obj//25 att//IE//mark//30 införa//VB|INF|AKT//acl//28 ett//DT|NEU|SIN|IND//det//32 undantag//NN|NEU|SIN|IND|NOM//obj//30 .//MAD//punct//3
