Logistik för högre försvarsberedskap;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//23 1//RO|NOM//nummod//23 oktober//NN|UTR|SIN|IND|NOM//obl//24 anställdes//VB|PRT|SFO//parataxis//4 utredare//NN|UTR|SIN|IND|NOM//nmod//26 Katarina//PM|NOM//nsubj:pass//24 Johansson//PM|NOM//flat//26 ,//MID//punct//26 Statskontoret//NN|NEU|SIN|DEF|NOM//conj//26 ,//MID//punct//35 och//KN//cc//35 den//DT|UTR|SIN|DEF//det//34 1//RO|NOM//nummod//34 november//NN|UTR|SIN|IND|NOM//obl//35 utredare//NN|UTR|SIN|IND|NOM//compound//37 Ellen//PM|NOM//compound//37 Rova//PM|NOM//nsubj:pass//24 ,//MID//punct//39 Ekonomistyrningsverket//PM|NOM//conj//37 ,//MID//punct//42 som//KN//case//42 sekreterare//NN|UTR|SIN|IND|NOM//obl:agent//24 .//MAD//punct//4
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//2 1//RO|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//obl//4 2016//RG|NOM//nummod//2 anställdes//VB|PRT|SFO//ROOT//4 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//6 Robert//PM|NOM//nsubj:pass//4 Ihrfors//PM|NOM//flat:name//6 på//PP//compound:prt//4 nytt//AB|POS//fixed//8 som//KN//case//11 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 .//MAD//punct//4
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//2 3//RO|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 2016//RG|NOM//nummod//2 entledigades//VB|PRT|SFO//ROOT//4 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//6 Katja//PM|NOM//nsubj:pass//4 Anell//PM|NOM//flat:name//6 från//PP//case//9 uppdraget//NN|NEU|SIN|DEF|NOM//obl//4 som//KN//mark//11 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
Till statsrådet Peter Hultqvist;Samma//DT|UTR/NEU|SIN/PLU|IND//det//14 dag//NN|UTR|SIN|IND|NOM//obl//15 förordnades//VB|PRT|SFO//parataxis//4 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//17 Julia//PM|NOM//nsubj//15 Hagberg//PM|NOM//flat:name//17 ,//MID//punct//20 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//17 ,//MID//punct//20 som//KN//case//23 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//15 .//MAD//punct//4
Till statsrådet Peter Hultqvist;Härmed//AB//advmod//1 överlämnar//VB|PRS|AKT//ROOT//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Logistik//NN|UTR|SIN|IND|NOM//obj//1 för//PP//case//7 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 försvarsberedskap//NN|UTR|SIN|IND|NOM//obl//1  //_SP////7 (//PAD//punct//7 SOU//PM|NOM//appos//7 2016:88//RG|NOM//punct//1 )//PAD//punct//1 .//MAD//punct//17
Till statsrådet Peter Hultqvist;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//17 är//VB|PRS|AKT//cop//17 därmed//AB//advmod//17 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 .//MAD//punct//1
Till statsrådet Peter Hultqvist;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 december//NN|UTR|SIN|IND|NOM//nmod//0 2016//RG|NOM//nummod//2
Till statsrådet Peter Hultqvist;Ingemar//PM|NOM//ROOT//0 Wahlberg//PM|NOM//flat:name//0 ///MID//cc//3 Robert//PM|NOM//conj//0 Ihrfors//PM|NOM//flat:name//3
Till statsrådet Peter Hultqvist;Katarina//PM|NOM//ROOT//0 Johansson//PM|NOM//flat:name//0
Till statsrådet Peter Hultqvist;Ellen//PM|NOM//ROOT//0 Rova//PM|NOM//flat//0


1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;dels//KN//advmod//16  //_SP////0 att//SN//mark//16 två//RG|NOM//nummod//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//16 ,//MID//punct//5 3//RG|NOM//nummod//8 d//NN|AN//nmod//5 och//KN//cc//8 3//RG|NOM//nummod//8 e//NN|NEU|SIN|IND|NOM//case//13 §//NN|AN//nmod//13 §//NN|AN//nmod//5 ,//MID//punct//5 ska//VB|PRS|AKT//aux//16 införas//VB|INF|SFO//ROOT//16 ,//MID//punct//25 dels//KN//advmod//25  //_SP////18 att//SN//mark//25 11//RG|NOM//nsubj//25 a//NN|NEU|SIN|IND|NOM//case//23 §//NN|AN//nmod//21 ska//VB|PRS|AKT//aux//25 ha//VB|INF|AKT//advcl//16 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 lydelse//NN|UTR|SIN|IND|NOM//obj//25 ,//MID//punct//25 dels//KN//advmod//36  //_SP////29 att//SN//mark//36 32//RG|NOM//advmod//36 a//NN|NEU|SIN|IND|NOM//case//34 §//NN|AN//nmod//32 ska//VB|PRS|AKT//aux//36 upphöra//VB|INF|AKT//conj//16 att//IE//mark//38 gälla//VB|INF|AKT//xcomp//36 .//MAD//punct//16
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;11//RG|NOM//nummod//43 a//NN|NEU|SIN|IND|NOM//case//43 §//NN|AN//nmod//43 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//45 ska//VB|PRS|AKT//aux//45 anlita//VB|INF|AKT//parataxis//16
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 materielverk//NN|NEU|SIN|IND|NOM//ROOT//1 vid//PP//case//3 upphandling//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//5 byggentreprenader//NN|UTR|PLU|IND|NOM//nmod//3 ,//MID//punct//7 varor//NN|UTR|PLU|IND|NOM//conj//5 och//KN//cc//9 tjänster//NN|UTR|PLU|IND|NOM//conj//5 .//MAD//punct//1
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 tilldela//VB|INF|AKT//ROOT//2 kontrakt//NN|NEU|PLU|IND|NOM//obj//2 som//HP|-|-|-//nsubj//5 grundar//VB|PRS|AKT//acl:relcl//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//5 på//PP//case//8 ramavtal//NN|NEU|PLU|IND|NOM//obl//5 som//HP|-|-|-//nsubj:pass//10 ingåtts//VB|SUP|SFO//acl:relcl//8 med//PP//case//16 en//RG|UTR|SIN|IND|NOM//det//16 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 eller//KN//cc//15 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//13 leverantörer//NN|UTR|PLU|IND|NOM//obl//10 ,//MID//punct//2 om//SN//mark//22 tilldelningen//NN|UTR|SIN|DEF|NOM//nsubj//22 av//PP//case//21 kontraktet//NN|NEU|SIN|DEF|NOM//nmod//19 grundar//VB|PRS|AKT//advcl//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//22 på//PP//case//25 ramavtalet//NN|NEU|SIN|DEF|NOM//obl//22 genom//PP//case//27 tillämpning//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//29 villkoren//NN|NEU|PLU|DEF|NOM//nmod//27 i//PP//case//31 ramavtalet//NN|NEU|SIN|DEF|NOM//nmod//29 utan//PP//case//34 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//34 inbjudan//NN|UTR|SIN|IND|NOM//obl//22 att//IE//mark//36 lämna//VB|INF|AKT//acl//34 anbud//NN|NEU|SIN|IND|NOM//obj//36 .//MAD//punct//2
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//42 får//VB|PRS|AKT//aux//42 också//AB//advmod//42 upphandla//VB|INF|AKT//parataxis//2 varor//NN|UTR|PLU|IND|NOM//obj//42 och//KN//cc//45 tjänster//NN|UTR|PLU|IND|NOM//conj//43 som//HP|-|-|-//nsubj//47 uppgår//VB|PRS|AKT//acl:relcl//45 till//PP//case//50 högst//AB|SUV//amod//50 värdet//NN|NEU|SIN|DEF|NOM//obl//47 för//PP//case//52 direktupphandling//NN|UTR|SIN|IND|NOM//nmod//50 enligt//PP//case//55 15//RG|NOM//nummod//55 kap.//NN|AN//nmod//52 3//RG|NOM//nummod//57 §//NN|AN//nmod//59 andra//RO|NOM//amod//59 stycket//NN|NEU|SIN|DEF|NOM//nmod//55 första//RO|NOM//amod//61 meningen//NN|UTR|SIN|DEF|NOM//nmod//62 lagen//NN|UTR|SIN|DEF|NOM//obj//42 (//PAD//punct//62 2007:1091//RG|NOM//appos//62 )//PAD//punct//62 om//PP//case//68 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//68 upphandling//NN|UTR|SIN|IND|NOM//obl//42 .//MAD//punct//2
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//1 får//VB|PRS|AKT//aux//3 vidare//AB|KOM//advmod//1 upphandla//VB|INF|AKT//ROOT//3 varor//NN|UTR|PLU|IND|NOM//obj//3 och//KN//cc//6 tjänster//NN|UTR|PLU|IND|NOM//conj//4 som//HP|-|-|-//nsubj//8 är//VB|PRS|AKT//acl:relcl//6 av//PP//case//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 betydelse//NN|UTR|SIN|IND|NOM//obl//8 för//PP//case//14 rikets//NN|NEU|SIN|DEF|GEN//nmod:poss//14 säkerhet//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//18 som//HP|-|-|-//nsubj:pass//18 ska//VB|PRS|AKT//aux//18 användas//VB|INF|SFO//conj//8 av//PP//case//20 enheter//NN|UTR|PLU|IND|NOM//obl:agent//18 i//PP//case//22 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//20 som//HP|-|-|-//nsubj//24 bedriver//VB|PRS|AKT//acl:relcl//22 verksamhet//NN|UTR|SIN|IND|NOM//obj//24 som//HP|-|-|-//nsubj//27 kräver//VB|PRS|AKT//acl:relcl//25 ett//DT|NEU|SIN|IND//det//30 kvalificerat//PC|PRF|NEU|SIN|IND|NOM//amod//30 säkerhetsskydd//NN|NEU|SIN|IND|NOM//obj//27 .//MAD//punct//3
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 materielverk//NN|NEU|SIN|IND|NOM//ROOT//1 vid//PP//case//3 upphandling//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//5 byggentreprenader//NN|UTR|PLU|IND|NOM//nmod//3 ,//MID//punct//7 varor//NN|UTR|PLU|IND|NOM//conj//5 och//KN//cc//9 tjänster//NN|UTR|PLU|IND|NOM//conj//5 .//MAD//punct//1
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//1 får//VB|PRS|AKT//aux//4 dock//AB//advmod//1  //_SP////2 tilldela//VB|INF|AKT//ROOT//4 kontrakt//NN|NEU|PLU|IND|NOM//obj//4 som//HP|-|-|-//nsubj//7 grundar//VB|PRS|AKT//acl:relcl//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//7 på//PP//case//10 ramavtal//NN|NEU|PLU|IND|NOM//obl//7 som//HP|-|-|-//nsubj:pass//12 ingåtts//VB|SUP|SFO//acl:relcl//10 med//PP//case//18 en//RG|UTR|SIN|IND|NOM//det//18 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 eller//KN//cc//17 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//15 leverantörer//NN|UTR|PLU|IND|NOM//obl//12 ,//MID//punct//4 om//SN//mark//24 tilldelningen//NN|UTR|SIN|DEF|NOM//nsubj//24 av//PP//case//23 kontraktet//NN|NEU|SIN|DEF|NOM//nmod//21 grundar//VB|PRS|AKT//advcl//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//24 på//PP//case//27 ramavtalet//NN|NEU|SIN|DEF|NOM//obl//24 genom//PP//case//29 tillämpning//NN|UTR|SIN|IND|NOM//obl//24 av//PP//case//31 villkoren//NN|NEU|PLU|DEF|NOM//nmod//29 i//PP//case//33 ramavtalet//NN|NEU|SIN|DEF|NOM//nmod//31 utan//PP//case//36 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//36 inbjudan//NN|UTR|SIN|IND|NOM//obl//24 att//IE//mark//38 lämna//VB|INF|AKT//acl//36 anbud//NN|NEU|SIN|IND|NOM//obj//38 .//MAD//punct//4
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//44 får//VB|PRS|AKT//aux//44 också//AB//advmod//44 upphandla//VB|INF|AKT//parataxis//4 varor//NN|UTR|PLU|IND|NOM//obj//44 och//KN//cc//47 tjänster//NN|UTR|PLU|IND|NOM//conj//45 som//HP|-|-|-//nsubj//49 uppgår//VB|PRS|AKT//acl:relcl//47 till//PP//case//52 högst//AB|SUV//amod//52 värdet//NN|NEU|SIN|DEF|NOM//obl//49 för//PP//case//54 direktupphandling//NN|UTR|SIN|IND|NOM//nmod//52 enligt//PP//case//57 15//RG|NOM//nummod//57 kap.//NN|AN//nmod//54 3//RG|NOM//nummod//59 §//NN|AN//nmod//61 andra//RO|NOM//amod//61 stycket//NN|NEU|SIN|DEF|NOM//nmod//57 första//RO|NOM//amod//63 meningen//NN|UTR|SIN|DEF|NOM//nmod//64 lagen//NN|UTR|SIN|DEF|NOM//obj//44 (//PAD//punct//64 2007:1091//RG|NOM//appos//64 )//PAD//punct//64 om//PP//case//70 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//70 upphandling//NN|UTR|SIN|IND|NOM//obl//44 .//MAD//punct//4
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//1 får//VB|PRS|AKT//aux//3 vidare//AB|KOM//advmod//1 upphandla//VB|INF|AKT//ROOT//3 varor//NN|UTR|PLU|IND|NOM//obj//3 och//KN//cc//6 tjänster//NN|UTR|PLU|IND|NOM//conj//4 som//HP|-|-|-//nsubj//8 är//VB|PRS|AKT//acl:relcl//6 av//PP//case//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 betydelse//NN|UTR|SIN|IND|NOM//obl//8 för//PP//case//14 rikets//NN|NEU|SIN|DEF|GEN//nmod:poss//14 säkerhet//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//18 som//HP|-|-|-//nsubj:pass//18 ska//VB|PRS|AKT//aux//18 användas//VB|INF|SFO//conj//8 av//PP//case//20 enheter//NN|UTR|PLU|IND|NOM//obl:agent//18 i//PP//case//22 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//20 som//HP|-|-|-//nsubj//24 bedriver//VB|PRS|AKT//acl:relcl//22 verksamhet//NN|UTR|SIN|IND|NOM//obj//24 som//HP|-|-|-//nsubj//27 kräver//VB|PRS|AKT//acl:relcl//25 ett//DT|NEU|SIN|IND//det//30 kvalificerat//PC|PRF|NEU|SIN|IND|NOM//amod//30 säkerhetsskydd//NN|NEU|SIN|IND|NOM//obj//27 .//MAD//punct//3
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;32//RG|NOM//nummod//34 a//NN|NEU|SIN|IND|NOM//case//34 §//NN|AN//appos//3
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 meddela//VB|INF|AKT//ROOT//2 föreskrifter//NN|UTR|PLU|IND|NOM//obj//2 i//PP//case//7 fråga//NN|UTR|SIN|IND|NOM//fixed//4 om//PP//case//7 skyldigheten//NN|UTR|SIN|DEF|NOM//obl//2 för//PP//case//10 Försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//10 materielverk//NN|NEU|SIN|IND|NOM//nmod//7 att//IE//mark//12 tillhandahålla//VB|INF|AKT//acl//7 logistik//NN|UTR|SIN|IND|NOM//obj//12 i//PP//case//17 form//NN|UTR|SIN|IND|NOM//fixed//14 av//PP//fixed//14 service-//NN|UTR|-|-|SMS//obl//12 ,//MID//punct//19 förråds-//NN|UTR|-|-|SMS//conj//17 och//KN//cc//21 verkstadstjänster//NN|UTR|PLU|IND|NOM//conj//17 för//PP//mark//27 att//SN//fixed//22 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//27 ska//VB|PRS|AKT//aux//27 kunna//VB|INF|AKT//aux//27 fullgöra//VB|INF|AKT//advcl//12 verksamhet//NN|UTR|SIN|IND|NOM//obj//27 under//PP//case//31 höjd//PC|PRF|UTR|SIN|IND|NOM//amod//31 beredskap//NN|UTR|SIN|IND|NOM//obl//27 .//MAD//punct//2
1.1 Förslag till förordning om ändring i förordningen (2007:1266) med instruktion för Försvarsmakten / Härigenom föreskrivs i fråga om förordningen (2007:1266) med instruktion för Försvarsmakten;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//6 X//PM|NOM//nmod//7 201X.//RG|NOM//obj//2

1.2 Förslag till förordning om ändring i förordningen (2007:854) med instruktion för Försvarets materielverk;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//15 1//RG|NOM//nummod//4 §//NN|AN//nmod//5 förordningen//NN|UTR|SIN|DEF|NOM//nsubj//15 (//PAD//punct//5 2007:854//RG|NOM//appos//5 )//PAD//punct//5 med//PP//case//10 instruktion//NN|UTR|SIN|IND|NOM//nmod//5 för//PP//case//13 Försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 materielverk//NN|NEU|SIN|IND|NOM//nmod//10 ska//VB|PRS|AKT//aux//15 ha//VB|INF|AKT//dep//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 lydelse//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//15
