Sammanfattning;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//6 ://MID//punct//0
Sammanfattning;Dataunderlaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//35 utgörs//VB|PRS|SFO//parataxis//25 av//PP//case//38 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 inventeringsunderlag//NN|NEU|PLU|IND|NOM//obl:agent//35 (//PAD//punct//38 riksskogsstaxeringen//NN|UTR|SIN|DEF|NOM//appos//38 ,//MID//punct//44 skogsvårdsorganisationens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 översiktliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 skogsinventering//NN|UTR|SIN|IND|NOM//conj//40 på//PP//case//47 privatskogsbrukets//NN|NEU|SIN|DEF|GEN//nmod:poss//47 mark//NN|UTR|SIN|IND|NOM//nmod//44 (//PAD//punct//40 ÖSI//PM|NOM//appos//40 )//PAD//punct//40 och//KN//cc//53 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 naturvärdesinventeringar//NN|UTR|PLU|IND|NOM//conj//38 )//PAD//punct//38 .//MAD//punct//56
Sammanfattning;Brister//NN|UTR|PLU|IND|NOM//nsubj:pass//59 i//PP//case//58 skydd//NN|NEU|SIN|IND|NOM//nmod//56 formuleras//VB|PRS|SFO//conj//35 dels//KN//advmod//59 som//KN//case//63 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 mål//NN|NEU|PLU|IND|NOM//obl//59 (//PAD//punct//63 ca//AB|AN//advmod//66 40//RG|NOM//nummod//67 år//NN|NEU|PLU|IND|NOM//appos//63 )//PAD//punct//59 och//KN//cc//73 dels//KN//advmod//73 som//KN//case//73 kortsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 mål//NN|NEU|PLU|IND|NOM//conj//59 (//PAD//punct//73 10-20//RG|NOM//nummod//76 år//NN|NEU|PLU|IND|NOM//appos//73 )//PAD//punct//73 .//MAD//punct//25
Sammanfattning;Det//DT|NEU|SIN|DEF//det//2 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//8 av//PP//mark//5 att//IE//mark//5 skydda//VB|INF|AKT//acl//2 skog//NN|UTR|SIN|IND|NOM//obj//5 har//VB|PRS|AKT//aux//8 beräknats//VB|SUP|SFO//ROOT//8 som//KN//mark//11 20//RG|NOM//nummod//11 %//NN|AN//xcomp//8 av//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//19 i//PP//case//17 ett//DT|NEU|SIN|IND//det//17 ursprungligt//JJ|POS|NEU|SIN|IND|NOM//amod//17 tillstånd//NN|NEU|SIN|IND|NOM//nmod//19 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 arealerna//NN|UTR|PLU|DEF|NOM//obl//8 av//PP//case//23 idag//AB//advmod//22 missgynnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 skogstyper//NN|UTR|PLU|IND|NOM//nmod//19 ,//MID//punct//25 åldersklasser//NN|UTR|PLU|IND|NOM//conj//23 och//KN//cc//27 trädslagsblandningar//NN|UTR|PLU|IND|NOM//conj//23 .//MAD//punct//8
Sammanfattning;Just//AB//advmod//30 20//RG|NOM//nummod//31 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//33 har//VB|PRS|AKT//aux//33 valts//VB|SUP|SFO//parataxis//8 därför//AB//mark//40 att//SN//fixed//34 ett//DT|NEU|SIN|IND//det//37 flertal//NN|NEU|SIN|IND|NOM//nmod//39 ekologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 studier//NN|UTR|PLU|IND|NOM//nsubj//40 visar//VB|PRS|AKT//advcl//33 att//SN//mark//54 då//AB//advmod//54 10//RG|NOM//nummod//46 -//MID//punct//43 30//RG|NOM//nummod//46 %//NN|AN//nsubj//54 av//PP//case//50 den//DT|UTR|SIN|DEF//det//50 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 förekomsten//NN|UTR|SIN|DEF|NOM//nmod//46 av//PP//case//53 en//DT|UTR|SIN|IND//det//53 livsmiljö//NN|UTR|SIN|IND|NOM//nmod//50 återstår//VB|PRS|AKT//ccomp//40 minskar//VB|PRS|AKT//conj//8 sannolikheten//NN|UTR|SIN|DEF|NOM//nsubj//55 för//PP//case//59 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//59 överlevnad//NN|UTR|SIN|IND|NOM//nmod//56 drastiskt//AB|POS//advmod//55 .//MAD//punct//8
Sammanfattning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//3 har//VB|PRS|AKT//aux//3 noga//AB//advmod//3 dokumenterat//VB|SUP|AKT//ROOT//3 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//5 metoder//NN|UTR|PLU|IND|NOM//obj//3 så//AB//mark//10 att//SN//fixed//6 resultaten//NN|NEU|PLU|DEF|NOM//nsubj:pass//10 kan//VB|PRS|AKT//aux//10 revideras//VB|INF|SFO//advcl//3 när//HA//case//14 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 kvantitativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 beskrivningar//NN|UTR|PLU|IND|NOM//obl//10 av//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 miljöer//NN|UTR|PLU|IND|NOM//nmod//14 som//HP|-|-|-//obl//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 arter//NN|UTR|PLU|IND|NOM//nsubj//21 anpassat//VB|SUP|AKT//acl:relcl//17 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//21 till//PP//advmod//21 finns//VB|PRS|SFO//advmod//10 ,//MID//punct//3 och//KN//cc//30 säkrare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 skattningar//NN|UTR|PLU|IND|NOM//nsubj:pass//30 kan//VB|PRS|AKT//aux//30 göras//VB|INF|SFO//conj//3 av//PP//case//32 tröskelvärden//NN|NEU|PLU|IND|NOM//obl:agent//30 för//PP//case//35 hur//HA//advmod//35 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//41 som//HP|-|-|-//nsubj//41 är//VB|PRS|AKT//cop//41 nog//AB//advmod//41 för//PP//case//41 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 arter//NN|UTR|PLU|IND|NOM//obl//30 i//PP//case//44 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 livsmiljöer//NN|UTR|PLU|IND|NOM//nmod//41 .//MAD//punct//3
Sammanfattning;Resultat//NN|NEU|SIN|IND|NOM//nsubj//7 ://MID//punct//0
Sammanfattning; //_SP////1 Sverige//PM|NOM//appos//0 är//VB|PRS|AKT//cop//7 ett//DT|NEU|SIN|IND//det//7 avlångt//JJ|POS|NEU|SIN|IND|NOM//amod//7 land//NN|NEU|SIN|IND|NOM//ROOT//7 med//PP//case//10 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 skillnader//NN|UTR|PLU|IND|NOM//nmod//7 i//PP//case//12 landskapets//NN|NEU|SIN|DEF|GEN//nmod//10 omvandlingsgrad//NN|UTR|SIN|IND|NOM//amod//7 mellan//PP//case//16 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 regioner//NN|UTR|PLU|IND|NOM//obl//13 .//MAD//punct//7
Sammanfattning;Situationen//NN|UTR|SIN|DEF|NOM//nsubj//28 för//PP//case//21 biologiskt//JJ|POS|NEU|SIN|IND|NOM//amod//21 mångfald//NN|UTR|SIN|IND|NOM//nmod//18 i//PP//case//23 Sverige//PM|NOM//nmod//21 idag//AB//advmod//18 är//VB|PRS|AKT//cop//28 främst//AB|SUV//advmod//28 en//DT|UTR|SIN|IND//det//28 konsekvens//NN|UTR|SIN|IND|NOM//appos//7 av//PP//case//33 de//DT|UTR/NEU|PLU|DEF//det//33 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//33 200//RG|NOM//nummod//33 åren//NN|NEU|PLU|DEF|NOM//nmod//28 av//PP//case//35 landskapsomvandling//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//45 och//KN//cc//45 inte//AB//advmod//45 enbart//AB//advmod//45 av//PP//case//45 de//DT|UTR/NEU|PLU|DEF//det//44 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//44 trettio//RG|NOM//nummod//44 årens//NN|NEU|PLU|DEF|GEN//nmod:poss//45 skogsbruk//NN|NEU|SIN|IND|NOM//conj//7 .//MAD//punct//7
Sammanfattning;Det//DT|NEU|SIN|DEF//det//2 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 miljömålet//NN|NEU|SIN|DEF|NOM//nsubj//5 för//PP//case//4 skogen//NN|UTR|SIN|DEF|NOM//nmod//2 innebär//VB|PRS|AKT//ROOT//5 ett//DT|NEU|SIN|IND//det//7 paradigmskifte//NN|NEU|SIN|IND|NOM//obj//5 i//PP//case//9 skogsbruket//NN|NEU|SIN|DEF|NOM//nmod//7 i//PP//case//11 paritet//NN|UTR|SIN|IND|NOM//nmod//9 med//PP//case//15 det//DT|NEU|SIN|DEF//det//15 framväxande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 intresset//NN|NEU|SIN|DEF|NOM//nmod//11 för//PP//case//17 virkesråvara//NN|UTR|SIN|IND|NOM//nmod//15 under//PP//case//20 1800-talets//NN|NEU|SIN|DEF|GEN//nmod:poss//20 slut//NN|NEU|SIN|IND|NOM//nmod//15 .//MAD//punct//5
Sammanfattning;Den//DT|UTR|SIN|DEF//det//23 del//NN|UTR|SIN|IND|NOM//nsubj//32 av//PP//case//25 miljömålet//NN|NEU|SIN|DEF|NOM//nmod//23 som//HP|-|-|-//nsubj:pass//27 omfattas//VB|PRS|SFO//acl:relcl//25 av//PP//case//31 begreppet//NN|NEU|SIN|DEF|NOM//nmod//31 biologisk//JJ|POS|UTR|SIN|IND|NOM//amod//31 mångfald//NN|UTR|SIN|IND|NOM//obl//27 ställer//VB|PRS|AKT//parataxis//5 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 krav//NN|NEU|PLU|IND|NOM//obj//32 på//PP//case//36 anpassning//NN|UTR|SIN|IND|NOM//obl//32 av//PP//case//38 landskapsutnyttjandet//NN|NEU|SIN|DEF|NOM//nmod//36 .//MAD//punct//32
Sammanfattning;Graden//NN|UTR|SIN|DEF|NOM//obj//32 av//PP//case//42 omvandling//NN|UTR|SIN|IND|NOM//nmod//40 av//PP//case//44 skogslandskapet//NN|NEU|SIN|DEF|NOM//nmod//42 är//VB|PRS|AKT//cop//48 nu//AB//advmod//48 så//AB//advmod//48 stor//JJ|POS|UTR|SIN|IND|NOM//conj//32 att//SN//mark//79 för//PP//case//52 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 egenskaper//NN|UTR|PLU|IND|NOM//obl//79 (//PAD//punct//52 död//JJ|POS|UTR|SIN|IND|NOM//amod//55 ved//NN|UTR|SIN|IND|NOM//appos//52 ,//MID//punct//58 gammal//JJ|POS|UTR|SIN|IND|NOM//amod//58 skog//NN|UTR|SIN|IND|NOM//conj//55 och//KN//cc//60 lövskogar//NN|UTR|PLU|IND|NOM//conj//55 )//PAD//punct//52 understigs//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//appos//52 kritiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 tröskelvärden//NN|NEU|PLU|IND|NOM//obj//62 och//KN//cc//68 den//DT|UTR|SIN|DEF//det//68 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 överlevnaden//NN|UTR|SIN|DEF|NOM//conj//62 hos//PP//case//71 de//DT|UTR/NEU|PLU|DEF//det//71 arter//NN|UTR|PLU|IND|NOM//nmod//68 som//HP|-|-|-//nsubj//73 kräver//VB|PRS|AKT//acl:relcl//71 dessa//DT|UTR/NEU|PLU|DEF//det//75 egenskaper//NN|UTR|PLU|IND|NOM//obj//73 är//VB|PRS|AKT//cop//79 idag//AB//advmod//79 inte//AB//advmod//79 säkrad//PC|PRF|UTR|SIN|IND|NOM//acl//48 .//MAD//punct//32
Sammanfattning;Bevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//85 av//PP//case//84 biologisk//JJ|POS|UTR|SIN|IND|NOM//amod//84 mångfald//NN|UTR|SIN|IND|NOM//nmod//81 kräver//VB|PRS|AKT//parataxis//32 hänsyn//NN|UTR|SIN|IND|NOM//obj//85 och//KN//cc//88 åtgärder//NN|UTR|PLU|IND|NOM//conj//86 i//PP//case//92 alla//DT|UTR/NEU|PLU|IND/DEF//det//92 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//92 skalor//NN|UTR|PLU|IND|NOM//nmod//88 medan//SN//case//94 skogsbruket//NN|NEU|SIN|DEF|NOM//nsubj//97 traditionellt//AB|POS//nmod//94 har//VB|PRS|AKT//aux//97 arbetat//VB|SUP|AKT//advcl//85 främst//AB|SUV//advmod//97 i//PP//case//100 bestånds//NN|NEU|SIN|IND|GEN//obl//97 ///MID//cc//102 avdelningsskala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//100 och//KN//cc//105 under//PP//case//105 1990-talet//NN|NEU|SIN|DEF|NOM//conj//100 också//AB//advmod//108 i//PP//case//108 trädskala//NN|UTR|SIN|IND|NOM//nmod//105 .//MAD//punct//32
Sammanfattning;För//PP//mark//112 att//IE//mark//112 maximera//VB|INF|AKT//conj//32 sannolikheten//NN|UTR|SIN|DEF|NOM//obj//112 att//SN//mark//116 miljömålet//NN|NEU|SIN|DEF|NOM//nsubj:pass//116 nås//VB|PRS|SFO//advcl//112 måste//VB|PRS|AKT//aux//120 naturhänsynen//NN|UTR|SIN|DEF|NOM//nsubj//120 vara//VB|INF|AKT//cop//120 god//JJ|POS|UTR|SIN|IND|NOM//xcomp//116 såväl//KN//advmod//123 i//PP//case//123 detalj-//NN|UTR|-|-|SMS//obl//120 och//KN//cc//125 beståndsskalan//NN|UTR|SIN|DEF|NOM//conj//123 som//HP|-|-|-//cc//128 i//PP//case//128 landskapsskalan//NN|UTR|SIN|DEF|NOM//obl//120 .//MAD//punct//5
Sammanfattning;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//1 bedömningar//NN|UTR|PLU|IND|NOM//nsubj:pass//17 av//PP//case//3 läget//NN|NEU|SIN|DEF|NOM//nmod//1 vad//HP|NEU|SIN|IND//nsubj//5 gäller//VB|PRS|AKT//acl:relcl//1 behovet//NN|NEU|SIN|DEF|NOM//obj//5 av//PP//case//8 naturhänsyn//NN|UTR|SIN|IND|NOM//nmod//6 i//PP//case//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 skalor//NN|UTR|PLU|IND|NOM//nmod//6 för//PP//case//16 den//DT|UTR|SIN|DEF//det//16 biologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 mångfalden//NN|UTR|SIN|DEF|NOM//nmod//12 sammanfattas//VB|PRS|SFO//ROOT//17 nedan//AB//advmod//17 .//MAD//punct//17
Sammanfattning;Detaljskalan//NN|UTR|SIN|DEF|NOM//ROOT//0 .//MAD//punct//0
Sammanfattning;Naturhänsynen//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 på//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 slutavverkade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 ytorna//NN|UTR|PLU|DEF|NOM//nmod//2 har//VB|PRS|AKT//aux//9 avsevärt//AB|POS//advmod//9 förbättrats//VB|SUP|SFO//parataxis//0 under//PP//case//11 1990-talet//NN|NEU|SIN|DEF|NOM//obl//9 .//MAD//punct//9
Sammanfattning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 är//VB|PRS|AKT//cop//16 inte//AB//advmod//16 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//9 för//PP//mark//19 att//IE//mark//19 bevara//VB|INF|AKT//advcl//16 biologisk//JJ|POS|UTR|SIN|IND|NOM//amod//21 mångfald//NN|UTR|SIN|IND|NOM//obj//19 ,//MID//punct//24 men//KN//cc//24 minskar//VB|PRS|AKT//conj//9 i//PP//case//27 viss//JJ|POS|UTR|SIN|IND|NOM//amod//27 mån//NN|UTR|SIN|IND|NOM//obl//24 behovet//NN|NEU|SIN|DEF|NOM//obj//24 av//PP//case//30 skydd//NN|NEU|SIN|IND|NOM//nmod//28 av//PP//case//32 skog//NN|UTR|SIN|IND|NOM//nmod//30 .//MAD//punct//28
Sammanfattning;Bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//40 kommer//VB|PRS|AKT//aux//40 dock//AB//advmod//40 att//IE//mark//40 kunna//VB|INF|AKT//aux//40 tas//VB|INF|SFO//conj//9 bara//AB//advmod//40 under//PP//case//44 20-30//RG|NOM//nummod//44 år//NN|NEU|PLU|IND|NOM//obl//40 i//PP//case//46 framtiden//NN|UTR|SIN|DEF|NOM//obl//40 eftersom//SN//mark//60 gammal//JJ|POS|UTR|SIN|IND|NOM//amod//49 skog//NN|UTR|SIN|IND|NOM//nsubj//60 som//HP|-|-|-//nsubj//51 uppkommit//VB|SUP|AKT//acl:relcl//49 mer//AB|KOM//advmod//55 eller//KN//cc//54 mindre//AB|KOM//conj//52 naturligt//AB|POS//advmod//51 inte//AB//advmod//57 längre//AB|KOM//advmod//60 kommer//VB|PRS|AKT//aux//60 att//IE//mark//60 finnas//VB|INF|SFO//advcl//40 .//MAD//punct//9
Sammanfattning;Hänsynens//NN|UTR|SIN|DEF|GEN//nmod:poss//63 kvalitet//NN|UTR|SIN|IND|NOM//nsubj//64 kommer//VB|PRS|AKT//conj//9 därmed//AB//advmod//64 med//PP//case//67 nödvändighet//NN|UTR|SIN|IND|NOM//obl//69 att//IE//mark//69 bli//VB|INF|AKT//advcl//64 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//69 för//PP//mark//77 att//SN//mark//77 några//DT|UTR/NEU|PLU|IND//det//74 decennier//NN|NEU|PLU|IND|NOM//nsubj//77 senare//AB|KOM//advmod//77 återigen//AB//advmod//77 bli//VB|INF|AKT//advcl//69 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//77 .//MAD//punct//9
Sammanfattning;Ett//DT|NEU|SIN|IND//det//82 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//82 skyddsbehov//NN|NEU|SIN|IND|NOM//nsubj//83 kvarstår//VB|PRS|AKT//conj//9 därmed//AB//advmod//83 i//PP//case//86 bestånds-//NN|UTR|-|-|SMS//obl//83 och//KN//cc//88 landskaps-skalorna//NN|UTR|PLU|DEF|NOM//conj//86 .//MAD//punct//9
